winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,13010,11180,11720,12120,12560,13660,14320,15880,17860,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
1993,16030,14310,14950,15300,15600,16370,16970,17970,18600,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
1994,17720,16810,16920,17180,17470,17980,18300,18890,19580,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
1995,24800,24080,24220,24520,24630,24990,25230,25690,26760,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
1996,23240,22180,22380,22740,22960,23460,23780,24300,26660,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
1997,21410,20740,20920,21130,21270,21610,21850,22280,22620,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
1998,20880,20500,20560,20640,20750,20960,21070,21580,22440,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
1999,27700,26160,26610,27110,27490,28040,28620,29380,30670,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2000,26880,25860,26160,26460,26680,27060,27510,28240,29100,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2001,29100,27290,28040,28360,28830,29330,29830,31010,32930,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2002,43830,41910,42350,43080,43540,44380,44980,46780,52960,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2003,34470,32930,33260,33840,34320,34790,35230,35970,38270,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2004,31830,31150,31270,31540,31700,32150,32340,33280,33950,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2005,23850,23030,23210,23400,23650,24090,24440,25530,28290,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2006,24930,24480,24600,24690,24780,25010,25160,25420,25720,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2007,21690,21260,21420,21500,21590,21750,21830,22070,22370,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2008,15890,15260,15320,15600,15740,16080,16530,17270,17980,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2009,14250,13690,13780,13960,14100,14450,14800,15480,16880,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2010,14040,13780,13820,13910,13970,14110,14240,14430,14890,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2011,10570,10240,10320,10380,10500,10640,10720,10820,11000,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2012,11480,11160,11220,11320,11400,11560,11680,12020,12320,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2013,11670,11200,11260,11420,11580,11800,12030,12430,12920,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2014,9493,9243,9297,9388,9447,9540,9622,9767,9920,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2015,12190,11740,11860,11980,12060,12410,12630,13190,13900,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2016,13540,13290,13360,13430,13490,13610,13670,13820,14000,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2017,11490,11270,11340,11400,11450,11550,11610,11730,12050,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2018,15520,15280,15340,15430,15460,15590,15660,15800,15960,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2019,8255,8098,8115,8154,8197,8300,8404,8609,8927,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2020,8474,8389,8400,8428,8449,8512,8546,8577,8862,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2021,12920,12530,12620,12730,12800,13030,13190,13820,14120,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2022,18560,18230,18260,18340,18470,18670,18820,19150,19720,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2023,12290,12140,12170,12220,12250,12330,12420,12530,12580,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
2024,18950,17980,18240,18500,18730,19130,19470,20470,21880,f95d0c41df6ed45197ab176e0ae411d46dd8ac4c
