winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,69,69,69,69,69,69,69,69,69,2f0f771101caf852e5949755d31d9359661f5737
2001,114,114,114,114,114,114,114,114,114,2f0f771101caf852e5949755d31d9359661f5737
2002,1000,1000,1000,1000,1000,1000,1000,1000,1000,2f0f771101caf852e5949755d31d9359661f5737
2003,6,6,6,6,6,6,6,6,6,2f0f771101caf852e5949755d31d9359661f5737
2004,576,576,576,576,576,576,576,576,576,2f0f771101caf852e5949755d31d9359661f5737
2005,122,122,122,122,122,122,122,122,122,2f0f771101caf852e5949755d31d9359661f5737
2006,33,33,33,33,33,33,33,33,33,2f0f771101caf852e5949755d31d9359661f5737
2007,19,19,19,19,19,19,19,19,19,2f0f771101caf852e5949755d31d9359661f5737
2008,505,505,505,505,505,505,505,505,505,2f0f771101caf852e5949755d31d9359661f5737
2009,376,376,376,376,376,376,376,376,647,2f0f771101caf852e5949755d31d9359661f5737
2010,178,178,178,178,178,178,178,178,422,2f0f771101caf852e5949755d31d9359661f5737
2011,292,292,292,292,292,292,292,292,292,2f0f771101caf852e5949755d31d9359661f5737
2012,607,607,607,607,607,607,607,607,607,2f0f771101caf852e5949755d31d9359661f5737
2013,166,166,166,166,166,166,166,166,166,2f0f771101caf852e5949755d31d9359661f5737
2014,501,501,501,501,501,501,501,501,501,2f0f771101caf852e5949755d31d9359661f5737
2015,368,368,368,368,368,368,368,368,368,2f0f771101caf852e5949755d31d9359661f5737
2016,415,415,415,415,415,415,415,415,415,2f0f771101caf852e5949755d31d9359661f5737
2017,264,264,264,264,264,264,264,264,264,2f0f771101caf852e5949755d31d9359661f5737
2018,472,472,472,472,472,472,472,472,472,2f0f771101caf852e5949755d31d9359661f5737
2019,186,186,186,186,186,186,186,186,186,2f0f771101caf852e5949755d31d9359661f5737
2020,97,97,97,97,97,97,97,97,97,2f0f771101caf852e5949755d31d9359661f5737
2021,144,144,144,144,144,144,144,144,144,2f0f771101caf852e5949755d31d9359661f5737
2022,295,295,295,295,295,295,295,295,295,2f0f771101caf852e5949755d31d9359661f5737
2023,130,130,130,130,130,130,130,130,130,2f0f771101caf852e5949755d31d9359661f5737
2024,340,340,340,340,340,340,340,340,340,2f0f771101caf852e5949755d31d9359661f5737
