winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,37,37,37,37,37,37,37,37,37,1da7542accbbe4a3f697da565f36ff393b882689
1993,156,156,156,156,156,156,156,156,156,1da7542accbbe4a3f697da565f36ff393b882689
1994,127,127,127,127,127,127,127,127,127,1da7542accbbe4a3f697da565f36ff393b882689
1995,69,69,69,69,69,69,69,69,69,1da7542accbbe4a3f697da565f36ff393b882689
1996,124,124,124,124,124,124,124,124,124,1da7542accbbe4a3f697da565f36ff393b882689
1997,55,55,55,55,55,55,55,55,55,1da7542accbbe4a3f697da565f36ff393b882689
1998,206,206,206,206,206,206,206,206,206,1da7542accbbe4a3f697da565f36ff393b882689
1999,303,303,303,303,303,303,303,303,303,1da7542accbbe4a3f697da565f36ff393b882689
2000,291,291,291,291,291,291,291,291,291,1da7542accbbe4a3f697da565f36ff393b882689
2001,145,145,145,145,145,145,145,145,145,1da7542accbbe4a3f697da565f36ff393b882689
2002,260,260,260,260,260,260,260,260,260,1da7542accbbe4a3f697da565f36ff393b882689
2003,160,160,160,160,160,161,164,173,181,1da7542accbbe4a3f697da565f36ff393b882689
2004,131,131,131,131,131,131,131,131,131,1da7542accbbe4a3f697da565f36ff393b882689
2005,149,149,149,149,149,149,149,149,149,1da7542accbbe4a3f697da565f36ff393b882689
2006,264,264,264,264,264,264,264,264,264,1da7542accbbe4a3f697da565f36ff393b882689
2007,178,178,178,178,178,178,178,178,178,1da7542accbbe4a3f697da565f36ff393b882689
2008,120,120,120,120,120,120,120,120,120,1da7542accbbe4a3f697da565f36ff393b882689
2009,259,256,256,256,257,261.4,269,280.2,306,1da7542accbbe4a3f697da565f36ff393b882689
2010,130,130,130,130,130,130,130,130,130,1da7542accbbe4a3f697da565f36ff393b882689
2011,252,252,252,252,252,252,252,252,252,1da7542accbbe4a3f697da565f36ff393b882689
2012,200,200,200,200,200,200,200,200,200,1da7542accbbe4a3f697da565f36ff393b882689
2013,176,158,159,163,168.6,186,215.2,253.3,353,1da7542accbbe4a3f697da565f36ff393b882689
2014,267,267,267,267,267,268,268,272,279,1da7542accbbe4a3f697da565f36ff393b882689
2015,236,236,236,236,236,236,236,236,236,1da7542accbbe4a3f697da565f36ff393b882689
2016,156,156,156,156,156,156,156,156,156,1da7542accbbe4a3f697da565f36ff393b882689
2017,212,212,212,212,212,212,212,212,212,1da7542accbbe4a3f697da565f36ff393b882689
2018,159,159,159,159,159,159,159,159,159,1da7542accbbe4a3f697da565f36ff393b882689
2019,178,178,178,178,178,178,178,178,178,1da7542accbbe4a3f697da565f36ff393b882689
2020,163,163,163,163,163,163,163,163,163,1da7542accbbe4a3f697da565f36ff393b882689
2021,132,132,132,132,132,132,132,132,132,1da7542accbbe4a3f697da565f36ff393b882689
2022,95,95,95,95,95,95,95,95,95,1da7542accbbe4a3f697da565f36ff393b882689
2023,320,320,320,320,320,320,320,320,320,1da7542accbbe4a3f697da565f36ff393b882689
2024,225,225,225,225,225,225,225,225,225,1da7542accbbe4a3f697da565f36ff393b882689
