winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,1,1,1,1,1,1,1,1,1,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2001,2,2,2,2,2,2,2,3,5,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2002,1,1,1,1,1,1,1,1,1,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2003,1,1,1,1,1,1,1,2,5,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2004,2,1,1,1,2,3,4,7.05,9,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2005,2,0,0,1,1.65,2,3,5,8,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2006,1,1,1,1,1,2,2,4,6,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2007,2,2,2,2,2,2,2,3,7,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2008,1,1,1,1,1,1,1,1,1,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2009,3,3,3,3,3,3,3,3,3,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2010,3,3,3,3,3,3,3,3,4,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2011,5,5,5,5,5,5,5,5,5,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2012,2,2,2,2,2,3,3,4,4,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2013,5,5,5,5,5,5,5,5,6,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2014,2,2,2,2,2,3,3,3,4,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2015,4,4,4,4,4,4,4,5,7,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2016,4,4,4,4,4,4,4,4,5,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2017,3,3,3,3,3,3,3,5,7,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2018,5,5,5,5,5,5,5,5,5,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2019,3,3,3,3,3,3,3,3,4,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2020,5,5,5,5,5,5,5,5,7,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2021,2,2,2,2,2,2,2,2,3,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2022,8,8,8,8,8,8,8,8,8,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2023,2,2,2,2,2,2,2,2,4,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
2024,3,3,3,3,3,3,3,3,3,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f
