winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,1517,1399,1425,1472,1502,1539,1581,1642,1774,8765569ce50913f378b3e6af01a2aae5691ea9ab
1992,March,1792,1546,1644,1719,1754,1829,1875,1951,1989,8765569ce50913f378b3e6af01a2aae5691ea9ab
1992,October,1524,1260,1390,1445,1488,1551,1605,1752,1858,8765569ce50913f378b3e6af01a2aae5691ea9ab
1992,November,1405,1243,1286,1343,1374,1440,1478,1587,1702,8765569ce50913f378b3e6af01a2aae5691ea9ab
1992,December,1343,1193,1267,1300,1317,1361,1395,1456,1514,8765569ce50913f378b3e6af01a2aae5691ea9ab
1992,NA,1356,1187,1232,1277,1320,1386,1414,1486,1590,8765569ce50913f378b3e6af01a2aae5691ea9ab
1993,January,1900,1807,1826,1858,1884,1918,1940,1990,2080,8765569ce50913f378b3e6af01a2aae5691ea9ab
1993,March,2250,2055,2105,2172,2209,2292,2345,2429,2717,8765569ce50913f378b3e6af01a2aae5691ea9ab
1993,October,2178,1977,2022,2092,2138,2212,2270,2353,2541,8765569ce50913f378b3e6af01a2aae5691ea9ab
1993,November,2295,2103,2189,2231,2265,2341,2368,2437,2526,8765569ce50913f378b3e6af01a2aae5691ea9ab
1993,December,2160,1983,2027,2096,2119,2193,2234,2299,2365,8765569ce50913f378b3e6af01a2aae5691ea9ab
1993,NA,2176,2074,2112,2133,2157,2199,2228,2273,2320,8765569ce50913f378b3e6af01a2aae5691ea9ab
1994,January,2039,1937,1969,1996,2021,2061,2091,2142,2226,8765569ce50913f378b3e6af01a2aae5691ea9ab
1994,March,1794,1700,1727,1752,1769,1814,1842,1873,1953,8765569ce50913f378b3e6af01a2aae5691ea9ab
1994,October,2198,2030,2066,2112,2151,2240,2308,2426,2495,8765569ce50913f378b3e6af01a2aae5691ea9ab
1994,November,2202,2101,2137,2177,2190,2223,2244,2297,2372,8765569ce50913f378b3e6af01a2aae5691ea9ab
1994,December,2005,1864,1904,1933,1964,2020,2051,2119,2271,8765569ce50913f378b3e6af01a2aae5691ea9ab
1994,NA,1892,1770,1797,1843,1868,1905,1925,1962,2006,8765569ce50913f378b3e6af01a2aae5691ea9ab
1995,January,2456,2381,2414,2430,2442,2466,2478,2501,2534,8765569ce50913f378b3e6af01a2aae5691ea9ab
1995,March,1959,1839,1849,1912,1935,1984,2008,2055,2120,8765569ce50913f378b3e6af01a2aae5691ea9ab
1995,October,1754,1643,1672,1715,1738,1782,1811,1880,1955,8765569ce50913f378b3e6af01a2aae5691ea9ab
1995,November,1802,1717,1751,1780,1791,1815,1835,1860,1964,8765569ce50913f378b3e6af01a2aae5691ea9ab
1995,December,1748,1663,1686,1702,1729,1771,1796,1865,1960,8765569ce50913f378b3e6af01a2aae5691ea9ab
1995,NA,2384,2274,2312,2352,2366,2399,2418,2439,2487,8765569ce50913f378b3e6af01a2aae5691ea9ab
1996,January,3193,3078,3120,3155,3175,3207,3236,3273,3325,8765569ce50913f378b3e6af01a2aae5691ea9ab
1996,March,2673,2576,2589,2640,2655,2694,2719,2777,2836,8765569ce50913f378b3e6af01a2aae5691ea9ab
1996,October,1899,1787,1815,1840,1872,1924,1960,2022,2310,8765569ce50913f378b3e6af01a2aae5691ea9ab
1996,November,2343,2230,2283,2306,2333,2360,2373,2419,2470,8765569ce50913f378b3e6af01a2aae5691ea9ab
1996,December,3114,3022,3037,3076,3101,3130,3149,3199,3279,8765569ce50913f378b3e6af01a2aae5691ea9ab
1996,NA,3540,3448,3469,3498,3527,3568,3594,3624,3683,8765569ce50913f378b3e6af01a2aae5691ea9ab
1997,January,2300,2237,2260,2278,2291,2311,2333,2352,2389,8765569ce50913f378b3e6af01a2aae5691ea9ab
1997,March,1528,1384,1431,1472,1509,1552,1584,1627,1752,8765569ce50913f378b3e6af01a2aae5691ea9ab
1997,October,2018,1915,1963,1987,2000,2039,2062,2108,2229,8765569ce50913f378b3e6af01a2aae5691ea9ab
1997,November,2646,2573,2601,2621,2635,2656,2672,2704,2743,8765569ce50913f378b3e6af01a2aae5691ea9ab
