analysis,centre_winter,duration,estimate,se,lcl,ucl
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1994,5,7.104,0.1947,6.722,7.485
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1995,5,7.03,0.1967,6.645,7.416
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1996,5,7.046,0.1935,6.667,7.425
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1997,5,7.109,0.194,6.729,7.49
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1998,5,7.248,0.1856,6.884,7.611
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1999,5,7.213,0.1965,6.827,7.598
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2000,5,7.298,0.1907,6.924,7.672
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2001,5,7.422,0.1832,7.063,7.781
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2002,5,7.415,0.1815,7.06,7.771
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2003,5,7.316,0.185,6.953,7.679
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2004,5,7.274,0.1809,6.919,7.629
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2005,5,7.142,0.1823,6.785,7.499
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2006,5,6.96,0.187,6.594,7.327
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2007,5,6.87,0.1809,6.515,7.224
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2008,5,6.612,0.2093,6.202,7.022
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2009,5,6.604,0.1904,6.23,6.977
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2010,5,6.514,0.1807,6.159,6.868
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2011,5,6.116,0.1823,5.759,6.474
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2012,5,5.468,0.2362,5.005,5.931
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2013,5,4.91,0.2661,4.388,5.431
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2014,5,4.243,0.3462,3.565,4.922
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2015,5,3.805,0.3899,3.041,4.569
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2016,5,3.75,0.3618,3.041,4.459
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2017,5,4.075,0.2548,3.576,4.575
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2018,5,4.296,0.2156,3.874,4.719
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2019,5,4.371,0.2244,3.931,4.811
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2020,5,4.358,0.2917,3.786,4.93
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2021,5,4.719,0.2409,4.247,5.191
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2022,5,4.8,0.2841,4.243,5.357
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1996.5,10,7.158,0.1472,6.87,7.447
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1997.5,10,7.164,0.1472,6.876,7.453
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1998.5,10,7.234,0.1395,6.961,7.507
104bfce2dcabd4298f0bfc656d1af9d69af00a71,1999.5,10,7.262,0.1391,6.99,7.535
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2000.5,10,7.282,0.1376,7.012,7.552
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2001.5,10,7.243,0.14,6.969,7.518
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2002.5,10,7.22,0.1387,6.948,7.492
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2003.5,10,7.191,0.1372,6.922,7.46
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2004.5,10,7.142,0.1347,6.878,7.407
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2005.5,10,6.964,0.1502,6.67,7.258
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2006.5,10,6.939,0.1385,6.667,7.21
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2007.5,10,6.828,0.1354,6.563,7.093
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2008.5,10,6.538,0.1387,6.266,6.81
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2009.5,10,6.169,0.1555,5.864,6.473
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2010.5,10,5.761,0.1898,5.389,6.133
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2011.5,10,5.423,0.2081,5.016,5.831
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2012.5,10,5.159,0.2126,4.742,5.575
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2013.5,10,4.933,0.2168,4.508,5.358
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2014.5,10,4.772,0.2078,4.365,5.179
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2015.5,10,4.603,0.201,4.209,4.997
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2016.5,10,4.307,0.2457,3.826,4.789
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2017.5,10,4.083,0.306,3.483,4.682
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2018.5,10,4.235,0.2604,3.725,4.745
104bfce2dcabd4298f0bfc656d1af9d69af00a71,2019.5,10,4.438,0.2268,3.994,4.883
a31cf7e8fedd2b74bc84d992cb705a6a5d642d37,1994,5,6.232,0.2638,5.715,6.749
