winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,82460,74900,77610,79820,81160,83650,85450,88930,91570,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
1993,74470,68190,70960,72740,73500,75450,77100,80000,81130,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
1994,79570,73430,75530,77820,78620,80470,81460,83660,90730,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
1995,71160,68250,68780,70070,70510,71730,72290,73920,75820,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
1996,77510,73360,74110,75830,76910,78220,79470,81460,82950,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
1997,88260,82580,84140,86060,86820,88840,90360,91930,95720,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
1998,67040,63800,64490,65280,66190,67680,68300,69920,71580,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
1999,91970,85630,88560,90130,90970,92770,94340,96550,98680,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2000,95590,91020,92420,93970,94610,96220,97170,98610,101400,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2001,106500,99630,102400,103700,104900,107300,108700,110700,112300,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2002,136000,129400,131700,133600,134700,137500,139700,142900,150100,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2003,145800,139300,140400,143400,144800,147700,149300,153000,156000,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2004,92540,88220,89830,90990,92060,93030,94180,96060,96870,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2005,74320,71670,72050,73080,73800,74800,75450,76470,78180,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2006,91320,88560,89190,90200,90890,92150,92930,94140,95360,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2007,65170,63330,64100,64480,64730,65560,66090,66670,67480,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2008,76140,73060,74520,75220,75510,76550,77080,78130,80370,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2009,88090,84900,86460,87090,87530,88500,88920,90050,91160,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2010,87630,83700,84990,86270,86890,88290,88920,90830,92400,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2011,89950,87050,87430,88210,89170,91210,92040,93940,95340,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2012,76330,72550,74340,75150,75820,76880,77660,79410,80690,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2013,105200,101800,102300,103700,104500,106200,106800,108600,110100,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2014,96380,93430,94350,95420,95940,96920,97760,98990,100300,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2015,70790,68510,69190,69820,70300,71300,71890,73870,74480,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2016,69380,67660,68220,68790,69040,69630,70190,71420,73450,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2017,70570,67410,68820,69370,69940,70950,71470,72850,74220,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2018,61770,59620,60210,60780,61470,62200,62920,64030,65560,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2019,57590,55100,56320,56890,57290,58100,58650,59670,60490,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2020,52090,49740,51060,51490,51790,52430,52830,53420,53840,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2021,59770,57600,58520,59060,59450,60530,61020,62190,63220,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2022,50070,48400,48850,49380,49810,50350,50820,51720,53050,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2023,58170,56270,56760,57540,57860,58500,59020,60020,60660,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
2024,49010,47690,48260,48640,48820,49340,49590,50270,51010,dc6e0db8ec561fbedc4826362a2699c70a6f5bc9
