winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,2544,2544,2544,2544,2544,2544,2544,2544,2544,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2001,2439,2439,2439,2439,2439,2439,2439,2439,2700,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2002,1114,1098,1098,1098,1098,1148,1290,1696,2725,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2003,1831,1831,1831,1831,1831,1831,1831,1831,1831,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2004,2351,2351,2351,2351,2351,2351,2351,2351,2351,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2005,947,947,947,947,947,947,947,947,947,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2006,1010,1010,1010,1010,1010,1010,1010,1024,1058,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2007,2568,2568,2568,2568,2568,2568,2568,2568,2568,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2008,1159,1159,1159,1159,1159,1159,1159,1159,1159,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2009,1456,1456,1456,1456,1456,1456,1456,1477,1609,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2010,686,686,686,686,686,686,686,686,686,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2011,529,529,529,529,529,529,529,529,529,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2012,673,673,673,673,673,673,673,673,673,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2013,525,525,525,525,525,525,525,525,525,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2014,562,562,562,562,562,562,562,562,562,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2015,1039,1039,1039,1039,1039,1039,1039,1039,1087,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2016,594,594,594,594,594,594,594,594,594,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2017,503,503,503,503,503,503,505,516.2,571,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2018,1105,1105,1105,1105,1105,1105,1105,1105,1105,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2019,929,929,929,929,929,929,929,929,929,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2020,231,231,231,231,231,231,231,231,231,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2021,244,244,244,244,244,244,244,244,244,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2022,930,930,930,930,930,930,930,930,930,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2023,341,341,341,341,341,341,341,341,341,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
2024,1051,1051,1051,1051,1051,1051,1051,1051,1051,cf820ade2b2ff5a9f144c60a03037fa506cd95d9
