analysis,winter,estimate,se,lcl,ucl
18f665223592d4a587b93052b1af9745fbf8c5f9,2002,-12.29,2.633,-17.45,-7.124
18f665223592d4a587b93052b1af9745fbf8c5f9,2003,-12.4,2.628,-17.55,-7.244
18f665223592d4a587b93052b1af9745fbf8c5f9,2004,-12.39,2.619,-17.52,-7.256
18f665223592d4a587b93052b1af9745fbf8c5f9,2005,-12.27,2.598,-17.37,-7.179
18f665223592d4a587b93052b1af9745fbf8c5f9,2006,-12.03,2.567,-17.06,-6.995
18f665223592d4a587b93052b1af9745fbf8c5f9,2007,-11.83,2.552,-16.83,-6.83
18f665223592d4a587b93052b1af9745fbf8c5f9,2008,-12.05,2.58,-17.11,-6.995
18f665223592d4a587b93052b1af9745fbf8c5f9,2009,-12.12,2.602,-17.22,-7.018
18f665223592d4a587b93052b1af9745fbf8c5f9,2010,-12.05,2.606,-17.16,-6.942
18f665223592d4a587b93052b1af9745fbf8c5f9,2011,-11.84,2.589,-16.91,-6.765
18f665223592d4a587b93052b1af9745fbf8c5f9,2012,-11.46,2.555,-16.47,-6.455
18f665223592d4a587b93052b1af9745fbf8c5f9,2013,-10.84,2.525,-15.79,-5.893
18f665223592d4a587b93052b1af9745fbf8c5f9,2014,-10.5,2.536,-15.47,-5.533
18f665223592d4a587b93052b1af9745fbf8c5f9,2015,-10.84,2.535,-15.81,-5.876
18f665223592d4a587b93052b1af9745fbf8c5f9,2016,-10.96,2.535,-15.93,-5.996
18f665223592d4a587b93052b1af9745fbf8c5f9,2017,-11.03,2.537,-16,-6.06
18f665223592d4a587b93052b1af9745fbf8c5f9,2018,-11.16,2.54,-16.13,-6.178
18f665223592d4a587b93052b1af9745fbf8c5f9,2019,-11.14,2.534,-16.1,-6.169
18f665223592d4a587b93052b1af9745fbf8c5f9,2020,-11.12,2.531,-16.08,-6.159
18f665223592d4a587b93052b1af9745fbf8c5f9,2021,-11.25,2.536,-16.22,-6.276
18f665223592d4a587b93052b1af9745fbf8c5f9,2022,-11.63,2.57,-16.66,-6.587
18f665223592d4a587b93052b1af9745fbf8c5f9,2023,-11.79,2.595,-16.88,-6.704
18f665223592d4a587b93052b1af9745fbf8c5f9,2024,-11.77,2.605,-16.88,-6.667
a09312e870fb1df7caa02047da828ad906c0d4e2,2002,-12.53,2.642,-17.71,-7.355
a09312e870fb1df7caa02047da828ad906c0d4e2,2003,-12.4,2.603,-17.5,-7.296
a09312e870fb1df7caa02047da828ad906c0d4e2,2004,-12.26,2.576,-17.31,-7.209
a09312e870fb1df7caa02047da828ad906c0d4e2,2005,-12.11,2.557,-17.12,-7.1
a09312e870fb1df7caa02047da828ad906c0d4e2,2006,-11.96,2.544,-16.95,-6.975
