winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,42,29,29,30,33,56.7,80.2,122,361,643dff300ec9b3e0f6f8c91d65139439465b1748
1993,325,324,324,324,324,329.7,340.2,379.8,492,643dff300ec9b3e0f6f8c91d65139439465b1748
1994,310,310,310,310,310,310,310,310,367,643dff300ec9b3e0f6f8c91d65139439465b1748
1995,1020,1020,1020,1020,1020,1020,1020,1020,1020,643dff300ec9b3e0f6f8c91d65139439465b1748
1996,603,603,603,603,603,604,609.4,632,666,643dff300ec9b3e0f6f8c91d65139439465b1748
1997,772,772,772,772,772,772,772,772,772,643dff300ec9b3e0f6f8c91d65139439465b1748
1998,538,538,538,538,538,538,538,538,538,643dff300ec9b3e0f6f8c91d65139439465b1748
1999,1186,1186,1186,1186,1186,1190,1197,1251,1313,643dff300ec9b3e0f6f8c91d65139439465b1748
2000,692,692,692,692,692,695,702.2,759,1023,643dff300ec9b3e0f6f8c91d65139439465b1748
2001,868.5,864,864,864,864,883.1,900.6,968.2,1097,643dff300ec9b3e0f6f8c91d65139439465b1748
2002,657,657,657,657,657,659,672,739.4,785,643dff300ec9b3e0f6f8c91d65139439465b1748
2003,620,620,620,620,620,620,620,620,620,643dff300ec9b3e0f6f8c91d65139439465b1748
2004,479,479,479,479,479,479,479,479,479,643dff300ec9b3e0f6f8c91d65139439465b1748
2005,469,469,469,469,469,469,469,471.2,560,643dff300ec9b3e0f6f8c91d65139439465b1748
2006,283,283,283,283,283,283,283,283,283,643dff300ec9b3e0f6f8c91d65139439465b1748
2007,188,188,188,188,188,188,188,188,188,643dff300ec9b3e0f6f8c91d65139439465b1748
2008,46,46,46,46,46,46,46,46,46,643dff300ec9b3e0f6f8c91d65139439465b1748
2009,40,40,40,40,40,40,40,40,40,643dff300ec9b3e0f6f8c91d65139439465b1748
2010,157,157,157,157,157,157,157,157,178,643dff300ec9b3e0f6f8c91d65139439465b1748
2011,42,42,42,42,42,42,42,53.3,163,643dff300ec9b3e0f6f8c91d65139439465b1748
2012,35,35,35,35,35,35,35,35,35,643dff300ec9b3e0f6f8c91d65139439465b1748
2013,25,25,25,25,25,25,25,25,25,643dff300ec9b3e0f6f8c91d65139439465b1748
2014,2,2,2,2,2,2,2.2,14.1,123,643dff300ec9b3e0f6f8c91d65139439465b1748
2015,14,14,14,14,14,14,14,14,14,643dff300ec9b3e0f6f8c91d65139439465b1748
2016,24,24,24,24,24,24,24,24,37,643dff300ec9b3e0f6f8c91d65139439465b1748
2017,7,7,7,7,7,7,7,15.15,70,643dff300ec9b3e0f6f8c91d65139439465b1748
2018,40,40,40,40,40,40,40,40,111,643dff300ec9b3e0f6f8c91d65139439465b1748
2019,10,10,10,10,10,13.35,23.2,49.05,97,643dff300ec9b3e0f6f8c91d65139439465b1748
2020,19,19,19,19,19,19,19,24,48,643dff300ec9b3e0f6f8c91d65139439465b1748
2021,17,17,17,17,17,17,17,21.15,34,643dff300ec9b3e0f6f8c91d65139439465b1748
2022,9,9,9,9,9,9,9.4,37.05,79,643dff300ec9b3e0f6f8c91d65139439465b1748
2023,24,24,24,24,24,24,24,24.15,40,643dff300ec9b3e0f6f8c91d65139439465b1748
2024,54.5,53,53,53,53,65.7,100.2,185,447,643dff300ec9b3e0f6f8c91d65139439465b1748
