winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,84,79,79,80,81,85.35,89,93.25,106,aa572733d122689561b9934612142f091f78c660
1993,70.5,57,60,63,66,77,84.2,111.2,148,aa572733d122689561b9934612142f091f78c660
1994,77,63,64.95,69,73,80.35,89,102.2,124,aa572733d122689561b9934612142f091f78c660
1995,85,69,73.95,78,82.65,90.05,98.4,116,132,aa572733d122689561b9934612142f091f78c660
1996,104,85,90,96.8,100.6,108,113.2,128,165,aa572733d122689561b9934612142f091f78c660
1997,84.5,70,73.95,76,81,88.35,93,113.1,130,aa572733d122689561b9934612142f091f78c660
1998,111,98,102,105.8,109,113,115,122,126,aa572733d122689561b9934612142f091f78c660
1999,174,163,164,168,171,178,182.2,198,211,aa572733d122689561b9934612142f091f78c660
2000,333,322,322,327,331.6,338,343.2,352,364,aa572733d122689561b9934612142f091f78c660
2001,294,288,288,290,292,296.4,302,309,327,aa572733d122689561b9934612142f091f78c660
2002,143,141,141,141,141,145,148,154,159,aa572733d122689561b9934612142f091f78c660
2003,270,269,269,269,269,271.4,276.2,285,290,aa572733d122689561b9934612142f091f78c660
2004,170,166,166,168,169,171,174,178,180,aa572733d122689561b9934612142f091f78c660
2005,88,86,86,86,87,88,89.2,91.05,98,aa572733d122689561b9934612142f091f78c660
2006,87,84,84,84,86,89,91,97.05,110,aa572733d122689561b9934612142f091f78c660
2007,81,78,78,79,80,82.35,84,89.1,108,aa572733d122689561b9934612142f091f78c660
2008,110,108,108,108,109,111,113,117,129,aa572733d122689561b9934612142f091f78c660
2009,171,168,168,169,170,172,174,178,190,aa572733d122689561b9934612142f091f78c660
2010,228,227,227,227,227,230,232,238,246,aa572733d122689561b9934612142f091f78c660
2011,62,62,62,62,62,63,64,67.05,73,aa572733d122689561b9934612142f091f78c660
2012,75,60,63,68,71,80,83,91,102,aa572733d122689561b9934612142f091f78c660
2013,92,80,81,83.8,88,96,104.2,116.1,126,aa572733d122689561b9934612142f091f78c660
2014,53,39,40.95,46.8,50,56,65,74.1,101,aa572733d122689561b9934612142f091f78c660
2015,107,86,92.95,99,101,115,121,138,160,aa572733d122689561b9934612142f091f78c660
2016,68,60,62,64.8,67,72,76.2,85.05,96,aa572733d122689561b9934612142f091f78c660
2017,66.5,57,60,62,64,70,73.2,84.05,89,aa572733d122689561b9934612142f091f78c660
2018,51,46,46,48,49,54,57,62,68,aa572733d122689561b9934612142f091f78c660
2019,67,64,64,65,66,69,71.2,77.05,87,aa572733d122689561b9934612142f091f78c660
2020,69,54,57,62,65,72,76,85.25,109,aa572733d122689561b9934612142f091f78c660
2021,93.5,84,85,88,90,96.35,100,111,119,aa572733d122689561b9934612142f091f78c660
2022,78,76,76,76,77,80,84,91,101,aa572733d122689561b9934612142f091f78c660
2023,82,66,70,74,79,86,93,106,129,aa572733d122689561b9934612142f091f78c660
2024,96.5,94,94,95,95,100,103,113.1,134,aa572733d122689561b9934612142f091f78c660
