winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,66,66,66,66,66,66,66,66,66,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1992,March,77,77,77,77,77,77,77,77,77,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1992,November,24,24,24,24,24,24,24,24,24,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1992,December,46,46,46,46,46,46,46,46,46,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1992,NA,86,86,86,86,86,86,86,86,86,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1993,January,194,194,194,194,194,194,194,194,194,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1993,March,118,118,118,118,118,118,118,118,118,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1993,October,72,72,72,72,72,72,72,72,72,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1993,November,46,46,46,46,46,46,46,46,46,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1993,December,176,176,176,176,176,176,176,176,176,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1993,NA,103,103,103,103,103,103,103,103,103,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1994,January,279,279,279,279,279,279,279,279,279,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1994,March,41,41,41,41,41,41,41,41,41,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1994,October,127,127,127,127,127,127,127,127,127,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1994,November,43,43,43,43,43,43,43,43,43,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1994,December,120,120,120,120,120,120,120,120,120,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1994,NA,175,175,175,175,175,175,175,175,175,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1995,January,103,103,103,103,103,103,103,103,103,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1995,March,127,127,127,127,127,127,127,127,127,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1995,October,20,20,20,20,20,20,20,20,20,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1995,November,122,122,122,122,122,122,122,122,122,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1995,December,147,147,147,147,147,147,147,147,147,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1995,NA,134,134,134,134,134,134,134,134,134,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1996,January,59,59,59,59,59,59,59,59,59,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1996,March,66,66,66,66,66,66,66,66,66,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1996,October,15,15,15,15,15,15,15,15,15,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1996,November,65,65,65,65,65,65,65,65,65,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1996,December,535,535,535,535,535,535,535,535,535,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1996,NA,89,89,89,89,89,89,89,89,89,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1997,March,56,56,56,56,56,56,56,56,56,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1997,October,60,60,60,60,60,60,60,60,60,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1997,November,37,37,37,37,37,37,37,37,37,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1997,December,596,596,596,596,596,596,596,596,596,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1997,NA,85,85,85,85,85,85,85,85,85,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1998,January,397,397,397,397,397,397,397,397,397,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1998,March,83,83,83,83,83,83,83,83,83,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1998,October,52,52,52,52,52,52,52,52,52,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1998,November,132,132,132,132,132,132,132,132,132,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1998,December,134,134,134,134,134,134,134,134,134,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1998,NA,157,157,157,157,157,157,157,157,157,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1999,January,264,264,264,264,264,264,264,264,264,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1999,March,67,67,67,67,67,67,67,67,67,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1999,October,26,26,26,26,26,26,26,26,26,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1999,November,124,124,124,124,124,124,124,124,124,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1999,December,150,150,150,150,150,150,150,150,150,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
1999,NA,560,560,560,560,560,560,560,560,560,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
2000,January,46,46,46,46,46,46,46,46,46,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
2000,March,67,67,67,67,67,67,67,67,67,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
2000,November,23,23,23,23,23,23,23,23,23,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
2000,December,3,3,3,3,3,3,3,3,3,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
2000,NA,56,56,56,56,56,56,56,56,56,3ff2d47910eb79ba2a31488d767fbd0eed48bc31
