winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,January,153,153,153,153,153,153,153,153,153,4907f42d3dd851770df78c936033161b482b4470
2000,March,590,590,590,590,590,590,590,590,590,4907f42d3dd851770df78c936033161b482b4470
2000,October,476,476,476,476,476,476,476,476,476,4907f42d3dd851770df78c936033161b482b4470
2000,November,345,345,345,345,345,345,345,345,345,4907f42d3dd851770df78c936033161b482b4470
2000,December,189,189,189,189,189,189,189,189,189,4907f42d3dd851770df78c936033161b482b4470
2000,NA,289,289,289,289,289,289,289,289,289,4907f42d3dd851770df78c936033161b482b4470
2001,January,334,334,334,334,334,334,334,334,334,4907f42d3dd851770df78c936033161b482b4470
2001,March,797,797,797,797,797,797,797,797,797,4907f42d3dd851770df78c936033161b482b4470
2001,October,595,595,595,595,595,595,595,595,595,4907f42d3dd851770df78c936033161b482b4470
2001,November,405,405,405,405,405,405,405,405,405,4907f42d3dd851770df78c936033161b482b4470
2001,December,575,575,575,575,575,575,575,575,575,4907f42d3dd851770df78c936033161b482b4470
2001,NA,345,345,345,345,345,345,345,345,345,4907f42d3dd851770df78c936033161b482b4470
2002,January,247,247,247,247,247,247,247,247,247,4907f42d3dd851770df78c936033161b482b4470
2002,March,418,418,418,418,418,418,418,418,418,4907f42d3dd851770df78c936033161b482b4470
2002,October,1561,1561,1561,1561,1561,1561,1561,1561,1561,4907f42d3dd851770df78c936033161b482b4470
2002,November,728,728,728,728,728,728,728,728,728,4907f42d3dd851770df78c936033161b482b4470
2002,December,538,538,538,538,538,538,538,538,538,4907f42d3dd851770df78c936033161b482b4470
2002,NA,353,353,353,353,353,353,353,353,353,4907f42d3dd851770df78c936033161b482b4470
2003,January,98,98,98,98,98,98,98,98,98,4907f42d3dd851770df78c936033161b482b4470
2003,March,465,465,465,465,465,465,465,465,465,4907f42d3dd851770df78c936033161b482b4470
2003,October,598,598,598,598,598,598,598,598,598,4907f42d3dd851770df78c936033161b482b4470
2003,November,739,739,739,739,739,739,739,739,739,4907f42d3dd851770df78c936033161b482b4470
2003,December,173,173,173,173,173,173,173,173,173,4907f42d3dd851770df78c936033161b482b4470
2003,NA,60,60,60,60,60,60,60,60,60,4907f42d3dd851770df78c936033161b482b4470
2004,January,188,188,188,188,188,188,188,188,188,4907f42d3dd851770df78c936033161b482b4470
2004,March,407,407,407,407,407,407,407,407,407,4907f42d3dd851770df78c936033161b482b4470
2004,October,604,604,604,604,604,604,604,604,604,4907f42d3dd851770df78c936033161b482b4470
2004,November,269,269,269,269,269,269,269,269,269,4907f42d3dd851770df78c936033161b482b4470
2004,December,130,130,130,130,130,130,130,130,130,4907f42d3dd851770df78c936033161b482b4470
2004,NA,416,416,416,416,416,416,416,416,416,4907f42d3dd851770df78c936033161b482b4470
2005,January,510,510,510,510,510,510,510,510,510,4907f42d3dd851770df78c936033161b482b4470
2005,March,251,251,251,251,251,251,251,251,251,4907f42d3dd851770df78c936033161b482b4470
2005,October,507,507,507,507,507,507,507,507,507,4907f42d3dd851770df78c936033161b482b4470
2005,November,358,358,358,358,358,358,358,358,358,4907f42d3dd851770df78c936033161b482b4470
2005,December,163,163,163,163,163,163,163,163,163,4907f42d3dd851770df78c936033161b482b4470
2005,NA,178,178,178,178,178,178,178,178,178,4907f42d3dd851770df78c936033161b482b4470
2006,January,118,118,118,118,118,118,118,118,118,4907f42d3dd851770df78c936033161b482b4470
2006,March,653,653,653,653,653,653,653,653,653,4907f42d3dd851770df78c936033161b482b4470
2006,October,974,974,974,974,974,974,974,974,974,4907f42d3dd851770df78c936033161b482b4470
2006,November,800,800,800,800,800,800,800,800,800,4907f42d3dd851770df78c936033161b482b4470
2006,December,325,325,325,325,325,325,325,325,325,4907f42d3dd851770df78c936033161b482b4470
2006,NA,155,155,155,155,155,155,155,155,155,4907f42d3dd851770df78c936033161b482b4470
2007,January,392,392,392,392,392,392,392,392,392,4907f42d3dd851770df78c936033161b482b4470
2007,March,386,386,386,386,386,386,386,386,386,4907f42d3dd851770df78c936033161b482b4470
2007,October,599,599,599,599,599,599,599,599,599,4907f42d3dd851770df78c936033161b482b4470
2007,November,539,539,539,539,539,539,539,539,539,4907f42d3dd851770df78c936033161b482b4470
2007,December,327,327,327,327,327,327,327,327,327,4907f42d3dd851770df78c936033161b482b4470
2007,NA,356,356,356,356,356,356,356,356,356,4907f42d3dd851770df78c936033161b482b4470
2008,January,277,277,277,277,277,277,277,277,277,4907f42d3dd851770df78c936033161b482b4470
2008,March,565,565,565,565,565,565,565,565,565,4907f42d3dd851770df78c936033161b482b4470
2008,October,724,724,724,724,724,724,724,724,724,4907f42d3dd851770df78c936033161b482b4470
2008,November,718,718,718,718,718,718,718,718,718,4907f42d3dd851770df78c936033161b482b4470
2008,December,686,686,686,686,686,686,686,686,686,4907f42d3dd851770df78c936033161b482b4470
2008,NA,279,279,279,279,279,279,279,279,279,4907f42d3dd851770df78c936033161b482b4470
2009,January,60,60,60,60,60,60,60,60,60,4907f42d3dd851770df78c936033161b482b4470
2009,March,220,220,220,220,220,220,220,220,220,4907f42d3dd851770df78c936033161b482b4470
2009,October,665,665,665,665,665,665,665,665,665,4907f42d3dd851770df78c936033161b482b4470
2009,November,813,813,813,813,813,813,813,813,813,4907f42d3dd851770df78c936033161b482b4470
2009,December,401,401,401,401,401,401,401,401,401,4907f42d3dd851770df78c936033161b482b4470
2009,NA,104,104,104,104,104,104,104,104,104,4907f42d3dd851770df78c936033161b482b4470
2010,January,39,39,39,39,39,39,39,39,39,4907f42d3dd851770df78c936033161b482b4470
2010,March,159,159,159,159,159,159,159,159,159,4907f42d3dd851770df78c936033161b482b4470
2010,October,243,243,243,243,243,243,243,243,243,4907f42d3dd851770df78c936033161b482b4470
2010,November,257,257,257,257,257,257,257,257,257,4907f42d3dd851770df78c936033161b482b4470
2010,December,134,134,134,134,134,134,134,134,134,4907f42d3dd851770df78c936033161b482b4470
2010,NA,82,82,82,82,82,82,82,82,82,4907f42d3dd851770df78c936033161b482b4470
2011,January,48,48,48,48,48,48,48,48,48,4907f42d3dd851770df78c936033161b482b4470
2011,March,239,239,239,239,239,239,239,239,239,4907f42d3dd851770df78c936033161b482b4470
2011,October,451,451,451,451,451,451,451,451,451,4907f42d3dd851770df78c936033161b482b4470
2011,November,433,433,433,433,433,433,433,433,433,4907f42d3dd851770df78c936033161b482b4470
2011,December,61,61,61,61,61,61,61,61,61,4907f42d3dd851770df78c936033161b482b4470
2011,NA,46,46,46,46,46,46,46,46,46,4907f42d3dd851770df78c936033161b482b4470
2012,January,253,253,253,253,253,253,253,253,253,4907f42d3dd851770df78c936033161b482b4470
2012,March,200,200,200,200,200,200,200,200,200,4907f42d3dd851770df78c936033161b482b4470
2012,October,379,379,379,379,379,379,379,379,379,4907f42d3dd851770df78c936033161b482b4470
2012,November,306,306,306,306,306,306,306,306,306,4907f42d3dd851770df78c936033161b482b4470
2012,December,124,124,124,124,124,124,124,124,124,4907f42d3dd851770df78c936033161b482b4470
2012,NA,40,40,40,40,40,40,40,40,40,4907f42d3dd851770df78c936033161b482b4470
2013,January,220,220,220,220,220,220,220,220,220,4907f42d3dd851770df78c936033161b482b4470
2013,March,188,188,188,188,188,188,188,188,188,4907f42d3dd851770df78c936033161b482b4470
2013,October,290,290,290,290,290,290,290,290,290,4907f42d3dd851770df78c936033161b482b4470
2013,November,385,385,385,385,385,385,385,385,385,4907f42d3dd851770df78c936033161b482b4470
2013,December,196,196,196,196,196,196,196,196,196,4907f42d3dd851770df78c936033161b482b4470
2013,NA,50,50,50,50,50,50,50,50,50,4907f42d3dd851770df78c936033161b482b4470
2014,January,680,680,680,680,680,680,680,680,680,4907f42d3dd851770df78c936033161b482b4470
2014,March,396,396,396,396,396,396,396,396,396,4907f42d3dd851770df78c936033161b482b4470
2014,October,375,375,375,375,375,375,375,375,375,4907f42d3dd851770df78c936033161b482b4470
2014,November,393,393,393,393,393,393,393,393,393,4907f42d3dd851770df78c936033161b482b4470
2014,December,152,152,152,152,152,152,152,152,152,4907f42d3dd851770df78c936033161b482b4470
2014,NA,257,257,257,257,257,257,257,257,257,4907f42d3dd851770df78c936033161b482b4470
2015,January,394,394,394,394,394,394,394,394,394,4907f42d3dd851770df78c936033161b482b4470
2015,March,529,529,529,529,529,529,529,529,529,4907f42d3dd851770df78c936033161b482b4470
2015,October,839,839,839,839,839,839,839,839,839,4907f42d3dd851770df78c936033161b482b4470
2015,November,1347,1347,1347,1347,1347,1347,1347,1347,1347,4907f42d3dd851770df78c936033161b482b4470
2015,December,458,458,458,458,458,458,458,458,458,4907f42d3dd851770df78c936033161b482b4470
2015,NA,592,592,592,592,592,592,592,592,592,4907f42d3dd851770df78c936033161b482b4470
2016,January,363,363,363,363,363,363,363,363,363,4907f42d3dd851770df78c936033161b482b4470
2016,March,295,295,295,295,295,295,295,295,295,4907f42d3dd851770df78c936033161b482b4470
2016,October,558,558,558,558,558,558,558,558,558,4907f42d3dd851770df78c936033161b482b4470
2016,November,468,468,468,468,468,468,468,468,468,4907f42d3dd851770df78c936033161b482b4470
2016,December,459,459,459,459,459,459,459,459,459,4907f42d3dd851770df78c936033161b482b4470
2016,NA,295,295,295,295,295,295,295,295,295,4907f42d3dd851770df78c936033161b482b4470
2017,January,228,228,228,228,228,228,228,228,228,4907f42d3dd851770df78c936033161b482b4470
2017,March,303,303,303,303,303,303,303,303,303,4907f42d3dd851770df78c936033161b482b4470
2017,October,480,480,480,480,480,480,480,480,480,4907f42d3dd851770df78c936033161b482b4470
2017,November,490,490,490,490,490,490,490,490,490,4907f42d3dd851770df78c936033161b482b4470
2017,December,307,307,307,307,307,307,307,307,307,4907f42d3dd851770df78c936033161b482b4470
2017,NA,134,134,134,134,134,134,134,134,134,4907f42d3dd851770df78c936033161b482b4470
2018,January,437,437,437,437,437,437,437,437,437,4907f42d3dd851770df78c936033161b482b4470
2018,March,319,319,319,319,319,319,319,319,319,4907f42d3dd851770df78c936033161b482b4470
2018,October,334,334,334,334,334,334,334,334,334,4907f42d3dd851770df78c936033161b482b4470
2018,November,431,431,431,431,431,431,431,431,431,4907f42d3dd851770df78c936033161b482b4470
2018,December,332,332,332,332,332,332,332,332,332,4907f42d3dd851770df78c936033161b482b4470
2018,NA,337,337,337,337,337,337,337,337,337,4907f42d3dd851770df78c936033161b482b4470
2019,January,113,113,113,113,113,113,113,113,113,4907f42d3dd851770df78c936033161b482b4470
2019,March,154,154,154,154,154,154,154,154,154,4907f42d3dd851770df78c936033161b482b4470
2019,October,354,354,354,354,354,354,354,354,354,4907f42d3dd851770df78c936033161b482b4470
2019,November,320,320,320,320,320,320,320,320,320,4907f42d3dd851770df78c936033161b482b4470
2019,December,151,151,151,151,151,151,151,151,151,4907f42d3dd851770df78c936033161b482b4470
2019,NA,289,289,289,289,289,289,289,289,289,4907f42d3dd851770df78c936033161b482b4470
2020,January,357,357,357,357,357,357,357,357,357,4907f42d3dd851770df78c936033161b482b4470
2020,March,86,86,86,86,86,86,86,86,86,4907f42d3dd851770df78c936033161b482b4470
2020,October,207,207,207,207,207,207,207,207,207,4907f42d3dd851770df78c936033161b482b4470
2020,November,477,477,477,477,477,477,477,477,477,4907f42d3dd851770df78c936033161b482b4470
2020,December,240,240,240,240,240,240,240,240,240,4907f42d3dd851770df78c936033161b482b4470
2020,NA,203,203,203,203,203,203,203,203,203,4907f42d3dd851770df78c936033161b482b4470
2021,January,412,412,412,412,412,412,412,412,412,4907f42d3dd851770df78c936033161b482b4470
2021,March,476,476,476,476,476,476,476,476,476,4907f42d3dd851770df78c936033161b482b4470
2021,October,416,416,416,416,416,416,416,416,416,4907f42d3dd851770df78c936033161b482b4470
2021,November,431,431,431,431,431,431,431,431,431,4907f42d3dd851770df78c936033161b482b4470
2021,December,564,564,564,564,564,564,564,564,564,4907f42d3dd851770df78c936033161b482b4470
2021,NA,1670,1670,1670,1670,1670,1670,1670,1670,1670,4907f42d3dd851770df78c936033161b482b4470
2022,January,386,386,386,386,386,386,386,386,386,4907f42d3dd851770df78c936033161b482b4470
2022,March,593,593,593,593,593,593,593,593,593,4907f42d3dd851770df78c936033161b482b4470
2022,October,284,284,284,284,284,284,284,284,284,4907f42d3dd851770df78c936033161b482b4470
2022,November,518,518,518,518,518,518,518,518,518,4907f42d3dd851770df78c936033161b482b4470
2022,December,559,559,559,559,559,559,559,559,559,4907f42d3dd851770df78c936033161b482b4470
2022,NA,318,318,318,318,318,318,318,318,318,4907f42d3dd851770df78c936033161b482b4470
2023,January,362,362,362,362,362,362,362,362,362,4907f42d3dd851770df78c936033161b482b4470
2023,March,576,576,576,576,576,576,576,576,576,4907f42d3dd851770df78c936033161b482b4470
2023,October,381,381,381,381,381,381,381,381,381,4907f42d3dd851770df78c936033161b482b4470
2023,November,661,661,661,661,661,661,661,661,661,4907f42d3dd851770df78c936033161b482b4470
2023,December,664,664,664,664,664,664,664,664,664,4907f42d3dd851770df78c936033161b482b4470
2023,NA,403,403,403,403,403,403,403,403,403,4907f42d3dd851770df78c936033161b482b4470
2024,January,272,272,272,272,272,272,272,272,272,4907f42d3dd851770df78c936033161b482b4470
2024,March,366,366,366,366,366,366,366,366,366,4907f42d3dd851770df78c936033161b482b4470
2024,October,551,551,551,551,551,551,551,551,551,4907f42d3dd851770df78c936033161b482b4470
2024,November,579,579,579,579,579,579,579,579,579,4907f42d3dd851770df78c936033161b482b4470
2024,December,484,484,484,484,484,484,484,484,484,4907f42d3dd851770df78c936033161b482b4470
2024,NA,345,345,345,345,345,345,345,345,345,4907f42d3dd851770df78c936033161b482b4470
2000,January,195,157,167,177,186,206,235.2,280.2,382,538451c11a1ce82073e9183623969a75410daa98
2000,March,714.5,618,636.8,671.6,689.3,740.4,782.2,902.3,1065,538451c11a1ce82073e9183623969a75410daa98
2000,October,664.5,509,559.6,603.2,634.6,697.1,771.4,919,1082,538451c11a1ce82073e9183623969a75410daa98
2000,November,459,382,396.7,417,436.6,490.4,526.2,612.2,719,538451c11a1ce82073e9183623969a75410daa98
2000,December,259,200,208.8,227.8,245,279.7,306.2,349.3,433,538451c11a1ce82073e9183623969a75410daa98
2000,NA,343,290,309,323.8,331.6,353,378.4,441.2,602,538451c11a1ce82073e9183623969a75410daa98
2001,January,430.5,359,368,399.4,412,452.4,478.4,530.2,601,538451c11a1ce82073e9183623969a75410daa98
2001,March,1034,885,924.8,962,996.5,1063,1143,1291,1737,538451c11a1ce82073e9183623969a75410daa98
2001,October,882.5,669,757.2,805.6,850.6,955.8,1018,1126,1805,538451c11a1ce82073e9183623969a75410daa98
2001,November,681.5,519,576.5,618,659.7,727.4,805,925.9,1103,538451c11a1ce82073e9183623969a75410daa98
2001,December,715,620,648.6,674,686.7,749,779,838.7,941,538451c11a1ce82073e9183623969a75410daa98
2001,NA,419,355,373,390,410.6,451,472.4,534.4,799,538451c11a1ce82073e9183623969a75410daa98
2002,January,354,274,283,308.8,331.2,373.7,396.2,469.3,560,538451c11a1ce82073e9183623969a75410daa98
2002,March,576,469,504.8,534,552,610.3,655.4,740.6,832,538451c11a1ce82073e9183623969a75410daa98
2002,October,1854,1624,1692,1761,1802,1910,1981,2129,2222,538451c11a1ce82073e9183623969a75410daa98
2002,November,900.5,790,815.9,853,873.3,933.7,995.4,1143,1355,538451c11a1ce82073e9183623969a75410daa98
2002,December,679,584,605.9,637.6,659.7,705.4,741.2,793.2,999,538451c11a1ce82073e9183623969a75410daa98
2002,NA,450,368,395.8,419.4,433.6,472.7,518.4,586.6,766,538451c11a1ce82073e9183623969a75410daa98
2003,January,150.5,109,122,133.8,144,160.7,177.2,214.4,273,538451c11a1ce82073e9183623969a75410daa98
2003,March,563.5,488,497,523.8,537.6,584.1,614.2,676.3,809,538451c11a1ce82073e9183623969a75410daa98
2003,October,813,675,718.4,749.8,785.2,842.4,906.2,981.6,1049,538451c11a1ce82073e9183623969a75410daa98
2003,November,919.5,817,837,870.2,895,952.4,976.2,1061,1161,538451c11a1ce82073e9183623969a75410daa98
2003,December,248,203,217.8,225,235,257.7,282.2,345.1,556,538451c11a1ce82073e9183623969a75410daa98
2003,NA,107,70,75,87,96,124.1,143.2,182.1,221,538451c11a1ce82073e9183623969a75410daa98
2004,January,207,190,192,197,202.6,215.4,222.8,253,277,538451c11a1ce82073e9183623969a75410daa98
2004,March,478.5,426,433.9,448,460.3,495,513.6,553.5,609,538451c11a1ce82073e9183623969a75410daa98
2004,October,690.5,617,637,653.8,673.6,727.4,756.2,871.2,1024,538451c11a1ce82073e9183623969a75410daa98
2004,November,332.5,282,293.8,306,316.6,344.4,375,441.7,508,538451c11a1ce82073e9183623969a75410daa98
2004,December,186,146,153,163,175.6,200.4,213.8,263,287,538451c11a1ce82073e9183623969a75410daa98
2004,NA,450.5,421,426.9,434,442,463,472.6,508.2,767,538451c11a1ce82073e9183623969a75410daa98
2005,January,546.5,515,523,537,541,555,568.6,610.2,627,538451c11a1ce82073e9183623969a75410daa98
2005,March,309.5,255,268,283,294,319,338.2,374,405,538451c11a1ce82073e9183623969a75410daa98
2005,October,588,529,537.9,556,571,615.4,642,723.7,788,538451c11a1ce82073e9183623969a75410daa98
2005,November,439,386,399.9,418,428.6,451.4,476.4,573.1,712,538451c11a1ce82073e9183623969a75410daa98
2005,December,207,170,182,191.8,199,214.4,227.6,264.2,304,538451c11a1ce82073e9183623969a75410daa98
2005,NA,227.5,189,201,209.8,219,236.4,255.2,275.8,340,538451c11a1ce82073e9183623969a75410daa98
2006,January,162.5,124,130,141,152,175.7,191.2,273.7,648,538451c11a1ce82073e9183623969a75410daa98
2006,March,759,670,683,699,728,787.4,840.6,992.4,1318,538451c11a1ce82073e9183623969a75410daa98
2006,October,1139,1005,1014,1055,1099,1188,1257,1438,1703,538451c11a1ce82073e9183623969a75410daa98
2006,November,935,829,847.8,884.6,905.3,963.4,1017,1180,1521,538451c11a1ce82073e9183623969a75410daa98
2006,December,389.5,337,344,363.8,371.6,403,429.2,518.6,855,538451c11a1ce82073e9183623969a75410daa98
2006,NA,201.5,162,172,181,192,225.4,252.2,337.1,743,538451c11a1ce82073e9183623969a75410daa98
2007,January,437.5,401,408,416.8,428.6,460.7,482.2,544.5,751,538451c11a1ce82073e9183623969a75410daa98
2007,March,457,397,403.8,420.8,439.3,482.4,509.4,645,1250,538451c11a1ce82073e9183623969a75410daa98
2007,October,705.5,615,636.9,658.6,684,730.7,776.8,972.9,1098,538451c11a1ce82073e9183623969a75410daa98
2007,November,615,551,557,571.6,587,638.7,683.6,834.6,940,538451c11a1ce82073e9183623969a75410daa98
2007,December,373.5,330,338.9,351.8,364,384.1,413.2,499.9,781,538451c11a1ce82073e9183623969a75410daa98
2007,NA,386.5,359,363,368,375,399,412.2,555.3,781,538451c11a1ce82073e9183623969a75410daa98
2008,January,344.5,301,308.8,319.6,329,369,401.4,479.9,588,538451c11a1ce82073e9183623969a75410daa98
2008,March,663,578,591,615.8,641.6,709.7,773.2,940.1,1224,538451c11a1ce82073e9183623969a75410daa98
2008,October,877,758,777.9,807,831.2,922.4,1000,1271,1816,538451c11a1ce82073e9183623969a75410daa98
2008,November,819.5,743,750,775.8,785,855.4,901.4,1096,1269,538451c11a1ce82073e9183623969a75410daa98
2008,December,727,690,695,706.8,714,755.1,785.6,885.2,1011,538451c11a1ce82073e9183623969a75410daa98
2008,NA,310,282,287,291.8,298,322.4,349.2,400.2,480,538451c11a1ce82073e9183623969a75410daa98
2009,January,103,67,70.95,80.8,90.65,119.7,151.4,231,365,538451c11a1ce82073e9183623969a75410daa98
2009,March,285,226,240.9,259,275.6,310.7,352.2,450.8,742,538451c11a1ce82073e9183623969a75410daa98
2009,October,774,690,706.9,728.8,753.7,804,846,960.2,1339,538451c11a1ce82073e9183623969a75410daa98
2009,November,885,820,828,849,861.3,900,953.2,1139,1463,538451c11a1ce82073e9183623969a75410daa98
2009,December,427,403,407,413.8,417,436.4,448.4,484.6,519,538451c11a1ce82073e9183623969a75410daa98
2009,NA,139,107,111,120.8,131.6,152,169,234.5,362,538451c11a1ce82073e9183623969a75410daa98
2010,January,58.5,41,43,48.6,53.65,68.35,77,98.3,181,538451c11a1ce82073e9183623969a75410daa98
2010,March,197,164,170,181,188,211.7,228.2,296.3,613,538451c11a1ce82073e9183623969a75410daa98
