analysis,parent
0012990ec7038a38182edea8cb61ff9ee142791d,53bf07a7a8dbed91bdd3f7b1a587a0d55c2fa9be
0014679bf21746ef59f8c351238bf14f0d16185f,9a53929312429cfa3a76f375161ec89a257e87b7
0016cd06f8e982eb34bafa1be2916fa273010116,1104c7f6505451aab4d9916ed3c6934af0433356
00180809d3c065240d4846ce08c3445c6bdf650c,e6b07b0187cff57af8bb54a95454fe0e5eacef2c
002b8496e9fbfefb4835576a956bcc0e4c8c3dc5,c688a81fd07f968682ed67cb1ec8980f7a53bfef
00597f9bad3fcfdb175a9fc9b9c3ef0321d51cd2,8d107e952fe6db963d14be512ae60bd9939cc828
00649c0a9a98a55855aed53c647d7840c45a4a7e,194324011a3e0e4e6e3449878e543982d29ca1e4
00811acfcd3a93b9b94a6d00882746eb68f14238,8844cbc07342bba9a56a8df98ac655331553a680
008608ec62425c665da0a54e19088e519da978b9,39ee073155bebf9889805a2868e46fd327a5122d
00925d98c4925e35e593a9f3a537de6e26246ca9,9df3ef8a7d19027b935a1b153c437cb2922dde62
00a64878284719a05f0e26c6b68433fb23bf9584,98532e96f14935726e82dc700c8b6bc2de2c9759
00ce076a906b4ee4972bb35992bac676fd6f63dd,461fabe01ff6c5484641b99fd138ce1e6437b6b2
00e130a6f460899c04dd1518808a01abd13596ce,75bd97a0c19c38dc330187438275f8a97d8a0f59
00e36a35ef14ec4d0828dc9f886e60e077421d76,1d3dc8fc0bb4f5b798fd227b92e8080ab38bc181
00e91bb239100756fd0e8c9f4336372fd2875c48,46280b15bfe7b5b9e6eebcd778db6742a40bf2b4
00ff391a1b42657d38efe31be897e5c7d8fae3a6,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
00ff92784d76ab251ffc0bbf78196f4764549e12,495c8765f4291b5f2a12270c54a0aed076198942
01013cc5a9ba2d882ea488376fd272cfb09a6e44,911510a167b1f1f184cb9e82c4e185b7cdd8efee
010bc030243f6827b18d733dbbbfd5085dd22ca3,a186d42e2dfe414403de409d07fffc0c8e2fa1d2
010e10c0785b37e5a300a92354de46bd36b8f667,73357af2363056c18331e392d64cb2848d552751
01116fb4975e484fc425f7c058625927e3eca96f,07e1bb71c1483485e3bf80c4323ccc2a3b8a6700
01116fb4975e484fc425f7c058625927e3eca96f,09ff510971d025bf31bd13909c3ae0993edd490e
01116fb4975e484fc425f7c058625927e3eca96f,19b39ddd0c291d93279265e3c3a8772066d930df
01116fb4975e484fc425f7c058625927e3eca96f,226f4dd463e69d83996e42bb07e4d42028f00d6a
01116fb4975e484fc425f7c058625927e3eca96f,2b2720adc274afa07370ed2676042b4a079e8130
01116fb4975e484fc425f7c058625927e3eca96f,30778cacf86aedce95891db8bfc12d618118caf0
01116fb4975e484fc425f7c058625927e3eca96f,3710f0515557eb3f88f90a9c5246f1634ed38961
01116fb4975e484fc425f7c058625927e3eca96f,3b77e109d7f8bd24de452294e17826313f082660
01116fb4975e484fc425f7c058625927e3eca96f,3d6da37f7b6cc4c3ec2c87c67a12dfde93a22867
01116fb4975e484fc425f7c058625927e3eca96f,43f60f73a50f59a38823e46c9bdc0e49fa69dc5a
01116fb4975e484fc425f7c058625927e3eca96f,798be0b68644973800b76357ae79d9bf4bcddce8
01116fb4975e484fc425f7c058625927e3eca96f,7ced3dd29a842bde8a67d54a444c684c37176ddf
01116fb4975e484fc425f7c058625927e3eca96f,c681a9c8ffedb9798f3a3e8b58a76b04dcb36211
01116fb4975e484fc425f7c058625927e3eca96f,cc46e49200132e1056c98b47de3684bf1e1ad66e
01116fb4975e484fc425f7c058625927e3eca96f,ccd9fbceda45ab4135de1164f6385d34c6993409
01116fb4975e484fc425f7c058625927e3eca96f,e4f4b07c0bb5663e767dee4b8f0588a719a1bede
01116fb4975e484fc425f7c058625927e3eca96f,e7eb8bf263c568628b0576c588f5deb0ef1f2e6d
01116fb4975e484fc425f7c058625927e3eca96f,ecbd79f6f0bf13608d6721bf0f6ed7170ce9e20d
01116fb4975e484fc425f7c058625927e3eca96f,f3dce31ba376fbd41606e6c8264f12d29b217908
0111fe65dd4b9c2b526fa57d7b096894d5342787,698275d7fa714d135c6b36b7b1ba28da3f6257d5
012595f5418cf069e456f9aeaddd8222dc5e310b,c04536dabecb646a95f4e17be679728b05236f22
012e0e3171a5b03f8b14e0fcbe830aba4dc9249e,6811f1796da5591c814495714a6b73b9170fc151
01426fa1d1e918b6aa46bd80ecd87900fbfe58f1,86e0382209c0fee6b5f0d51b8afcf0c3a3588851
01687d3e7a1f2c34b502bddcc969a214906908a6,70e7e51c4df3be427cfa9c5ee30d155c54fb9c29
016e5c22410e67974dd99910aada329b5966fa8b,9c25d790bb9dd8ee1ac92745ca94e3ecd8077bce
016f443179ba4382d04bf82d1164d6815f42cfbb,8db64bf968bbbaaf50338d59ec8b68e1b6cb6509
017f4c7234ec010e63b6f16408715b15ffc7eed0,1072bbf2446f5bb691da5e48e35ba22c4f3f2d02
018713b5fb7193ee38aae5dca22e74df11a8d1de,c78208b5c9477234e33e4d5a2d62b89080196881
018a0421a3460bfe088428eb2cbeb72efb114154,28c34cb220a282e1ad8aa120fbed76f937c515e0
01afa16569781cc87347acd05136f828f84f6715,e6b3fbd64919701f80d0becee239cf4eb6e5c605
01ba523c3a821eacc5dfef9a321ee2534b6b97a1,6e8b3a7e9bd15179ad6e738aa3abf91a4aae93e0
01bf4930ca9b174a9768ef7d86e452227af358ad,ffb0b27d633302a43193f9b83c09b226fe5b6f57
01c17c35b450345c948722a23b5ef626c4b4e289,d7d7088e89d85a543a9ade72c4a57a5f584ac486
01c5d2c3e1c4966b29aa1ca028d0692e0941443f,5eaf982f35fe2d5468b52788428b173e9fde630c
01c64ad82a4c35bfe078297841291d985eb098a0,8b4f35a0e40814ce020462996d64218958e4a909
01c94fe4071c96ba49251f8c1379aef24400d3fd,7e1faa937f45db7a9bdf411ad5eaa25bb39c9d25
01d19d44e1d82efb77b3e2fb12a01d5717fa0e11,93c35bc56e1781217acb2934ec2d4cf240990329
01d70628440c18b4be1e7dc443b0e4a3bfdf677c,1072bbf2446f5bb691da5e48e35ba22c4f3f2d02
0210f4d3ae1345dd0c94c7de6a2340ebaec96abb,df650d033de282104f01da2125a212c880313177
021dd161cb7d1129eec41c985151292abf04538d,8fac64b5fce14df8500e89d51e84bf6f11fc404a
02259b1154c4281abddacc8ed567625cef3e598f,074a0656ff6482709fb661e584a621a3318b326e
02272a3d2c9bd5f61c8ce323d4d038aff832102d,a314f831ff3e888005dff5d9a537636da5b1063c
02289c7a6807987b7af61716f03673301ac0cf53,f7668351ade6703e0552dfc766d0632a5c3f28f3
022d73ba531b31f03071e3a6dd500710ab3c9ac7,1270a48b38bd1fff4a5114f3ab99aaaf43ff4473
024c26dd71f0961287d4a49df82f1b72c38b00b3,d4f74995ac4fdb800065a018f1d7698c52af683e
0268c27c534d1c06ef467ff35b3c02e759a1c5bc,917cd736f28394363a5089d2652ce814c494b1bf
0273f51c588482c0a148adebb02a6c74a525a65c,df774f1db3e91f9aebe90042b1c0fcf158313ad4
0277afd7736b746822845a788177b9e2a6e50de6,33d315f5998e9a503e5566d6b3897125937eac71
027824262153137b6fa2049bfae09ff128b426d1,a441e1ac0251ece83a8c5073d558ca1d57c0f3d0
028654b2604d74d113a127c794398cb1465797d1,4a999da9e16cb5a3476fa3f4ba8cea0752e9f4e0
02914612a00f7918f077fc87627fd38a7337b9f9,667ac040ec89b04ac84b860c9ba023abc710fe24
02ab1b886f3390d697bd9b01d51a4839e4a84309,89f81ea959167ca8f6c7bfcb3979914abb5f9e4e
02c4fe34536c4c4c50b83587c6b322c27e2c2cbc,b9c336844b5fabc9f08413b4430dd026f978f07e
02d5119a85cc7d63bba9867fc0bc9e4fb7cd14a3,77b5c81b82ec9d79a99ecd395639d7d45d660e49
02e6d280ec343656a422cf1e9a19c424b6d63b3b,d51869c29cfd98e1b12aa205e8a138a5bc1f7349
02ee6c728608decf2455ad5b19d3b12169b6310b,192a0023ccc9191cfbf71ef7814ad3cc307f30f6
0301814b21683897a93327b8d3a302fcd163747c,e2e1b142813b835fc32afec5cb357e14c9ab1e8e
030720035d76f77cc201b2a28e3dfbb98e5ac974,5316064e939e2751876bdaf2f6aef80427886284
030b64c2069440ae77d01add03940fff5f877725,29ef1e7c81bc591fdc0560ef1ad25aed4dbd762d
0312a9839dd58967b2fd58c991f46da5cbb64d9c,b39d7fd35b9c0005c501ba234f7e404832c0e6d2
03146f244d650232fce83750d7d44fde4dc7bb31,25e852c8f765a1b3055e6ea974c3c8cfcf5ee64a
03163b2a6b8b6ab05c150100784ebde1ac4c3769,d81975e6bf32843bb6c3002f09f96174a8f6fca4
032428e42cf62001b7a44cf5a199d235b2938d16,17859a31c8f3d9bd7b947dafd98147fcb106eeb1
0327de6d6ae9368952960f872de4743c1185de73,33d315f5998e9a503e5566d6b3897125937eac71
034306f033836453c23b5636e38a3265a79150dc,9a6131fa2f27ed37dc4798fb91b8c92f72110fc8
0352bea96d68db4cad7dded5965be1d8aea1329c,f903bd1459ed25c761cbceb50c814e211cdf7c3e
03539d0d321f4992f210138265303372ce6a0ce9,4f79c78c8813d47c693255ea4e51671ae7797948
036198832dfec2253219d0e7eba0731340a3b318,cc57c95eddac8d3a1c4033d592914254e2c1cf09
0368f80a45fa94453658b3074b61770a188f9ebf,49ca607fc1829401fa2f6f77553c10e4b458d70d
037049defb7f5e25a14f931267ff582298635b88,34ed24172b7b1439a0e15baa3ed7230f9b8f9283
03726f1bf50175a7549178129cbe4a66d58402a8,9da9621662a63d315e93eb99009fdaf22676bb61
037e37244ff4cafa1191ba6270b1b4378f69e12e,34960e1efd56004cc9268ee9e11a5eaa3aa31fe5
037e37244ff4cafa1191ba6270b1b4378f69e12e,5feb6afa77676744016a34634a92770d3974a991
03884cb7df11ed79b8ba3fbcccdf355975ee68f2,515d049a753ce7438b9f64720cee5257e566dfa6
039a681711c9149fcd5f8ee19894db23116544b9,da30fce0bca7fa425b4a1ea66cf9c079e0601349
039a681711c9149fcd5f8ee19894db23116544b9,e494e41a0190dbc46e6413fe3326867a739f1082
03a140ad4850ada902ab2aa90acffe9804be8527,e7162108c40df2e40aa05a60de48fe9f4bdb5354
03a38ac09b81a04224c7c904b6c716e3bf6d9b57,6451f01b51e2113ed2a2c01b7a01c0784d340583
03b9042d02b8ce8f97244a91ca0c4eb062124338,220a563d84c361f87f64d5adb8513036556884cf
03d03202429505a19000e612f0c6f634dccc0723,a66a1194661d0e62095e9f9e3437a54928282af1
03d060759150c88303728879a842479f6e62fde5,5e4f8cd03ba72370bb2d582095e26e81fbc6d047
03d28d69d74ea4a301b50f9751ed58901d236f4b,f5db750eb442958511eacf4b9011da4e22748279
03d95ba326bfaf51316705048232ecbe1ca086b9,f0d1f57d106360f0ecd1b0c59cf9579f5cb41771
03dedeb45db9d8b2d8ea51e1ead537da5d05448a,c5f1ee0816b16df2b25904c67178698451953257
03e1d336ad1156cdc616790000a6ffa8619faaf8,38f5291b238bad89eda829983662c390e10b300a
03f163124bda14b651fe6f5a2216ca03bfff5af6,a877b7a550a64fd955b65793ee734c9e9729bf20
03f203f5cf73ba13eebb86e3dfd9560e907a9d13,1b420a3e04727afc925e70f4f5475276d41a29ce
03f203f5cf73ba13eebb86e3dfd9560e907a9d13,5078cc18d530e1c8b981b5432dfe869cca15db62
03f203f5cf73ba13eebb86e3dfd9560e907a9d13,5183792f273490bb67e1fb478f3b1a877512b8c7
03f203f5cf73ba13eebb86e3dfd9560e907a9d13,7b3ce147d13ebcb65c147fa6b281b26f5ac6cf00
03f203f5cf73ba13eebb86e3dfd9560e907a9d13,d05941e404fc94fa95c9af0ea8d4b41cb6d9c3cd
03f3dcf398ab90b1a71ef8c9b60afafa34b3f313,cda137979de6990832b25ba594c930f053c69d83
03f492c5428899a56ca9f942d0c1475761d4026c,16c88e8a6e4dae07ab456c879748db722cde825e
03f53baeb072076fef3c9041c27051a6e0596f19,3786cd3a7593a4dd09c46aaac18f2b5e601f5e66
03f74cd04a5dd5ee3d195655abb1478460bcd1d3,38578aee2fee63949d2be27ef4d32e725e438611
0408a6a312aa37f265338146aa23d4b409d8ad84,69282772bf348ce94c4940532379bbf1dcfab765
041313fa590b2213b465ff1a9b5ac949dbb9c3ab,ffd1c77766de4ffcf2c56fe9fb9807d57148b397
041732e17ce51ae9a8d78cda1a0434e824f7bdae,ad95aff5259f52a2bbc908406170ced0e39435d6
041fb2e823304355ae752df9bfe067b2dfff2bc9,3af404787436a5217ec4c84a48d691365b74f6ee
043354f9f7984545afa94ed9509f5db338afe24a,b6f1b9ee57904e67b47057976acc947bdc2b6f6b
043a6f60fe664aad7943a38c78783ae5a0b3f6e4,0273f51c588482c0a148adebb02a6c74a525a65c
043c435b16e99a6ab30d7e79b3d47737e167d7a9,b63787f7c18d26caff8549ac032abfa075b4ea39
0440a02614c92dda17622abfc42b4ebed35dde12,fb5165f8c7534d40a1077c5891e17c7ae959e7d8
044c2441317b3fc19cb9bab57c7129a097ef1003,f262fee35a29ae876564ef0c5d36f611a9732f4a
044f910e0f729e7a223b1cfd2fe135eca029473e,ba666523fde5b21a7bd0c8b64f7c75a04c7041c5
045ad0a36abb1786622d28b6b1f826464a3c7d14,5a135b64d50ad77512f6f43869a7bd7ae24b63b3
047fc3262cb3dbe51c7d357b860475662ec9b8be,843fc609c1a18966f9d6681e3f2a3062133bd0b8
04836e2b219bf72833a3f31ac9718fe288cfc4a1,458b087493a3aeb03622542ddc41ca1e0e471666
0488da6084209dfc23b7ec9d048b45e95867cd74,5e944dd098948e7b6d38b9d7b27a2dbfba581dbb
048b3c24ad2be36eb503a164946d13c89bd015d9,c10b977d2beb5fa27d077b40c1c9e4b755dded89
0493a288d206728c3ee3e513d6b6884c7d688d4c,2e3fb2c50cfdf8dfad55b7e34c9c95a97f255a80
049fae5fdb6f754cd5158729f9cb5e5c7bacf15a,5c26060cf0162524ad6f51abb935c2e7628bf8f4
04a0a8be2f3f5418091266322a1553e14a7ebb3f,3cbe18006cf0fa6b6f821cab749833c8d8374518
04a6f2b0349b1dc602b58fa74999d33840ceeb36,dce23835d64e1e488d8c5bdb57fbc9065491cc44
04af1fe243fdc6a575bc13b6a023c5a876efbb6a,f2dd361d69d2739dfbaf8e67464fda1d91724757
04bad8f2bf2ae52a7f9c885b47c513309052eca5,636ea55449c8643dfb79f55d1e750df507806909
04c2ef8ccb92e42fc5a007034d0ca56080cd944c,698275d7fa714d135c6b36b7b1ba28da3f6257d5
04ced45f793f3088d6a80336abd8472704cd9f20,8dec8bec8dbd3dd5650cd4c05d1549f0b682ea71
04cf9ebb42594ae9c8b153fb864342d4fadc6a19,2cd8049f65f959e42b6c878a80d9ed12f3831e1d
04dd16fe3a158424e3da9be27844c6b3c2143cfe,2eba8f8dfb01b8bb57049f656225d64a7dbbbf7d
04e7790a4479451f8e805f2d241b3ec705ed9ac3,a1beac7f1748d4a30d410096b2aa9807648653bf
04fc0ac0382f239df0f9a7e7397850068ec612ff,9dbdc42150be22071cf43711c57c5a048157dfb2
050b1ba9947038775b6b0a2640ca999348e25e7e,77dc48114af5615f7642e7561a6e15e2ad44f49b
05127beac317d03eeb05965c6740f69fe9007a43,3313142e3f71389b0411e6ccfe5971ed5dbb6de8
05168eb4dda94c217d84d8135f65c2c041a21dd3,4a096c9d1fd1351e2247f57ca9aed1961673b72b
