species,locationgroup,model_type,analysis,fingerprint,status
1530,NOH,smoothed imputed index: Total ~ Year,061082dd1e379d49e5aa5c4b25bc85bd035522a3,6f9e6efad51206fa14b8ec906d171457e2562b81,converged
950,ZS,yearly imputed index: Total ~ Year,0617cc9538c3d32d67034e48ca8ef0bba45ce487,74c44d5d74a0bcb8f652b54b0bdb63593afb14b0,converged
4240,WAL,aggregate imputed: max ~ year,061f84abe4ccaeb3dd04d05d4e5a13e3d8fc219e,51cc8056ddd90149ceb2e68897f0d658fb1bdef6,converged
5190,ZR,aggregate imputed: max ~ year,061fe9493516dd89346a0387741ee0b9cebdae9d,a88d908c3dabef006e4e33a80905f0700edfd190,converged
5530,ZS,aggregate imputed: max ~ year,06223880381cb6d2c5a3dd93c2625cf6727a89a2,00e077c51f93bef7646137aa72825fb57e09682c,converged
5170,WAL,aggregate imputed: max ~ year,062346c1abe3f0d2d101e2d15fdc8552d6a7713a,c5a79b5106699a315f326b7ea8e3bf3ba6236d49,converged
5927,WALN2K,smoothed imputed index: Total ~ Year,0638a5602b977f8bd277f44b2195abafba33f905,6fca15b786ec413a9ef8c855ab12bf1f0712cbda,converged
4930,ZR,yearly imputed index: Total ~ Year + Month,06433d7c14ef5e20eb4bca58b7ced38b9fd1aaf6,61f3bfa877ec085a12cb8c80950b0f8ab03318b2,converged
1580,VLN2K,smoothed imputed index: Total ~ Year,0648f580e3ac41a778e03ced84f7d2a42109aa3e,db2dd9005f6d7e88f7c967523da027c6b7381219,converged
5100,WAL,yearly imputed index: Total ~ Year,064be0a2d4500962f554e7f7e860fac6bbaf8011,34c0621a121aad9c55685f9277bbb346564cfcec,converged
2210,RO,smoothed imputed index: Total ~ Year + Month,064cf8e42c255b4736e1765bc5144d4b446f2aad,819c7d06ff0c07e2e3cf195715bb0853cb063c59,converged
5460,BELN2K,aggregate not imputed: sum ~ year + month,0652fa19ccb7fb4cf5f3c7a87bff6439000ffb9f,baca550addf7a11af1375b4a2999b0cd68e1db47,converged
4500,ZSVAL,yearly imputed index: Total ~ Year,0655c7f80d63094c09c33edb3babfa22f3203959,2772500ff0d32995d50ab714168b122add92329f,converged
5560,BEL,inla zeroinflatednbinomial0: year * (location + month),06598520084643a62aebcef43e581dd1c01e06fa,d1ec8e8199a1b23f6e765cf8fb8e5743972bef42,converged
5170,WALN2K,yearly imputed index: Total ~ Year + Month,0661d6b8717d629b5845686d07ca98ef63e1ec0c,afdbd11db3c1cbbb873ae2b4ec2e4d8013d3cec2,converged
1980,ZS,aggregate imputed: sum ~ year + month,06648c595b107325eee4b570b25ce3da378d3af7,aa5ff8b37602c131bb0a73c484f7af7423882dfb,converged
2200,ZR,aggregate not imputed: sum ~ year + month,06784ef1be25dd2d5559d32ef568ebc961899492,a32488fff373eb322dd20106f4586698d581a418,converged
4500,WETL,aggregate imputed: sum ~ year + month,06b1c8a05a17e2332af7a028c3241349db5d9be3,534a82e7bcfc33600f9997ff908e8fa3db531ece,converged
5180,BELN2K,smoothed imputed index: Total ~ Year,06c745a145c0f6beeef61ec2a27f18df09af8fe0,b65529358d019ca3f9ba35f8ab0764052482b014,converged
1840,SEST,smoothed imputed index: Total ~ Year,06c7b613e932a1bc1749cb9f68984bbe4f360103,323c0498044c68a32965851b688d1c1925cb48aa,converged
4850,BELN2K,smoothed imputed index: Total ~ Year + Month,06d75894e28bf32acf5a074a231f3f1d483516a8,e2dcc29110543488919f6c8a6eaf7d2c495b2673,converged
4240,LO,yearly imputed index: Total ~ Year + Month,06ec072eec21997ae264fa7191243e84e55310dc,a8e816e3252c8a56f65ca45d7c5997e1b19ceb6f,converged
1770,WALN2K,yearly imputed index: Total ~ Year,06f5c0daefb5a9bb60322c1ba13e42392e5a16e3,cf42cf6ee184068799d1e57dc50d5b8434a0ad84,converged
5120,WETL,smoothed imputed index: Total ~ Year + Month,06f84a987cbb10fc10089fc00ee9742272f58b84,6b85ce757817fe72a76df262184893be4545b9a9,converged
1750,LO,smoothed imputed index: Total ~ Year + Month,0702f4305040b14376b1fa2860b6a316e41dbc35,93196430e82268acad87d1bf581a3fd51ae1778a,converged
1530,LO,smoothed imputed index: Total ~ Year,070ed333bb30941010f780e609a4b275c9097a82,89a7258eda40b0fb87f8633375acb2e87cae1ade,converged
950,ZS,aggregate imputed: sum ~ year + month,0719e77be0a009a644a4822fccf431e7f73ba217,37b98f1655ada577ee21f9f2f9f768d185f52850,converged
5820,VLN2K,aggregate not imputed: sum ~ year + month,071b56cd958ba768ab166b27634ba9350fddfa8a,7a46d5ba96cfb94772af3c07eb1b6d24a1efdfb9,converged
5120,NOH,yearly imputed index: Total ~ Year + Month,071f9487b9128a5d04b3d72c0d6f63f54653b3c1,93a2d1b1608dec9745d6bde196f6f407a1436c8a,converged
1940,ZS,smoothed imputed index: Total ~ Year,072d82b2cd1937bce44a3ad0b1a01037cd99956c,3ef841839237681485ad74bd3db29a4fcfcf47a8,converged
1840,ZS,aggregate imputed: sum ~ year + month,074a0656ff6482709fb661e584a621a3318b326e,c9a3b4d8473a1c157a49f95cb340aef0a350ef49,converged
5460,VLAA,aggregate imputed: sum ~ year + month,0766d7fad3d0cf61239bd7d66abeab34246d70d3,bcb0efe2ba9eb3639691a89b9e53e1f3646eb13a,converged
1700,SEST,aggregate imputed: sum ~ year + month,07691fff37fc916abc53cd46dafe1720ddad7114,6c4e02dba66264e4af1ddf0145e7f691d9d1f0b0,converged
5100,ZR,aggregate imputed: sum ~ year + month,077116c5ea5436113503dbf89d3efc7400bb9fcb,cbae866f86e76cc937aae9b57edfd651dac4cb17,converged
1610,VLN2K,yearly imputed index: Total ~ Year + Month,07875f6ab0687ba9c233e2659ad90129f05cd969,431129bfd47c596008d9e91c5f5d3fcb32af7a8f,converged
5100,NOH,aggregate not imputed: sum ~ year + month,0789ffbcff7e6890a7ade08412dc6f03738c063f,add0377277db058f56dd4a217ed0677bf9c0f531,converged
5170,VLAA,inla binomial: year * (location + month),079dd3a51271e151d90a73a83c9c02f2a65d129d,bab17b011b73295443f9c847603fcc43ae3f8959,converged
1340,VLAA,aggregate imputed: max ~ year,07a7eb2b966dca6e493ef9bb5ff66a8c5819f7e5,b6a245c8d9eacd44a2b3102c67e1857322f29915,converged
1840,BEL,aggregate imputed: sum ~ year + month,07b3a4d72e119990ebde6dfcabbffdb8d8a938ca,cd32c04018f37e029574fe534f810e3e3689f150,converged
950,ZSVAL,yearly imputed index: Total ~ Year,07b5b7b1cc2a9c4e8c9df906778722612347085d,2dc176bf4f496bc7fb2a4b0d5f02ebba939d0ac9,converged
70,LO,aggregate not imputed: sum ~ year + month,07bab2f89190cc1b3e2398049800b9dfbd082519,f24aaeee5b981266a199f05ac75862826e1ffe97,converged
2210,VLAA,yearly imputed index: Total ~ Year + Month,07bc5d57b29bcc03aab3fef1585e438141a6edc6,ed964445adea39d32c7b39ee4e2003219f0f8d9d,converged
5900,BEL,smoothed imputed index: Total ~ Year + Month,07be892bbb657e5728f8011c6188ae5622848bb6,f3ad1c8af894703b4c9513b51b732b609253dc3d,converged
1890,LO,aggregate not imputed: sum ~ year + month,07c339c1bfbd5bde26a54e9b500a4d23ee4b235d,a25597beda47a20b55bfa9049a82b49b6a709643,converged
2180,RO,aggregate not imputed: sum ~ year + month,07c7b56df1d3b01b0bba19c4ab425a31dfde7b2c,55f748928b634c77dd4ab68551ef4c56c4258530,converged
5340,SEST,aggregate imputed: sum ~ year + month,07ce24f4ae46be4274da1a8d8565a1d07b8ba483,549a747f416f03f00990b9f5de0918b53c67349a,converged
1860,ZR,smoothed imputed index: Total ~ Year,07d24dc31675cc7327c906a09cf596e97fe27a98,3d82cf076f33bd7b8a6845e33503f934d621de79,converged
4850,VLAA,yearly imputed index: Total ~ Year + Month,07e1bb71c1483485e3bf80c4323ccc2a3b8a6700,2e25ff1f2a2d6b91507a87c9954e34f62317436f,converged
1190,BELN2K,aggregate not imputed: sum ~ year + month,07e676811c377f2983f6ed18ee0f8b1ec6b10abe,bf527a45d081945005dc37906d562f00d7c25772,converged
1530,BELN2K,smoothed imputed index: Total ~ Year,07e7a20a01cf6321999596a8bcd8016fc0c0ad58,bfc588f974a782d6ca3cb29cf2cf763b251c8beb,converged
2180,ZS,aggregate imputed: sum ~ year + month,07f95652b881be949674a23c67733b44f0db2544,b5da0366f8a9b59c44b27f566ea03333012f431e,converged
4500,SEST,aggregate imputed: max ~ year,0806f39dcd5854ad25b6f31e77f60b2c8106b94f,23e780426eb79306b66fb9383995e1ffb052f2cc,converged
5927,ZS,yearly imputed index: Total ~ Year,080f3eee4b07f502b376eae364e8c94c11c67882,29e8f8e659eb965544e3d9e719e08acefa262a57,converged
5410,VLAA,inla binomial: year * (location + month),081cbd051d1b87acbe3cf50f17b549e16d5d155d,2864486a8a88522f509b629028b7b6b863ebcfb6,converged
5340,WETL,smoothed imputed index: Total ~ Year,08293c6a7e2537e436409c946bebdda0e40ebd7c,0d9013cc40e4dcbd5d0628c5629ea3ce4e8332dd,converged
1790,SEST,aggregate imputed: max ~ year,082beaee0aa8fa503fad1c26f70927d4ef0589c8,03c319168a65df1f23eb0766f7a05863bfc1cc7e,converged
1660,NOH,smoothed imputed index: Total ~ Year + Month,082dcee02fb5417aba20aed3ebd8338124e260c1,b6efe7fa54949bfb8c7f28f023c4fac95c003c20,converged
4240,WETL,yearly imputed index: Total ~ Year,083c5320aba261e5ce445dc3df9955c0925f6852,778ec4aa5a57160c9f4f3a8dd1c49b03cdff811f,converged
2030,VLAA,aggregate imputed: max ~ year,08555a3291ff24498e90b9363118dcd1ea199c76,0e61f978a5d44ce632864eb35ad75199d536fba2,converged
1820,ZSVAL,aggregate not imputed: sum ~ year + month,085e468b3fc3a30de277edf0a886ad9fab2b7641,be021c3c572510248d043db0af841a8a8cd73ccc,converged
1560,WAL,aggregate not imputed: sum ~ year + month,08623aaef0fbf980e8b3827edcb17cfde0d59a64,10c78fef1af2df5cc88d5a18db2cfa6cc7b8b828,converged
1620,ZR,aggregate imputed: sum ~ year + month,08697e743777d6a900593b30868461a314f85a15,3fcbd58200c8e8d8132031837a4aecbf6a50bb5b,converged
1620,BEL,inla zeroinflatednbinomial0: year * (location + month),087e75f7e5debcd0477dbc45c708dec3a0edc997,237657e5b6d8425b31def91372740ce8a9422c8b,converged
5820,VLAA,yearly imputed index: Total ~ Year + Month,087ebdc1032810bc0885ddd926f32ffe12f2f4d7,aeff7c7f127fd6bf5f42f7c326de27a6c77953eb,converged
5180,WETL,aggregate imputed: sum ~ year + month,0893db2bf513c1af690212c3fc8d8b5d6a9f67ac,2e357707ac82c100af8ed5d0dd23695c96d4891e,converged
4240,VLN2K,aggregate imputed: max ~ year,0898c620f40861de330141b8f7e55c337a9083ac,67f62881f2fdd5f066d62f9d223b8671131e3551,converged
WI-alles,WETL,composite index: ~year,089b6baa601588410643e8ba94ffab78e5e3200b,d03f5f57943dafc5279c96d25318a7e277f9e67b,converged
5410,SEST,yearly imputed index: Total ~ Year + Month,089bde3a0e8820b9cfaf0d177fed4acfbbdc7672,a0c8fc3a20b27e47601739ce69999a6468b3f50d,converged
5927,VLN2K,smoothed imputed index: Total ~ Year + Month,08a07839c25fdc5925d9a2f734a4af662c6e4941,2358baf3b32730c058ed66a7aa82ca47526e28a4,converged
2230,ZSVAL,yearly imputed index: Total ~ Year + Month,08a461e3379a10d00b6e6f9476cc524567030abe,d24bdcf2ef050e14201ba2444a462881e15829b1,converged
2210,ZR,aggregate imputed: max ~ year,08a4d620c2312542b8bf4277780a804a93d00229,c7a496ba99d73e5a7c63390a457c15569286407c,converged
1340,WAL,aggregate imputed: sum ~ year + month,08b606a2c4ab483388bace08b56cf00b316a5b3b,9c1b6c80f478495001725871b8a22b68711f2f30,converged
5927,WAL,smoothed imputed index: Total ~ Year + Month,08bd05d65f0474a11334657c6cc247e91d8c8e5e,1b2e5db45baface7b68f852aee15291eaf282d18,converged
4560,BELN2K,aggregate imputed: sum ~ year + month,08c0adca70baccd5acb7ef9552dea6c0e34eca48,a5c10cd36213604ff9d4d9fcd38f9cc0f9dd0947,converged
1574,ZSVAL,yearly imputed index: Total ~ Year,08c100005ea4efd1449ee30672413cf541ef0bb7,41e9e464010f15f699818e65d18aaaa6c53afe79,converged
90,BEL,yearly imputed index: Total ~ Year + Month,08c2ebef66d0471404f6cd9e01cd28a2d9c2922c,c80855f299e2be8a6e22f1d538807b3391ab8309,converged
1960,LO,smoothed imputed index: Total ~ Year,08c42d43863ecbc09f12c95a69ca150a45990949,c89500eb49b3fcefabdd34f9c27cbb87df36ed28,converged
1574,ZS,aggregate imputed: max ~ year,08d56c7ce26c602056d840e4d0ca2b5dc9ae7024,149e6872c05150c777eeb3bc64a1c1a2620756da,converged
5920,SEST,yearly imputed index: Total ~ Year + Month,08d996496b8eaf6c40ac27763be20db8def5f5b6,2fd129263b30272b2277cc5ab83eeb81f5d3e111,converged
1980,WAL,yearly imputed index: Total ~ Year + Month,090919da4e3883471174331eda7dfa71a23f5708,5716fe86547f8e0daa15ea476d8a683efd353eff,converged
1750,VLAA,aggregate not imputed: sum ~ year + month,090a3d35156a6747547e81790cc01835758bd7ff,98112a89c71ce36c97dfd1a0f1f8e02645fbc046,converged
2250,VLAA,inla zeroinflatednbinomial0: year * (location + month),0910af4a6d8dbc55dee5f284eeb69d2a8104c6fd,91dc4d1eb65a622d05b217c3f7bbd1395305b872,converged
2250,LO,aggregate not imputed: sum ~ year + month,091b232edc8d8b587ca4d977cc3bde44ee001ea5,495105cdea00352f9d668327618020e461c7df1a,converged
5460,RO,aggregate imputed: sum ~ year + month,0934ea5e2f529431759c2059fcb6ad7e26fbe340,aec6e67cb4773f2a4929779667e49aa59d4bf7e3,converged
4560,ZSVAL,aggregate imputed: sum ~ year + month,0937e4014bea26889bf389f851ad4078db5636fa,b157e7f4af1dc08931c969ebda281ad0d3f7e440,converged
4860,RO,aggregate imputed: sum ~ year + month,09445bd3c48d1b69a724e7a7f4b4e46a1298700d,e699a46b6e023918d478971982a575b604aebb2e,converged
5290,LO,yearly imputed index: Total ~ Year + Month,0952691adfde8f623c668752244a4c1f990ccf8c,93a97f3f76422d33eeb4f93f10d41c7abbef8b47,converged
4860,LO,aggregate not imputed: sum ~ year + month,095d8354fbdbc580a74ee129f135451f2cc398db,f53fbcbc6f07a6893dd7b8b81611a9212f2e08b5,converged
1750,ZSVAL,aggregate not imputed: sum ~ year + month,09612d8d3bb0c07aeeebf584bd38789d25d909b9,0fbeba701c0d992c41bbfb25ca8a9d0f7008a5cb,converged
2230,SEST,yearly imputed index: Total ~ Year,0971492ae826c120ac7cc99410a75bfd819924ac,38ac01b8fe947a31559c8ab1ae5e4c9aa45b4f09,converged
1220,BEL,inla binomial: year * (location + month),097f24ed9e39598ac6fca353399d91ea8a94466a,aac888e421d9e2b39f2930c42d9d56bea873aa55,converged
1520,VLN2K,aggregate not imputed: sum ~ year + month,099f38aa04ea25ebf36e2fc910e6a6375eadca18,0f99534ee79c4ef171a7a5e8b397dab89079f359,converged
6000,BEL,aggregate not imputed: sum ~ year + month,09a16bb95e2633a6b618829044373b7b56dd6eee,3e06c7e4f62cbfa7d9de3f5227366501a3de8cc7,converged
1710,WALN2K,yearly imputed index: Total ~ Year,09a28317679d3b5f708b0d279717b53fe38292b4,29bc89e36952d34c082c2c7553614b343d416cf4,converged
1560,BELN2K,aggregate imputed: max ~ year,09b30aafd1c7fbe25503d80294f8827e1ebfe162,3cea4a88b5b9cdd2054275755137cf533421474d,converged
1750,ZSVAL,yearly imputed index: Total ~ Year + Month,09c057c39062cefd3f33b84997700bf8c1d7478e,64a965a0051b39878a8368633eb0fe80dfc7a2e9,converged
1780,RO,yearly imputed index: Total ~ Year + Month,09c2e59faba046aeb3daac9bbc33ddcb38ab24db,bdfe4cdad04d497f4077266975b8fcc29ece9ca3,converged
100,BEL,yearly imputed index: Total ~ Year,09c645c56915458151b2cb2ed507f3bf66d96587,b36234dcd2068674cdd2e0d2a1de724bfd589688,converged
4500,VLN2K,yearly imputed index: Total ~ Year + Month,09d2f0f2e731242d0568618eee3133242154ad41,6e129d4f96b12a9d2daa4e7645aaf7dcb5b4ca70,converged
1590,BELN2K,yearly imputed index: Total ~ Year,09e27fd688c549ea3d08d19c62a4a9620240292f,6483043df2408898f7549461624e38259cbd01fc,converged
1660,WETL,smoothed imputed index: Total ~ Year + Month,09f3ea5d91b8fc1e0f3b749b576ba07fd7721c32,9ad5027a939801944d2c6504c43496aadf62dc0a,converged
5170,ZS,yearly imputed index: Total ~ Year,09fa70b66c0c0c85928b4aa48715bb3933c89275,52e2b104d525a262dc44d14cf1c605e6f645883a,converged
1530,VLAA,yearly imputed index: Total ~ Year + Month,09ff510971d025bf31bd13909c3ae0993edd490e,434f3ed0e8b71a0b0b75e73da7f908ed5f955b59,converged
5900,BELN2K,smoothed imputed index: Total ~ Year,0a02cc5fd2dcd2bf78d08f0b3ab87508af138114,ac94e7f570c7cd85af7b0a900850cabe3b2c06c1,converged
5460,ZS,smoothed imputed index: Total ~ Year,0a07a1e2cf39fb07c5aa915244ab22cbed16c748,98696e7b519a4bbf8ec0aba9fb06b46258a6120e,converged
5100,ZSVAL,yearly imputed index: Total ~ Year,0a186c801f029a302d471a28cb1070192721d5db,05f6de8f82223445d6bc8955d5af6c4a2203dc4d,converged
5910,WALN2K,yearly imputed index: Total ~ Year + Month,0a27f47243e25f2480e23440cd0c33ceab7d5bee,3a23f0e9b5ea1b14c67aca71141eab9a530c1765,converged
6000,WAL,smoothed imputed index: Total ~ Year + Month,0a378b725949fceaabfab13d9ff31d8b4f5c53b1,122f1bdf162148b33ce8a5f5cfe4f708f9794f38,converged
1790,VLAA,smoothed imputed index: Total ~ Year,0a3c154bc879f82dd4728883dd3c346b9993be41,4f610cc2e4aa460fb424c1694d3df5794b47b76b,converged
2230,ZSVAL,smoothed imputed index: Total ~ Year + Month,0a3e4b0f362cbd88f2eaafa9596ca296c1309dd2,dfab94f3b9c714dc3a7ca551342b740dc7044800,converged
100,ZS,aggregate imputed: max ~ year,0a45b29a29f830f6096c7f432e17b9830b469dd7,413837923f9b6a7eb213d414ac6e89774bfff5bb,converged
5927,LO,yearly imputed index: Total ~ Year,0a5840e86f4540acb4732e5a76675ae41e49a209,cd3fb33806695dfd5e2b57ad0aec5bd9256b475a,converged
5560,WETL,aggregate imputed: max ~ year,0a5bd101419066571e82e2d4a3d528d75050cbb7,d20fc7d2dc54d2203eb2b296ccf1d27cc8c6953b,converged
1960,VLAA,aggregate not imputed: sum ~ year + month,0a7260b60314ec2905c2432a5688f3d473a90143,bcbdadcaf55f9077a934e463f3c473d69510d054,converged
1590,RO,aggregate imputed: sum ~ year + month,0a794c8d26e72124e7def3e1fd543eceed9e0091,4c1e484c19d8696d073df39ea034463d1c9950ca,converged
1619,BEL,yearly imputed index: Total ~ Year,0a7b8e4d370b27eac1f7b418b516aaeb71e9a877,61938bc02ab78954fc30232b2a16e23d35b0965d,converged
4070,RO,smoothed imputed index: Total ~ Year,0a7bd117689c598648665f88802a87171a5b57b7,9578d5154a1383721d83c6b1ca91013ada8b59f1,converged
5170,VLAA,smoothed imputed index: Total ~ Year + Month,0a80fe6621ceefff865221effb9b1b8c4f92e662,b719f54670b18c2448531b337a422ae4ccc8d9da,converged
1700,WETL,yearly imputed index: Total ~ Year + Month,0a88fa495a21ad720e8dd927069ddd577689d28c,516789f28daa55bcb319df4ed1af8b4099e2dceb,converged
6000,ZR,yearly imputed index: Total ~ Year + Month,0aac226ffa12dd0b5633922cf138158a0775f1da,03c41d32630885bd3d6b048740dc3ccf8fcba749,converged
4070,BELN2K,aggregate imputed: sum ~ year + month,0ab6335b34b69aa5823110c8bf5bbddfd9e8592d,c72bc60f06586a0e30b440d5fd5609b8fa817b80,converged
WI-eend,BEL,composite index: ~year,0ac5c616f7cdcf09d6c24eb4a268996b65ab4ea8,f0af2a4c2244d56cf5e0c4bd4ed8147f83920135,converged
720,WALN2K,aggregate imputed: sum ~ year + month,0ac77401086138e0ca99b36dab8eb3a77ab67839,4178f397e18f47767c633615651945fe673489d9,converged
5900,ZR,aggregate imputed: sum ~ year + month,0aca09b4f584afeef119a43e57e64364e8f9d452,56e452293435bb131a6164a56d91537b47c01522,converged
1680,BELN2K,yearly imputed index: Total ~ Year,0aca0d3f172829340626d3645012280edb67a337,054e8484b9d7fbfc410026558a0de81f6b761d91,converged
4240,NOH,smoothed imputed index: Total ~ Year,0ad3f91b28389b4d70aac569a1d96a22175618e0,0b3f2d53ca20cfd7fc8f311d67e15d4d16771ced,converged
70,RO,yearly imputed index: Total ~ Year + Month,0ad83774322bd7181d4d21e08a388df4cccd9071,057d548caec129d288d3851259f199dc394d0071,converged
5920,BELN2K,aggregate not imputed: sum ~ year + month,0adaa36ae97d6699b02f7bbf1daf4785878b804b,7e514d7e4d7d9757b68465007b38dda2c9693277,converged
1520,WETL,yearly imputed index: Total ~ Year,0adb94ba821f5291c941ac217c8d2068736401c9,d782089e9efc32e685f7d0bc80bf4e325298ffe0,converged
1620,BEL,aggregate not imputed: sum ~ year + month,0ae5e5ffadd65c4a348745458075bf4f233a37a6,e75abb20de3ef0e0227ec854892731edcb856696,converged
1210,RO,yearly imputed index: Total ~ Year,0ae9e886f28c849e6e82682a6747058dbb6ac479,71a428064106fb5f83400c35735eb2cb925ce12e,converged
4070,VLN2K,aggregate imputed: max ~ year,0af260a1d1102fa02e2c02cf48bb2fd9e999f34a,97690f97ccb96c682f1d28b135ec4eb9def54a20,converged
5910,BELN2K,smoothed imputed index: Total ~ Year,0afeeeaa735e45862ce79fbfd9c1affeead61626,5408267bc6d3f3028171d57803ce4de16113d09e,converged
4500,SEST,yearly imputed index: Total ~ Year,0b081b211fd84e7355e6d1f1f57d3aeb48b4cd69,c8bf35f2da13bc2d175f3645508d0aaf188be805,converged
1940,WAL,aggregate imputed: sum ~ year + month,0b157860cd7e0434fbadfd5b2aa0973a220a4a5b,777c4c7d3ce37d793dd0d6e92cb056bb144c25ba,converged
5120,BEL,yearly imputed index: Total ~ Year + Month,0b1b8430328b09991c1049dc63b52bac67eee93a,c68da5c47288ae7b468caaa346994cd9d86b0455,converged
90,ZR,aggregate imputed: sum ~ year + month,0b33f5d1349293c30e66c243266dae0dddf0ee21,d6c369f12a61717f80c7b29ef16e0779d6cb545d,converged
2250,WAL,yearly imputed index: Total ~ Year,0b3618ffe25f701881701b23a1dff65cec027075,4b9c88d0cf4f0c6fb0ec2aea8a6f6b8769552842,converged
5410,ZS,yearly imputed index: Total ~ Year + Month,0b3997db6a68a067395c0a7c40632d372292c90d,68db6de00c2a06d062b7bc66144744ac39d1e6b6,converged
1860,ZR,smoothed imputed index: Total ~ Year + Month,0b4dc24c320fd24e4438971ee007f2e41f0a55d2,7d2ba1ff32d715c1a0f8a8934f1d95a96a32de6e,converged
1840,RO,smoothed imputed index: Total ~ Year,0b4e8acf169bd7031b45515ddac2b524851b039d,c5f060d4c370dde47eb87db9efa724c77502eee7,converged
20800,VLAA,aggregate imputed: max ~ year,0b50550924e2c37dbd1ef2a7fc60392bc3c66e59,9478e41a8a0dc655f920a538fb347cc4dbfc0e8f,converged
1619,WAL,smoothed imputed index: Total ~ Year + Month,0b5a451123f4c185f9e48149e53825d1279f3770,7569d92e9a24f10721f6dd6128c111a2ada8773e,converged
4070,BELN2K,smoothed imputed index: Total ~ Year,0b630d55f146d63c1cd4a917383e49de1f560f7f,f1d86b463fd70b858704ae87b8dfb60e11502918,converged
6000,ZR,aggregate imputed: max ~ year,0b678a11ecec52f5dec31269d1e80c4f6c50fd8f,7ef3b93191cb6ec60df4e771187002017ec9f01b,converged
4850,LO,aggregate not imputed: sum ~ year + month,0b78a1ac9c3037febdc1abbbbfc2a22af9b2e3e6,235c24fe28655a7c761863c1184008244127ca0f,converged
1730,BEL,smoothed imputed index: Total ~ Year + Month,0b7d6c20ccb125d2d183fbf3476f7de6214c48b9,bfc22eeeb1da49e7a628b11a11345a9ee7c63505,converged
1190,WAL,aggregate not imputed: sum ~ year + month,0b88c16f47de5d64fd3d7afc7a6f2cdc361feec4,f1215ea306790cf0d10fd371ff4d12b557b0d940,converged
1190,ZSVAL,smoothed imputed index: Total ~ Year + Month,0b8dd0cda83092f6aaf06c146e116cc7881b859e,449482b604665ee670176554aa270a023ac52358,converged
120,VLN2K,aggregate not imputed: sum ~ year + month,0b9ce2851badcef04f9d45ed9c1a5cf9fb116f1a,1a375937b4c712a996cd1c12f4ec1396a72657ec,converged
