analysis,centre_winter,duration,estimate,se,lcl,ucl
612e3e998d3b6322d2645546d09a9f4051a66c5d,2002,5,3.476,0.5589,2.38,4.571
612e3e998d3b6322d2645546d09a9f4051a66c5d,2003,5,3.478,0.5306,2.438,4.518
612e3e998d3b6322d2645546d09a9f4051a66c5d,2004,5,3.451,0.5038,2.463,4.438
612e3e998d3b6322d2645546d09a9f4051a66c5d,2005,5,3.401,0.4746,2.471,4.331
612e3e998d3b6322d2645546d09a9f4051a66c5d,2006,5,3.357,0.4487,2.477,4.236
612e3e998d3b6322d2645546d09a9f4051a66c5d,2007,5,3.297,0.4254,2.463,4.131
612e3e998d3b6322d2645546d09a9f4051a66c5d,2008,5,3.255,0.4075,2.456,4.054
612e3e998d3b6322d2645546d09a9f4051a66c5d,2009,5,3.206,0.3984,2.425,3.986
612e3e998d3b6322d2645546d09a9f4051a66c5d,2010,5,3.135,0.4106,2.33,3.94
612e3e998d3b6322d2645546d09a9f4051a66c5d,2011,5,3.047,0.4574,2.15,3.943
612e3e998d3b6322d2645546d09a9f4051a66c5d,2012,5,2.962,0.5228,1.938,3.987
612e3e998d3b6322d2645546d09a9f4051a66c5d,2013,5,2.892,0.5835,1.749,4.036
612e3e998d3b6322d2645546d09a9f4051a66c5d,2014,5,2.859,0.6064,1.67,4.047
612e3e998d3b6322d2645546d09a9f4051a66c5d,2015,5,2.869,0.5749,1.742,3.996
612e3e998d3b6322d2645546d09a9f4051a66c5d,2016,5,2.908,0.519,1.891,3.925
612e3e998d3b6322d2645546d09a9f4051a66c5d,2017,5,2.955,0.4727,2.029,3.881
612e3e998d3b6322d2645546d09a9f4051a66c5d,2018,5,2.978,0.4624,2.072,3.884
612e3e998d3b6322d2645546d09a9f4051a66c5d,2019,5,2.979,0.476,2.046,3.912
612e3e998d3b6322d2645546d09a9f4051a66c5d,2020,5,2.964,0.506,1.972,3.956
612e3e998d3b6322d2645546d09a9f4051a66c5d,2021,5,2.921,0.5658,1.812,4.03
612e3e998d3b6322d2645546d09a9f4051a66c5d,2022,5,2.872,0.643,1.612,4.132
612e3e998d3b6322d2645546d09a9f4051a66c5d,2004.5,10,3.386,0.4363,2.531,4.241
612e3e998d3b6322d2645546d09a9f4051a66c5d,2005.5,10,3.366,0.4121,2.559,4.174
612e3e998d3b6322d2645546d09a9f4051a66c5d,2006.5,10,3.328,0.3911,2.562,4.095
612e3e998d3b6322d2645546d09a9f4051a66c5d,2007.5,10,3.268,0.3736,2.536,4
612e3e998d3b6322d2645546d09a9f4051a66c5d,2008.5,10,3.202,0.3715,2.474,3.93
612e3e998d3b6322d2645546d09a9f4051a66c5d,2009.5,10,3.129,0.3902,2.364,3.894
612e3e998d3b6322d2645546d09a9f4051a66c5d,2010.5,10,3.073,0.4115,2.266,3.88
612e3e998d3b6322d2645546d09a9f4051a66c5d,2011.5,10,3.032,0.4283,2.192,3.871
612e3e998d3b6322d2645546d09a9f4051a66c5d,2012.5,10,3.002,0.4396,2.14,3.863
612e3e998d3b6322d2645546d09a9f4051a66c5d,2013.5,10,2.977,0.4492,2.097,3.858
612e3e998d3b6322d2645546d09a9f4051a66c5d,2014.5,10,2.958,0.4556,2.065,3.851
