winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,dabdecd67c89758d9f4f7656b1a372341d57eeec
1993,0,0,0,0,0,0,0,0,0,dabdecd67c89758d9f4f7656b1a372341d57eeec
1994,4,4,4,4,4,4,4,4,4,dabdecd67c89758d9f4f7656b1a372341d57eeec
1995,1,1,1,1,1,1,1,1,1,dabdecd67c89758d9f4f7656b1a372341d57eeec
1996,3,3,3,3,3,3,3,3,3,dabdecd67c89758d9f4f7656b1a372341d57eeec
1997,1,1,1,1,1,1,1,1,1,dabdecd67c89758d9f4f7656b1a372341d57eeec
1998,1,1,1,1,1,1,1,1,1,dabdecd67c89758d9f4f7656b1a372341d57eeec
1999,5,5,5,5,5,5,5,5,5,dabdecd67c89758d9f4f7656b1a372341d57eeec
2000,0,0,0,0,0,0,0,0,0,dabdecd67c89758d9f4f7656b1a372341d57eeec
2001,3,3,3,3,3,3,3,3,3,dabdecd67c89758d9f4f7656b1a372341d57eeec
2002,11,11,11,11,11,11,11,11,11,dabdecd67c89758d9f4f7656b1a372341d57eeec
2003,28,28,28,28,28,28,28,28,28,dabdecd67c89758d9f4f7656b1a372341d57eeec
2004,32,32,32,32,32,32,32,32,32,dabdecd67c89758d9f4f7656b1a372341d57eeec
2005,52,52,52,52,52,52,52,52,52,dabdecd67c89758d9f4f7656b1a372341d57eeec
2006,25,25,25,25,25,25,25,25,25,dabdecd67c89758d9f4f7656b1a372341d57eeec
2007,19,19,19,19,19,19,19,19,19,dabdecd67c89758d9f4f7656b1a372341d57eeec
2008,27,27,27,27,27,27,27,27,27,dabdecd67c89758d9f4f7656b1a372341d57eeec
2009,26,26,26,26,26,26,26,26,26,dabdecd67c89758d9f4f7656b1a372341d57eeec
2010,22.5,22,22,22,22,25.35,30.4,45.05,61,dabdecd67c89758d9f4f7656b1a372341d57eeec
2011,55,55,55,55,55,56,63.2,75.8,118,dabdecd67c89758d9f4f7656b1a372341d57eeec
2012,39,39,39,39,39,41.35,46,59.2,111,dabdecd67c89758d9f4f7656b1a372341d57eeec
2013,62,60,60,60,60,65.35,74,83.05,137,dabdecd67c89758d9f4f7656b1a372341d57eeec
2014,59,59,59,59,59,59,59,59,59,dabdecd67c89758d9f4f7656b1a372341d57eeec
2015,28,28,28,28,28,28,28,28,31,dabdecd67c89758d9f4f7656b1a372341d57eeec
2016,22,22,22,22,22,22,22,22,22,dabdecd67c89758d9f4f7656b1a372341d57eeec
2017,40,40,40,40,40,40,40,40,40,dabdecd67c89758d9f4f7656b1a372341d57eeec
2018,13,13,13,13,13,13,13,13,13,dabdecd67c89758d9f4f7656b1a372341d57eeec
2019,17,17,17,17,17,17,17,17,17,dabdecd67c89758d9f4f7656b1a372341d57eeec
2020,15,15,15,15,15,15,15,15,15,dabdecd67c89758d9f4f7656b1a372341d57eeec
2021,17,17,17,17,17,17,17,17,17,dabdecd67c89758d9f4f7656b1a372341d57eeec
2022,17,17,17,17,17,17,17,17,17,dabdecd67c89758d9f4f7656b1a372341d57eeec
2023,13,13,13,13,13,13,13,13,13,dabdecd67c89758d9f4f7656b1a372341d57eeec
2024,17,17,17,17,17,17,17,17,17,dabdecd67c89758d9f4f7656b1a372341d57eeec
