winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,24,24,24,24,24,24,24,24,24,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2001,35,35,35,35,35,35,35,35,35,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2002,7,7,7,7,7,7,7,7,7,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2003,7,7,7,7,7,7,7,7,7,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2004,15,15,15,15,15,15,15,15,15,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2005,18,18,18,18,18,18,18,18,18,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2006,11,11,11,11,11,11,11,11,11,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2007,3,3,3,3,3,3,3,3,3,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2008,2,2,2,2,2,2,2,2,2,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2009,4,4,4,4,4,4,4,4,4,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2010,7,7,7,7,7,7,7,7,7,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2011,4,4,4,4,4,4,4,4,4,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2012,5,5,5,5,5,5,5,5,5,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2013,3,3,3,3,3,3,3,6.05,18,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2014,4,4,4,4,4,4,4,6,11,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2015,1,1,1,1,1,2,3,7,11,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2016,2,2,2,2,2,2,2,2,2,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2017,4,4,4,4,4,4,4,4,4,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2018,2,2,2,2,2,2,2,2,2,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2019,7,7,7,7,7,7,7,7,7,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2020,4,4,4,4,4,4,4,4,4,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2021,1,1,1,1,1,1,1,1,1,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2022,2,2,2,2,2,2,2,2,2,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2023,2,2,2,2,2,2,2,2,2,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
2024,1,1,1,1,1,1,1,1,1,b19d9a5667ecfef97aaf55ac47e2f6cf044e6fd6
