analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2001,1,0.8992,0.7985,-0.6658,2.464
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2002,1,0.1824,0.6797,-1.15,1.515
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2003,1,-0.06828,0.7017,-1.444,1.307
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2004,1,0.1021,0.8009,-1.468,1.672
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2005,1,-0.1541,0.7941,-1.71,1.402
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2006,1,-0.5041,0.7929,-2.058,1.05
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2007,1,-1.236,0.7135,-2.635,0.162
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2008,1,-1.297,0.7594,-2.785,0.1918
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2009,1,-1.495,0.7653,-2.995,0.005368
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2010,1,-1.574,0.8248,-3.191,0.04243
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2011,1,-2.388,0.7284,-3.816,-0.9607
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2012,1,-3.057,0.7746,-4.575,-1.539
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2013,1,-2.547,0.7889,-4.093,-1
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2014,1,-2.617,0.894,-4.369,-0.8645
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2015,1,-2.598,0.7795,-4.126,-1.07
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2016,1,-2.518,0.7653,-4.018,-1.018
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2017,1,-2.381,0.791,-3.931,-0.8304
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2018,1,-2.895,0.7242,-4.314,-1.475
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2019,1,-2.398,0.727,-3.823,-0.973
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2020,1,-1.521,0.9425,-3.369,0.326
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2021,1,-2.437,0.7589,-3.924,-0.9494
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2022,1,-3.019,0.7504,-4.489,-1.548
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2023,1,-3.623,0.7486,-5.091,-2.156
85048db40a0d36f7b92fd53412aac3f3d38099d0,2000,2024,1,-3.758,0.7974,-5.321,-2.195
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2002,1,-0.7163,0.568,-1.83,0.397
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2003,1,-0.9664,0.6286,-2.198,0.2655
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2004,1,-0.7956,0.5118,-1.799,0.2074
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2005,1,-1.052,0.5362,-2.103,-0.0009435
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2006,1,-1.402,0.541,-2.462,-0.3412
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2007,1,-2.134,0.7227,-3.551,-0.7177
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2008,1,-2.194,0.5956,-3.361,-1.027
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2009,1,-2.392,0.5906,-3.549,-1.235
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2010,1,-2.472,0.5232,-3.497,-1.446
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2011,1,-3.286,0.7109,-4.679,-1.892
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2012,1,-3.955,1.019,-5.952,-1.958
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2013,1,-3.444,0.6599,-4.737,-2.15
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2014,1,-3.514,0.8188,-5.119,-1.909
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2015,1,-3.495,0.6732,-4.815,-2.176
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2016,1,-3.415,0.6145,-4.62,-2.211
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2017,1,-3.278,0.5586,-4.373,-2.183
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2018,1,-3.793,0.8828,-5.524,-2.063
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2019,1,-3.295,0.6715,-4.612,-1.979
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2020,1,-2.419,0.4787,-3.357,-1.481
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2021,1,-3.334,0.6077,-4.525,-2.143
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2022,1,-3.916,0.6556,-5.201,-2.631
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2023,1,-4.52,0.8101,-6.108,-2.933
85048db40a0d36f7b92fd53412aac3f3d38099d0,2001,2024,1,-4.654,0.8184,-6.258,-3.05
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2003,1,-0.2505,0.4628,-1.158,0.6566
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2004,1,-0.08005,0.5551,-1.168,1.008
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2005,1,-0.3363,0.5767,-1.467,0.7941
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2006,1,-0.6863,0.5846,-1.832,0.4594
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2007,1,-1.418,0.6092,-2.612,-0.2246
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2008,1,-1.479,0.5846,-2.625,-0.333
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2009,1,-1.677,0.5874,-2.828,-0.5255
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2010,1,-1.756,0.6075,-2.947,-0.5657
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2011,1,-2.57,0.616,-3.778,-1.363
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2012,1,-3.239,0.8023,-4.812,-1.667
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2013,1,-2.729,0.6351,-3.973,-1.484
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2014,1,-2.799,0.7778,-4.323,-1.274
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2015,1,-2.78,0.6343,-4.023,-1.537
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2016,1,-2.7,0.5984,-3.873,-1.527
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2017,1,-2.563,0.595,-3.729,-1.397
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2018,1,-3.077,0.7012,-4.452,-1.703
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2019,1,-2.58,0.5967,-3.749,-1.41
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2020,1,-1.703,0.6874,-3.05,-0.3559
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2021,1,-2.619,0.5906,-3.777,-1.461
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2022,1,-3.201,0.6056,-4.387,-2.014
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2023,1,-3.805,0.6783,-5.135,-2.476
85048db40a0d36f7b92fd53412aac3f3d38099d0,2002,2024,1,-3.94,0.7137,-5.339,-2.541
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2004,1,0.1707,0.5068,-0.8227,1.164
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2005,1,-0.08574,0.5656,-1.194,1.023
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2006,1,-0.4357,0.5849,-1.582,0.7106
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2007,1,-1.168,0.6027,-2.349,0.01331
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2008,1,-1.228,0.5871,-2.379,-0.07768
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2009,1,-1.426,0.5916,-2.586,-0.2667
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2010,1,-1.506,0.6168,-2.715,-0.2971
85048db40a0d36f7b92fd53412aac3f3d38099d0,2003,2011,1,-2.32,0.6134,-3.522,-1.118
