winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,25,25,25,25,25,25,25,27,50,415cb91924049275ef899d0b2207e198a2fb4979
2001,159,159,159,159,159,159,161,165,169,415cb91924049275ef899d0b2207e198a2fb4979
2002,10,10,10,10,10,11,13.2,18.1,27,415cb91924049275ef899d0b2207e198a2fb4979
2003,33,33,33,33,33,33,35.2,41.05,45,415cb91924049275ef899d0b2207e198a2fb4979
2004,35,35,35,35,35,37,38,43,46,415cb91924049275ef899d0b2207e198a2fb4979
2005,55,55,55,55,55,56,58,61,68,415cb91924049275ef899d0b2207e198a2fb4979
2006,44,43,43,43,43,45,48,51,57,415cb91924049275ef899d0b2207e198a2fb4979
2007,40,40,40,40,40,40,40,40,40,415cb91924049275ef899d0b2207e198a2fb4979
2008,36,36,36,36,36,39.35,41.2,50.05,57,415cb91924049275ef899d0b2207e198a2fb4979
2009,38,38,38,38,38,38,38,38,38,415cb91924049275ef899d0b2207e198a2fb4979
2010,58,58,58,58,58,58,58,58,58,415cb91924049275ef899d0b2207e198a2fb4979
2011,39,38,38,38,39,40,41,43.1,49,415cb91924049275ef899d0b2207e198a2fb4979
2012,97,97,97,97,97,97,97,97,97,415cb91924049275ef899d0b2207e198a2fb4979
2013,54,54,54,54,54,54,55,58,60,415cb91924049275ef899d0b2207e198a2fb4979
2014,54,54,54,54,54,54,54,54,54,415cb91924049275ef899d0b2207e198a2fb4979
2015,72,72,72,72,72,72,72,72,72,415cb91924049275ef899d0b2207e198a2fb4979
2016,55,55,55,55,55,55,56,58.05,61,415cb91924049275ef899d0b2207e198a2fb4979
2017,33,33,33,33,33,33,33,33,33,415cb91924049275ef899d0b2207e198a2fb4979
2018,48,48,48,48,48,48,48,48,48,415cb91924049275ef899d0b2207e198a2fb4979
2019,36,36,36,36,36,36,36,36,36,415cb91924049275ef899d0b2207e198a2fb4979
2020,19,19,19,19,19,19,20,21.05,23,415cb91924049275ef899d0b2207e198a2fb4979
2021,23,23,23,23,23,23,23,23,23,415cb91924049275ef899d0b2207e198a2fb4979
2022,28,28,28,28,28,28,28,28,28,415cb91924049275ef899d0b2207e198a2fb4979
2023,11,11,11,11,11,11,11,11,11,415cb91924049275ef899d0b2207e198a2fb4979
2024,12,12,12,12,12,12,12,12,12,415cb91924049275ef899d0b2207e198a2fb4979
