winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,1146,806,848,942.8,1045,1246,1399,1728,3204,9e64849ff58a925bf22f770178116faa16be1f8c
1993,1509,1329,1339,1414,1466,1666,1840,2354,2742,9e64849ff58a925bf22f770178116faa16be1f8c
1994,1307,885,919,1096,1179,1472,1608,2131,3112,9e64849ff58a925bf22f770178116faa16be1f8c
1995,2022,1626,1723,1846,1948,2120,2216,2519,3218,9e64849ff58a925bf22f770178116faa16be1f8c
1996,1641,1195,1261,1399,1551,1781,1943,2369,3281,9e64849ff58a925bf22f770178116faa16be1f8c
1997,1200,1011,1032,1102,1150,1278,1378,1715,2567,9e64849ff58a925bf22f770178116faa16be1f8c
1998,1452,1307,1336,1365,1408,1520,1643,1894,2611,9e64849ff58a925bf22f770178116faa16be1f8c
1999,1702,1590,1602,1634,1669,1735,1824,1896,2098,9e64849ff58a925bf22f770178116faa16be1f8c
2000,1717,1608,1636,1661,1692,1742,1801,1908,2323,9e64849ff58a925bf22f770178116faa16be1f8c
2001,1696,1481,1529,1594,1644,1774,1883,2096,2559,9e64849ff58a925bf22f770178116faa16be1f8c
2002,1722,1597,1622,1658,1689,1753,1809,2032,2216,9e64849ff58a925bf22f770178116faa16be1f8c
2003,1590,1520,1528,1540,1573,1628,1679,1929,3268,9e64849ff58a925bf22f770178116faa16be1f8c
2004,2031,1962,1968,1990,2012,2063,2119,2353,2825,9e64849ff58a925bf22f770178116faa16be1f8c
2005,1445,1376,1384,1407,1424,1469,1494,1588,1743,9e64849ff58a925bf22f770178116faa16be1f8c
2006,1460,1364,1379,1414,1433,1523,1627,1792,2360,9e64849ff58a925bf22f770178116faa16be1f8c
2007,1456,1321,1365,1403,1427,1480,1511,1593,1648,9e64849ff58a925bf22f770178116faa16be1f8c
2008,1156,1123,1130,1137,1144,1175,1209,1326,1665,9e64849ff58a925bf22f770178116faa16be1f8c
2009,887,665,694,781,831.2,987,1120,1404,2046,9e64849ff58a925bf22f770178116faa16be1f8c
2010,644,446,490.9,534.4,574.8,731.4,806.2,1166,1821,9e64849ff58a925bf22f770178116faa16be1f8c
2011,863,664,708,764.6,827,913.4,973.8,1222,1702,9e64849ff58a925bf22f770178116faa16be1f8c
2012,721.5,614,631.8,656.8,682.3,739,806.2,883,992,9e64849ff58a925bf22f770178116faa16be1f8c
2013,536.5,467,487,503.8,517.6,564.1,585.4,623.1,733,9e64849ff58a925bf22f770178116faa16be1f8c
2014,630.5,417,477.5,553.6,588.3,706.4,819.6,1083,2080,9e64849ff58a925bf22f770178116faa16be1f8c
2015,659,612,617.9,633,644.6,682.3,720.2,827.3,1007,9e64849ff58a925bf22f770178116faa16be1f8c
2016,495,404,426.8,457.6,469,523,559.2,638.8,786,9e64849ff58a925bf22f770178116faa16be1f8c
2017,547.5,409,437,485.8,523,595.7,668.2,983.2,1214,9e64849ff58a925bf22f770178116faa16be1f8c
2018,787.5,549,585.8,662,713.6,882,1026,1317,2469,9e64849ff58a925bf22f770178116faa16be1f8c
2019,549,424,443.6,489.4,518.6,626.1,730,926.4,1757,9e64849ff58a925bf22f770178116faa16be1f8c
2020,588,317,386.8,443.4,513.5,679.9,822.6,1147,1746,9e64849ff58a925bf22f770178116faa16be1f8c
2021,519,343,382.7,430.2,457,597.4,711,924,1087,9e64849ff58a925bf22f770178116faa16be1f8c
2022,469,378,385.8,408,431.6,537.7,601.8,778.2,1483,9e64849ff58a925bf22f770178116faa16be1f8c
2023,399,298,303.8,327.4,356.6,456.7,603.6,797.7,1385,9e64849ff58a925bf22f770178116faa16be1f8c
2024,475,269,322,363.4,430.3,538.8,731,830.7,1993,9e64849ff58a925bf22f770178116faa16be1f8c
