winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1999,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2000,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2001,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2002,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2003,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2004,1,1,1,1,1,1,1,1,1,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2005,1,1,1,1,1,1,1,1,1,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2006,1,1,1,1,1,1,1,1,1,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2007,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2008,1,1,1,1,1,1,1,1,1,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2009,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2010,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2011,9,9,9,9,9,9,9,9,9,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2012,5,5,5,5,5,5,5,5,5,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2013,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2014,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2015,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2016,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2017,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2018,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
2019,0,0,0,0,0,0,0,0,0,6df22bc19a344bd1e0dc4fa1c9536e85a737ed2d
