winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,645.5,639,639,639,639,671.4,711.6,777,872,a5d94d4580eb365b7946444457c2322d4d497ff6
1993,436,413,413,413,419.6,458,485,549.4,595,a5d94d4580eb365b7946444457c2322d4d497ff6
1994,576,554,554,554,561.6,597,614.6,685.3,809,a5d94d4580eb365b7946444457c2322d4d497ff6
1995,414.5,348,353,377,398.3,452.4,487,554.3,624,a5d94d4580eb365b7946444457c2322d4d497ff6
1996,527,479,479,493.6,506.6,543.1,566.8,631.1,710,a5d94d4580eb365b7946444457c2322d4d497ff6
1997,496.5,346,360.7,423.8,452.6,553.6,666.2,878.4,1141,a5d94d4580eb365b7946444457c2322d4d497ff6
1998,410.5,397,397,397,400.6,428.1,450.2,502.2,639,a5d94d4580eb365b7946444457c2322d4d497ff6
1999,472,457,457,457,461.6,482,498.4,549.5,679,a5d94d4580eb365b7946444457c2322d4d497ff6
2000,383,383,383,383,383,383,383,383,383,a5d94d4580eb365b7946444457c2322d4d497ff6
2001,1137,1137,1137,1137,1137,1137,1137,1137,1137,a5d94d4580eb365b7946444457c2322d4d497ff6
2002,2544,2544,2544,2544,2544,2544,2544,2544,2544,a5d94d4580eb365b7946444457c2322d4d497ff6
2003,4716,4716,4716,4716,4716,4716,4716,4716,4716,a5d94d4580eb365b7946444457c2322d4d497ff6
2004,1710,1710,1710,1710,1710,1710,1710,1735,1771,a5d94d4580eb365b7946444457c2322d4d497ff6
2005,1508,1496,1496,1496,1504,1522,1535,1593,1626,a5d94d4580eb365b7946444457c2322d4d497ff6
2006,1499,1472,1472,1472,1483,1516,1546,1585,1640,a5d94d4580eb365b7946444457c2322d4d497ff6
2007,1847,1831,1831,1831,1837,1856,1873,1910,2134,a5d94d4580eb365b7946444457c2322d4d497ff6
2008,1834,1794,1794,1809,1824,1855,1875,1913,1943,a5d94d4580eb365b7946444457c2322d4d497ff6
2009,2783,2783,2783,2783,2783,2783,2783,2783,2783,a5d94d4580eb365b7946444457c2322d4d497ff6
2010,2367,2365,2365,2365,2365,2369,2373,2384,2396,a5d94d4580eb365b7946444457c2322d4d497ff6
2011,3744,3712,3712,3715,3726,3787,3839,3991,4358,a5d94d4580eb365b7946444457c2322d4d497ff6
2012,2365,2289,2291,2308,2349,2408,2487,2636,2749,a5d94d4580eb365b7946444457c2322d4d497ff6
2013,3948,3838,3846,3856,3873,3987,4053,4242,4395,a5d94d4580eb365b7946444457c2322d4d497ff6
2014,4705,4695,4695,4698,4700,4710,4718,4729,4773,a5d94d4580eb365b7946444457c2322d4d497ff6
2015,3785,3769,3769,3769,3777,3793,3808,3861,5178,a5d94d4580eb365b7946444457c2322d4d497ff6
2016,3048,3048,3048,3048,3048,3048,3048,3048,3048,a5d94d4580eb365b7946444457c2322d4d497ff6
2017,2903,2830,2836,2858,2877,2931,2988,3161,3385,a5d94d4580eb365b7946444457c2322d4d497ff6
2018,2245,2245,2245,2245,2245,2245,2245,2245,2245,a5d94d4580eb365b7946444457c2322d4d497ff6
2019,2186,2186,2186,2186,2186,2186,2186,2186,2186,a5d94d4580eb365b7946444457c2322d4d497ff6
2020,1734,1734,1734,1734,1734,1734,1734,1734,1734,a5d94d4580eb365b7946444457c2322d4d497ff6
2021,1940,1940,1940,1940,1940,1940,1940,1940,1940,a5d94d4580eb365b7946444457c2322d4d497ff6
2022,1367,1367,1367,1367,1367,1367,1367,1367,1367,a5d94d4580eb365b7946444457c2322d4d497ff6
2023,1368,1368,1368,1368,1368,1368,1368,1368,1368,a5d94d4580eb365b7946444457c2322d4d497ff6
2024,1401,1401,1401,1401,1401,1401,1401,1409,1423,a5d94d4580eb365b7946444457c2322d4d497ff6
