winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,6,6,6,6,6,6,6,6,6,75f5971be962295d7119c206475d7a5079a77de2
2001,7,7,7,7,7,7,7,7,7,75f5971be962295d7119c206475d7a5079a77de2
2002,5,5,5,5,5,5,5,5,5,75f5971be962295d7119c206475d7a5079a77de2
2003,7,7,7,7,7,7,7,7,7,75f5971be962295d7119c206475d7a5079a77de2
2004,7,7,7,7,7,7,8,9,10,75f5971be962295d7119c206475d7a5079a77de2
2005,5,5,5,5,5,5,5,5,5,75f5971be962295d7119c206475d7a5079a77de2
2006,8,8,8,8,8,8,8,8,10,75f5971be962295d7119c206475d7a5079a77de2
2007,11,11,11,11,11,11,11,11,11,75f5971be962295d7119c206475d7a5079a77de2
2008,6,6,6,6,6,6,6,6,6,75f5971be962295d7119c206475d7a5079a77de2
2009,3,3,3,3,3,3,3,4,4,75f5971be962295d7119c206475d7a5079a77de2
2010,6,6,6,6,6,6,6,6,6,75f5971be962295d7119c206475d7a5079a77de2
2011,11,11,11,11,11,11,11,11,11,75f5971be962295d7119c206475d7a5079a77de2
2012,6,6,6,6,6,6,6,6,9,75f5971be962295d7119c206475d7a5079a77de2
2013,6,5,5,5,6,6,7,9,11,75f5971be962295d7119c206475d7a5079a77de2
2014,5,3,3,4,4,5,6,8,10,75f5971be962295d7119c206475d7a5079a77de2
2015,7,6,6,6,7,7.35,8,9,11,75f5971be962295d7119c206475d7a5079a77de2
2016,5,4,4,4,5,5,6,8,15,75f5971be962295d7119c206475d7a5079a77de2
2017,5,5,5,5,5,5,6,7,11,75f5971be962295d7119c206475d7a5079a77de2
2018,3,3,3,3,3,3,3,4.05,7,75f5971be962295d7119c206475d7a5079a77de2
2019,4,3,3,3,3,4,4,5,7,75f5971be962295d7119c206475d7a5079a77de2
2020,4,4,4,4,4,4,4,5,5,75f5971be962295d7119c206475d7a5079a77de2
2021,4,4,4,4,4,4,4,4,4,75f5971be962295d7119c206475d7a5079a77de2
2022,3,3,3,3,3,3,3,3,3,75f5971be962295d7119c206475d7a5079a77de2
2023,2,2,2,2,2,3,3,3,5,75f5971be962295d7119c206475d7a5079a77de2
2024,3,3,3,3,3,3,3,3,5,75f5971be962295d7119c206475d7a5079a77de2
