winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,0,0,0,0,0,0,0,0,0,b840fd5611345bbb30c124c94ab197b99caad3eb
1992,March,83,83,83,83,83,83,83,83,83,b840fd5611345bbb30c124c94ab197b99caad3eb
1992,October,44,0,0,10.2,23.65,70.7,109.6,277.9,683,b840fd5611345bbb30c124c94ab197b99caad3eb
1992,November,49,9,9,14.8,25,71.8,106.2,235.8,546,b840fd5611345bbb30c124c94ab197b99caad3eb
1992,December,36,36,36,36,36,36,36,36,36,b840fd5611345bbb30c124c94ab197b99caad3eb
1992,NA,0,0,0,0,0,0,0,0,0,b840fd5611345bbb30c124c94ab197b99caad3eb
1993,January,50,50,50,50,50,50,50,50,50,b840fd5611345bbb30c124c94ab197b99caad3eb
1993,March,111,111,111,111,111,111,111,111,111,b840fd5611345bbb30c124c94ab197b99caad3eb
1993,October,308,308,308,308,308,308,308,308,308,b840fd5611345bbb30c124c94ab197b99caad3eb
1993,November,127,127,127,127,127,127,127,127,127,b840fd5611345bbb30c124c94ab197b99caad3eb
1993,December,131,131,131,131,131,131,131,131,131,b840fd5611345bbb30c124c94ab197b99caad3eb
1993,NA,40,40,40,40,40,40,40,40,40,b840fd5611345bbb30c124c94ab197b99caad3eb
1994,January,81,81,81,81,81,81,81,81,81,b840fd5611345bbb30c124c94ab197b99caad3eb
1994,March,154,154,154,154,154,154,154,154,154,b840fd5611345bbb30c124c94ab197b99caad3eb
1994,October,15,15,15,15,15,15,15,15,15,b840fd5611345bbb30c124c94ab197b99caad3eb
1994,November,78,78,78,78,78,78,78,78,78,b840fd5611345bbb30c124c94ab197b99caad3eb
1994,December,20,20,20,20,20,20,20,20,20,b840fd5611345bbb30c124c94ab197b99caad3eb
1994,NA,29,29,29,29,29,29,29,29,29,b840fd5611345bbb30c124c94ab197b99caad3eb
1995,January,129,129,129,129,129,129,129,129,129,b840fd5611345bbb30c124c94ab197b99caad3eb
1995,March,115,115,115,115,115,115,115,115,115,b840fd5611345bbb30c124c94ab197b99caad3eb
1995,October,529,529,529,529,529,529,529,529,529,b840fd5611345bbb30c124c94ab197b99caad3eb
1995,November,437,437,437,437,437,437,437,437,437,b840fd5611345bbb30c124c94ab197b99caad3eb
1995,December,31,31,31,31,31,31,31,31,31,b840fd5611345bbb30c124c94ab197b99caad3eb
