winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,3.5,2,2,2,2,12,21,35.1,86,f52ad89a3cb30698af52fa7601b852bff6205039
1993,0,0,0,0,0,0,0,35.2,81,f52ad89a3cb30698af52fa7601b852bff6205039
1994,0,0,0,0,0,0,0,0,0,f52ad89a3cb30698af52fa7601b852bff6205039
1995,0,0,0,0,0,17,58,128.3,166,f52ad89a3cb30698af52fa7601b852bff6205039
1996,106,54,54,60.8,86.6,131,169,259,313,f52ad89a3cb30698af52fa7601b852bff6205039
1997,29,29,29,29,29,29,46.2,82.05,130,f52ad89a3cb30698af52fa7601b852bff6205039
1998,18,18,18,18,18,18,18,18,18,f52ad89a3cb30698af52fa7601b852bff6205039
1999,3.5,0,0,0,0,14,22.4,41.1,91,f52ad89a3cb30698af52fa7601b852bff6205039
2000,223,102,149,165.8,197.6,246.7,277,341,616,f52ad89a3cb30698af52fa7601b852bff6205039
2001,236,144,162.7,185.4,212,276.4,324,405.5,531,f52ad89a3cb30698af52fa7601b852bff6205039
2002,193.5,100,117.9,148.4,167.6,229,254,334,506,f52ad89a3cb30698af52fa7601b852bff6205039
2003,295,175,215.8,234,257.3,328.4,361.6,440,609,f52ad89a3cb30698af52fa7601b852bff6205039
2004,306,191,234.8,263.4,287,335.7,372.2,477.7,689,f52ad89a3cb30698af52fa7601b852bff6205039
2005,340,209,236,294.8,317,365,403.6,471.4,601,f52ad89a3cb30698af52fa7601b852bff6205039
2006,371.5,264,294.8,321.8,349.3,408.4,454.4,540.4,672,f52ad89a3cb30698af52fa7601b852bff6205039
2007,316,216,250,280,298.6,341.8,374.2,441.7,504,f52ad89a3cb30698af52fa7601b852bff6205039
2008,342,254,278.9,302,322.6,369.4,390.4,462.6,647,f52ad89a3cb30698af52fa7601b852bff6205039
2009,278.5,216,234.8,250,262.3,302.1,326.6,391,482,f52ad89a3cb30698af52fa7601b852bff6205039
2010,257,238,242,249,252.6,261.4,268,284,313,f52ad89a3cb30698af52fa7601b852bff6205039
2011,196.5,182,184,188.8,192,203,208,224.2,242,f52ad89a3cb30698af52fa7601b852bff6205039
2012,129,129,129,129,129,129,129,129,129,f52ad89a3cb30698af52fa7601b852bff6205039
2013,252,252,252,252,252,252,252,252,252,f52ad89a3cb30698af52fa7601b852bff6205039
2014,213,213,213,213,213,213,213,213,213,f52ad89a3cb30698af52fa7601b852bff6205039
2015,242,242,242,242,242,242,242,242,242,f52ad89a3cb30698af52fa7601b852bff6205039
2016,156,156,156,156,156,156,156,156,184,f52ad89a3cb30698af52fa7601b852bff6205039
2017,209,180,188,194,200,214.4,224.2,260,331,f52ad89a3cb30698af52fa7601b852bff6205039
2018,178,126,140,157,167.6,190,203.2,224.6,311,f52ad89a3cb30698af52fa7601b852bff6205039
2019,126.5,88,96.9,110.6,119,135.7,162.2,203,299,f52ad89a3cb30698af52fa7601b852bff6205039
2020,138,96,104.8,117,130.6,146,162,195.2,223,f52ad89a3cb30698af52fa7601b852bff6205039
2021,131.5,89,103,115.8,123.6,143.7,155.2,194,263,f52ad89a3cb30698af52fa7601b852bff6205039
2022,135.5,96,104,117,124.3,147.4,161.2,182.1,225,f52ad89a3cb30698af52fa7601b852bff6205039
2023,104.5,66,72.9,81.6,94.65,114,128.2,157,178,f52ad89a3cb30698af52fa7601b852bff6205039
2024,80,70,71.95,74.8,77.65,82,89,108,112,f52ad89a3cb30698af52fa7601b852bff6205039
