analysis,winter,estimate,se,lcl,ucl
5d91e2941a3185391e36466b1828d2be1ee047ba,1992,1.356,0.41,0.5522,2.159
5d91e2941a3185391e36466b1828d2be1ee047ba,1993,1.324,0.3549,0.6289,2.02
5d91e2941a3185391e36466b1828d2be1ee047ba,1994,1.18,0.3554,0.4837,1.877
5d91e2941a3185391e36466b1828d2be1ee047ba,1995,1.071,0.373,0.3403,1.802
5d91e2941a3185391e36466b1828d2be1ee047ba,1996,1.204,0.3472,0.5236,1.885
5d91e2941a3185391e36466b1828d2be1ee047ba,1997,1.13,0.3774,0.3904,1.87
5d91e2941a3185391e36466b1828d2be1ee047ba,1998,1.183,0.3983,0.4024,1.964
5d91e2941a3185391e36466b1828d2be1ee047ba,1999,1.499,0.3576,0.7978,2.2
5d91e2941a3185391e36466b1828d2be1ee047ba,2000,2.081,0.2848,1.522,2.639
5d91e2941a3185391e36466b1828d2be1ee047ba,2001,2.29,0.2884,1.724,2.855
5d91e2941a3185391e36466b1828d2be1ee047ba,2002,2.833,0.263,2.317,3.348
5d91e2941a3185391e36466b1828d2be1ee047ba,2003,2.898,0.2564,2.395,3.401
5d91e2941a3185391e36466b1828d2be1ee047ba,2004,3.047,0.2517,2.554,3.54
5d91e2941a3185391e36466b1828d2be1ee047ba,2005,3.266,0.2475,2.781,3.751
5d91e2941a3185391e36466b1828d2be1ee047ba,2006,2.979,0.285,2.421,3.538
5d91e2941a3185391e36466b1828d2be1ee047ba,2007,2.973,0.3232,2.34,3.607
5d91e2941a3185391e36466b1828d2be1ee047ba,2008,3.392,0.2592,2.884,3.9
5d91e2941a3185391e36466b1828d2be1ee047ba,2009,3.969,0.2395,3.5,4.439
5d91e2941a3185391e36466b1828d2be1ee047ba,2010,4.007,0.2316,3.553,4.461
5d91e2941a3185391e36466b1828d2be1ee047ba,2011,3.968,0.2794,3.421,4.516
5d91e2941a3185391e36466b1828d2be1ee047ba,2012,4.469,0.2321,4.014,4.924
5d91e2941a3185391e36466b1828d2be1ee047ba,2013,4.317,0.2657,3.796,4.837
5d91e2941a3185391e36466b1828d2be1ee047ba,2014,4.682,0.2248,4.242,5.123
5d91e2941a3185391e36466b1828d2be1ee047ba,2015,4.803,0.2259,4.36,5.245
5d91e2941a3185391e36466b1828d2be1ee047ba,2016,4.746,0.2247,4.306,5.187
5d91e2941a3185391e36466b1828d2be1ee047ba,2017,4.661,0.225,4.22,5.102
5d91e2941a3185391e36466b1828d2be1ee047ba,2018,4.465,0.2577,3.96,4.97
5d91e2941a3185391e36466b1828d2be1ee047ba,2019,4.614,0.2282,4.167,5.061
5d91e2941a3185391e36466b1828d2be1ee047ba,2020,4.746,0.2231,4.308,5.183
5d91e2941a3185391e36466b1828d2be1ee047ba,2021,4.611,0.2402,4.14,5.082
5d91e2941a3185391e36466b1828d2be1ee047ba,2022,4.749,0.2239,4.31,5.188
5d91e2941a3185391e36466b1828d2be1ee047ba,2023,4.579,0.2625,4.065,5.094
5d91e2941a3185391e36466b1828d2be1ee047ba,2024,4.821,0.2562,4.319,5.324
61a1132be2f41107ecf814dfd3681dd79557270b,1992,0.6444,0.3356,-0.01349,1.302
61a1132be2f41107ecf814dfd3681dd79557270b,1993,0.3863,0.2933,-0.1885,0.9612
61a1132be2f41107ecf814dfd3681dd79557270b,1994,0.1401,0.3006,-0.4491,0.7293
61a1132be2f41107ecf814dfd3681dd79557270b,1995,-0.1319,0.3245,-0.7678,0.504
61a1132be2f41107ecf814dfd3681dd79557270b,1996,-0.005473,0.3046,-0.6025,0.5916
61a1132be2f41107ecf814dfd3681dd79557270b,1997,-0.3679,0.3489,-1.052,0.3159
61a1132be2f41107ecf814dfd3681dd79557270b,1998,-0.2922,0.3521,-0.9824,0.398
61a1132be2f41107ecf814dfd3681dd79557270b,1999,0.08049,0.3296,-0.5656,0.7266
61a1132be2f41107ecf814dfd3681dd79557270b,2000,0.7742,0.2685,0.248,1.3
61a1132be2f41107ecf814dfd3681dd79557270b,2001,1.596,0.2394,1.127,2.065
61a1132be2f41107ecf814dfd3681dd79557270b,2002,2.329,0.2187,1.9,2.758
61a1132be2f41107ecf814dfd3681dd79557270b,2003,2.378,0.2218,1.943,2.813
