winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
1993,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
1994,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
1995,11.5,0,0,0.8,4.65,17,28,41.3,90,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
1996,13.5,0,0,2,6,20,27,50.25,72,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
1997,9,0,0,1,3.65,13,21.2,40.75,111,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
1998,7,0,0,1,4,11,19.4,43,125,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
1999,13,0,0,4.8,9,22,29,48,97,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2000,4,4,4,4,4,4,4,4,4,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2001,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2002,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2003,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2004,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2005,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2006,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2007,2,2,2,2,2,2,2,2,2,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2008,4,4,4,4,4,4,4,4,4,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2009,98,98,98,98,98,98,98,98,98,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2010,25,25,25,25,25,25,25,25,74,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2011,9,9,9,9,9,9,9,9,9,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2012,12,12,12,12,12,12,12,12,12,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2013,19,19,19,19,19,19,19,19,19,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2014,45,45,45,45,45,45,45,45,45,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2015,6,6,6,6,6,6,6,6,6,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2016,0,0,0,0,0,0,0,0,0,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2017,23,23,23,23,23,23,23,23,23,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2018,51,51,51,51,51,51,51,51,51,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2019,2,2,2,2,2,2,2,2,2,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2020,34,34,34,34,34,34,34,34,34,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2021,44,44,44,44,44,44,44,44,44,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2022,12,12,12,12,12,12,12,12,12,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2023,26,26,26,26,26,26,26,26,26,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
2024,53,53,53,53,53,53,53,53,53,ea33eb3807b56940c7f9cfde7b941de46e78a5ac
