winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,16,16,16,16,16,16,16,16,16,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
1993,60,60,60,60,60,60,60,62,65,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
1994,4,4,4,4,4,5,7,12.05,16,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
1995,29,29,29,29,29,29,29,29,29,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
1996,17,17,17,17,17,17,19,25.05,33,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
1997,7,7,7,7,7,7,7,7,7,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
1998,10,10,10,10,10,10,10,10,10,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
1999,27,27,27,27,27,27,27,27,27,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2000,18,18,18,18,18,18,18,18,18,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2001,21,21,21,21,21,21,21,21,21,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2002,25,25,25,25,25,25,25,25,25,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2003,43,43,43,43,43,43,43,43,43,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2004,10,10,10,10,10,10,10,10,10,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2005,15,15,15,15,15,15,15,15,15,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2006,12,12,12,12,12,12,12,12,17,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2007,17,16,16,16,16,18,19,22,25,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2008,13,12,12,12,13,14,16,20,26,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2009,15,14,14,14,15,16,17,20.05,31,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2010,47,46,46,46,47,48,50,53.15,62,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2011,36,36,36,36,36,36,36,36,36,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2012,12,12,12,12,12,12,13,15,22,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2013,25,24,24,24,24,25,26,28,35,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2014,29,28,28,28,29,31,33.2,39.2,88,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2015,33,32,32,32,32,34,35,37,40,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2016,55,55,55,55,55,55,55,55,59,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2017,34,34,34,34,34,34,36,40.05,50,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2018,42,42,42,42,42,42,42,42,42,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2019,40,40,40,40,40,40,40,40,40,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2020,40,40,40,40,40,40,40,40,40,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2021,24,24,24,24,24,24,27,37.05,43,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2022,42,42,42,42,42,42,42,48,66,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2023,30,30,30,30,30,30,31,35.1,50,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
2024,272,272,272,272,272,272,272,272,272,673be6b3a605153fcd4859c19b3aa0cf2e977fb6
