winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1993,8,8,8,8,8,10,13.2,30.35,48,8323099d9ae205fb8698fc737354bb30b78df4c3
1994,7,6,6,6,6,8,11,17.05,27,8323099d9ae205fb8698fc737354bb30b78df4c3
1995,32,32,32,32,32,33.35,37.4,50.05,94,8323099d9ae205fb8698fc737354bb30b78df4c3
1996,26.5,25,25,25,25,30,32.2,44.1,56,8323099d9ae205fb8698fc737354bb30b78df4c3
1997,69,63,63,63,64.65,75.35,87.2,115,148,8323099d9ae205fb8698fc737354bb30b78df4c3
1998,141,139,139,139,140,144,150,167.5,317,8323099d9ae205fb8698fc737354bb30b78df4c3
1999,96,91,91,92,94,101,107.2,121.3,154,8323099d9ae205fb8698fc737354bb30b78df4c3
2000,343,330,330,336,339,347.4,357.2,383,421,8323099d9ae205fb8698fc737354bb30b78df4c3
2001,145,105,108.9,123,134,152,175.8,246.4,294,8323099d9ae205fb8698fc737354bb30b78df4c3
2002,359,323,325,335.6,345.6,377.4,398.6,458.1,637,8323099d9ae205fb8698fc737354bb30b78df4c3
2003,531.5,523,523,523,524,541,558.2,591.3,707,8323099d9ae205fb8698fc737354bb30b78df4c3
2004,403,379,379,387,393.6,421,439.8,478,527,8323099d9ae205fb8698fc737354bb30b78df4c3
2005,860,848,848,849,854.6,876.4,905,949.6,1019,8323099d9ae205fb8698fc737354bb30b78df4c3
2006,778,739,741.9,755,763,794,826.4,916.5,1016,8323099d9ae205fb8698fc737354bb30b78df4c3
2007,419,403,406,408,413.6,425,433,459.2,509,8323099d9ae205fb8698fc737354bb30b78df4c3
2008,424.5,405,408,413.8,420.6,430,440.2,475.1,509,8323099d9ae205fb8698fc737354bb30b78df4c3
2009,350.5,334,337,340,344.6,355.4,365.2,405.2,436,8323099d9ae205fb8698fc737354bb30b78df4c3
2010,877,866,867,869,873,880,888.2,909,970,8323099d9ae205fb8698fc737354bb30b78df4c3
2011,984,973,975,978,980,990.4,1001,1027,1150,8323099d9ae205fb8698fc737354bb30b78df4c3
2012,717,553,592,643.8,686,751.7,833,1043,1669,8323099d9ae205fb8698fc737354bb30b78df4c3
2013,405,320,331,351.6,380,430.4,504.2,644.6,731,8323099d9ae205fb8698fc737354bb30b78df4c3
2014,587,511,528.9,551.4,567,617.4,654,850.8,1103,8323099d9ae205fb8698fc737354bb30b78df4c3
2015,535,401,439.8,466.8,509.6,565,625.6,793.6,928,8323099d9ae205fb8698fc737354bb30b78df4c3
2016,724.5,622,636.9,662.8,691.7,772.7,837.6,1040,1662,8323099d9ae205fb8698fc737354bb30b78df4c3
2017,1096,951,974.6,1014,1057,1169,1280,1554,1931,8323099d9ae205fb8698fc737354bb30b78df4c3
2018,520,458,465,485,503.3,552.4,597,710.2,1000,8323099d9ae205fb8698fc737354bb30b78df4c3
2019,959,946,948,950,954,964.4,978,1051,1091,8323099d9ae205fb8698fc737354bb30b78df4c3
2020,898,872,877,882,890,910.4,947.4,1039,1270,8323099d9ae205fb8698fc737354bb30b78df4c3
2021,942,933,933,936,938.6,945,950,966,995,8323099d9ae205fb8698fc737354bb30b78df4c3
2022,647,630,635,639,643.7,653,662.2,684.4,744,8323099d9ae205fb8698fc737354bb30b78df4c3
2023,594,568,570.9,579,586,598,612,638.1,712,8323099d9ae205fb8698fc737354bb30b78df4c3
2024,980,949,956,963.8,970,992,1005,1032,1096,8323099d9ae205fb8698fc737354bb30b78df4c3
