winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,515,502,502,504,509,526.4,540,566.1,616,68a90a2b1014343153e6c3f09aa645e5cc866244
1993,380.5,330,341.7,356.2,366.6,400.4,432.2,544,641,68a90a2b1014343153e6c3f09aa645e5cc866244
1994,338,338,338,338,338,355.4,388.4,468.8,619,68a90a2b1014343153e6c3f09aa645e5cc866244
1995,363,363,363,363,363,363,363,363,388,68a90a2b1014343153e6c3f09aa645e5cc866244
1996,466,466,466,466,466,466,466,470.8,587,68a90a2b1014343153e6c3f09aa645e5cc866244
1997,390,390,390,390,390,470.7,710.8,1424,2865,68a90a2b1014343153e6c3f09aa645e5cc866244
1998,362,362,362,362,362,362,385,443.2,513,68a90a2b1014343153e6c3f09aa645e5cc866244
1999,665.5,643,643,643,649.6,682.8,733,987.5,2090,68a90a2b1014343153e6c3f09aa645e5cc866244
2000,608.5,573,573,580,593,626,643.6,710.2,833,68a90a2b1014343153e6c3f09aa645e5cc866244
2001,649,649,649,649,649,656,673,713.3,758,68a90a2b1014343153e6c3f09aa645e5cc866244
2002,594,594,594,594,594,594,594,594,623,68a90a2b1014343153e6c3f09aa645e5cc866244
2003,555,555,555,555,555,560,568.2,588,629,68a90a2b1014343153e6c3f09aa645e5cc866244
2004,535,535,535,535,535,535,538.2,597.8,800,68a90a2b1014343153e6c3f09aa645e5cc866244
2005,879,879,879,879,879,879,879,879,879,68a90a2b1014343153e6c3f09aa645e5cc866244
2006,833,833,833,833,833,833,833,833,833,68a90a2b1014343153e6c3f09aa645e5cc866244
2007,643,643,643,643,643,643,643,643,643,68a90a2b1014343153e6c3f09aa645e5cc866244
2008,1089,1089,1089,1089,1089,1089,1089,1089,1089,68a90a2b1014343153e6c3f09aa645e5cc866244
2009,709,709,709,709,709,709,709,709,709,68a90a2b1014343153e6c3f09aa645e5cc866244
2010,835,835,835,835,835,835,835,835,835,68a90a2b1014343153e6c3f09aa645e5cc866244
2011,552,552,552,552,552,552,552,552,552,68a90a2b1014343153e6c3f09aa645e5cc866244
2012,349,349,349,349,349,349,349,349,349,68a90a2b1014343153e6c3f09aa645e5cc866244
2013,356,356,356,356,356,356,356,356,356,68a90a2b1014343153e6c3f09aa645e5cc866244
2014,360,360,360,360,360,360,360,360,360,68a90a2b1014343153e6c3f09aa645e5cc866244
2015,331,331,331,331,331,331,331,331,331,68a90a2b1014343153e6c3f09aa645e5cc866244
2016,345,345,345,345,345,345,345,345,345,68a90a2b1014343153e6c3f09aa645e5cc866244
2017,550,550,550,550,550,550,550,551.2,1037,68a90a2b1014343153e6c3f09aa645e5cc866244
2018,501,501,501,501,501,501,501,501,501,68a90a2b1014343153e6c3f09aa645e5cc866244
2019,518,518,518,518,518,518,521.2,538,565,68a90a2b1014343153e6c3f09aa645e5cc866244
2020,685,685,685,685,685,685,685,685,685,68a90a2b1014343153e6c3f09aa645e5cc866244
2021,539.5,534,534,534,534.7,545.4,550.4,567.3,592,68a90a2b1014343153e6c3f09aa645e5cc866244
2022,273,273,273,273,273,273,273,273,273,68a90a2b1014343153e6c3f09aa645e5cc866244
2023,432,432,432,432,432,432,432,432,432,68a90a2b1014343153e6c3f09aa645e5cc866244
2024,381,380,380,380,380,384,390.4,407.4,458,68a90a2b1014343153e6c3f09aa645e5cc866244
