winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,0,0,0,0,0,0,0,0,0,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2001,0,0,0,0,0,0,0,0,0,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2002,6,6,6,6,6,6,6,6,6,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2003,5,5,5,5,5,5,5,5,5,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2004,4,4,4,4,4,4,4,4,6,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2005,7,7,7,7,7,7,7,7,7,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2006,5,5,5,5,5,5,5,5,5,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2007,3,3,3,3,3,3,3,3,3,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2008,5,5,5,5,5,5,5,5,5,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2009,4,4,4,4,4,4,4,4,9,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2010,5,0,2,3,4,6,8,11.05,17,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2011,5,3,3,4,5,6,7,12,14,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2012,6,2,3,4,5,6,8,11,16,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2013,5,1,2,4,4,6,7,10,14,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2014,4,2,2,2,3,5,6,8,11,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2015,2,2,2,2,2,2,2,2,2,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2016,5,5,5,5,5,5,5,5,5,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2017,4,4,4,4,4,4,4,4,4,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2018,6,6,6,6,6,6,6,6,6,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2019,5,5,5,5,5,5,5,5,5,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2020,9,9,9,9,9,9,9,9,9,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2021,3,3,3,3,3,3,3,3,3,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2022,4,4,4,4,4,4,4,4,4,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2023,5,5,5,5,5,5,5,5,5,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
2024,9,9,9,9,9,9,9,9,9,2892db8e372b22efa0cc6778255c9e7b1bdb5f57
