winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,244.5,108,126.8,165.8,201.3,299,392,503,701,8e7b9211049b1fc0d0072ff652681fe4fae405bf
1993,365,293,293,305.8,342.6,440.7,478,663.9,935,8e7b9211049b1fc0d0072ff652681fe4fae405bf
1994,497.5,446,446,446,463.9,580.7,662.4,782.5,1228,8e7b9211049b1fc0d0072ff652681fe4fae405bf
1995,329.5,195,223.6,251.8,299,387.5,493.4,652.2,1029,8e7b9211049b1fc0d0072ff652681fe4fae405bf
1996,414,335,341.9,354,379.6,459.7,528.6,653.8,910,8e7b9211049b1fc0d0072ff652681fe4fae405bf
1997,517.5,157,202.9,314.2,387.5,651.4,829,1184,1832,8e7b9211049b1fc0d0072ff652681fe4fae405bf
1998,277,274,274,274,274,281.4,292.2,320.4,355,8e7b9211049b1fc0d0072ff652681fe4fae405bf
1999,273.5,268,268,268,268,283,295,327.4,467,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2000,466,466,466,466,466,466,466,466,466,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2001,297,297,297,297,297,297,297,392.2,728,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2002,630,630,630,630,630,630,630,731.5,1852,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2003,223,223,223,223,223,223,223,223,223,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2004,1280,1277,1277,1277,1277,1284,1292,1311,1573,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2005,358,358,358,358,358,358,358,374,380,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2006,660,654,654,654,655.6,664.4,672.2,694.1,831,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2007,462,461,461,461,461,466,472,485.2,529,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2008,392.5,371,371,375,381.6,406.4,425,510.1,611,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2009,746,746,746,746,746,753.4,784.2,860.1,1021,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2010,615,519,519,527.8,568.6,677.7,753.4,1005,1356,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2011,760,701,701,707.6,727,821.7,878.6,1082,1618,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2012,1482,1457,1457,1457,1460,1518,1608,1977,2279,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2013,1054,1014,1014,1016,1028,1113,1201,1439,2380,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2014,1044,1044,1044,1044,1044,1044,1045,1060,1074,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2015,1317,1317,1317,1317,1317,1317,1317,1317,1317,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2016,2080,2080,2080,2080,2080,2080,2080,2080,2080,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2017,972,972,972,972,972,972,972,972,985,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2018,2035,2035,2035,2035,2035,2035,2035,2035,2035,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2019,1076,1076,1076,1076,1076,1076,1076,1076,1076,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2020,970,970,970,970,970,970,970,970,970,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2021,864,864,864,864,864,864,864,864,864,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2022,1196,1196,1196,1196,1196,1196,1196,1196,1196,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2023,1580,1580,1580,1580,1580,1580,1580,1580,1580,8e7b9211049b1fc0d0072ff652681fe4fae405bf
2024,1944,1944,1944,1944,1944,1944,1944,1944,1956,8e7b9211049b1fc0d0072ff652681fe4fae405bf
