winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,43,43,43,43,43,43,43,52.1,93,90869bab3f3e43ce47c8b5722b95a127376e2353
1993,48,48,48,48,48,48,48,48,48,90869bab3f3e43ce47c8b5722b95a127376e2353
1994,125,125,125,125,125,125,125,125,125,90869bab3f3e43ce47c8b5722b95a127376e2353
1995,64,64,64,64,64,64,64,64,64,90869bab3f3e43ce47c8b5722b95a127376e2353
1996,64,64,64,64,64,64,64,64,64,90869bab3f3e43ce47c8b5722b95a127376e2353
1997,101,101,101,101,101,101,101,101,101,90869bab3f3e43ce47c8b5722b95a127376e2353
1998,22,22,22,22,22,22,22,22,22,90869bab3f3e43ce47c8b5722b95a127376e2353
1999,23,23,23,23,23,23,23,23,23,90869bab3f3e43ce47c8b5722b95a127376e2353
2000,63,63,63,63,63,63,63,63,63,90869bab3f3e43ce47c8b5722b95a127376e2353
2001,44,44,44,44,44,44,44,44,44,90869bab3f3e43ce47c8b5722b95a127376e2353
2002,56,56,56,56,56,56,57.2,63.1,73,90869bab3f3e43ce47c8b5722b95a127376e2353
2003,48,48,48,48,48,48,48,48,48,90869bab3f3e43ce47c8b5722b95a127376e2353
2004,59,59,59,59,59,59,59,59,59,90869bab3f3e43ce47c8b5722b95a127376e2353
2005,34,34,34,34,34,34,34,34,34,90869bab3f3e43ce47c8b5722b95a127376e2353
2006,34,34,34,34,34,36,38,43.05,48,90869bab3f3e43ce47c8b5722b95a127376e2353
2007,34,33,33,33,33,35.35,38,42,57,90869bab3f3e43ce47c8b5722b95a127376e2353
2008,173,173,173,173,173,174,176,180,185,90869bab3f3e43ce47c8b5722b95a127376e2353
2009,49,49,49,49,49,49,49,49,49,90869bab3f3e43ce47c8b5722b95a127376e2353
2010,45,45,45,45,45,45,45,45,45,90869bab3f3e43ce47c8b5722b95a127376e2353
2011,26,26,26,26,26,27,28,33,42,90869bab3f3e43ce47c8b5722b95a127376e2353
2012,30,30,30,30,30,30,30,30,30,90869bab3f3e43ce47c8b5722b95a127376e2353
2013,22,22,22,22,22,22,22,22,22,90869bab3f3e43ce47c8b5722b95a127376e2353
2014,96,96,96,96,96,96,96,96,96,90869bab3f3e43ce47c8b5722b95a127376e2353
2015,32,32,32,32,32,32,32,32,32,90869bab3f3e43ce47c8b5722b95a127376e2353
2016,50,50,50,50,50,50,50,50,50,90869bab3f3e43ce47c8b5722b95a127376e2353
2017,70,70,70,70,70,70,70,90,135,90869bab3f3e43ce47c8b5722b95a127376e2353
2018,54,54,54,54,54,54,54,54,54,90869bab3f3e43ce47c8b5722b95a127376e2353
2019,80,80,80,80,80,80,80,80,80,90869bab3f3e43ce47c8b5722b95a127376e2353
2020,82,82,82,82,82,82,82,82,82,90869bab3f3e43ce47c8b5722b95a127376e2353
2021,158,158,158,158,158,158,158,158,158,90869bab3f3e43ce47c8b5722b95a127376e2353
2022,110,110,110,110,110,110,110,110,110,90869bab3f3e43ce47c8b5722b95a127376e2353
2023,119,119,119,119,119,119,119,119,119,90869bab3f3e43ce47c8b5722b95a127376e2353
2024,112,112,112,112,112,112,112,112,112,90869bab3f3e43ce47c8b5722b95a127376e2353
