winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2003,12,12,12,12,12,12,12,12,12,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2004,16,16,16,16,16,16,16,19,27,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2005,19,19,19,19,19,19,19,22.1,29,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2006,99,99,99,99,99,100,101,103,105,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2007,12,12,12,12,12,12,13,14,18,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2008,12,12,12,12,12,12,12,12,12,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2009,9,9,9,9,9,9,9,9,9,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2010,4,3,3,3,4,6,6.2,8,12,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2011,8,6,6,7,7,9,9.2,11.05,15,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2012,12,11,11,11,11,13,14,17,21,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2013,16,16,16,16,16,16.35,18,19,21,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2014,12,12,12,12,12,12,13,15,25,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2015,17,12,13,15,16,19,21,24,32,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2016,17,12,12,14,15,18,21,26.05,37,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2017,33.5,29,30,31,32.65,36,37,42,47,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2018,25,19,19,22,23,26,29,36,43,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2019,33,29,29,30,31,34.35,37,41.05,49,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2020,39,39,39,39,39,40,40,41,44,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2021,43,43,43,43,43,44,45.2,47,50,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2022,98,98,98,98,98,98,98,98,98,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2023,58,56,56,57,57,59,60.2,63,65,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
2024,40,40,40,40,40,40,40,40,40,dccd3eb55f70773724cc61f1ad109eb7f0d8ab7b
