winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,4478,4096,4200,4289,4404,4643,4766,5025,5301,5346fd922399881a18cdac23727f1e91e34e1918
1993,6169,5614,5777,5941,6049,6280,6484,6829,7412,5346fd922399881a18cdac23727f1e91e34e1918
1994,8813,8743,8756,8781,8795,8834,8867,8916,8984,5346fd922399881a18cdac23727f1e91e34e1918
1995,8152,8134,8134,8134,8142,8165,8184,8222,8265,5346fd922399881a18cdac23727f1e91e34e1918
1996,6205,6016,6044,6096,6151,6255,6403,6567,6798,5346fd922399881a18cdac23727f1e91e34e1918
1997,9018,9018,9018,9018,9018,9018,9018,9018,9018,5346fd922399881a18cdac23727f1e91e34e1918
1998,5786,5786,5786,5786,5786,5791,5799,5818,5846,5346fd922399881a18cdac23727f1e91e34e1918
1999,9098,8891,8934,8996,9037,9164,9214,9559,9947,5346fd922399881a18cdac23727f1e91e34e1918
2000,9556,9241,9290,9356,9422,9648,9786,9994,10810,5346fd922399881a18cdac23727f1e91e34e1918
2001,8884,8702,8729,8782,8831,8932,9117,9448,9984,5346fd922399881a18cdac23727f1e91e34e1918
2002,12740,12700,12700,12720,12730,12760,12800,12850,12950,5346fd922399881a18cdac23727f1e91e34e1918
2003,13830,13700,13720,13760,13800,13860,13920,14070,14240,5346fd922399881a18cdac23727f1e91e34e1918
2004,7742,7718,7718,7720,7729,7760,7783,7820,7915,5346fd922399881a18cdac23727f1e91e34e1918
2005,6066,6040,6040,6044,6056,6076,6088,6113,6256,5346fd922399881a18cdac23727f1e91e34e1918
2006,8689,8660,8660,8670,8680,8701,8721,8787,8811,5346fd922399881a18cdac23727f1e91e34e1918
2007,4713,4713,4713,4713,4713,4713,4713,4713,4758,5346fd922399881a18cdac23727f1e91e34e1918
2008,4692,4692,4692,4692,4692,4692,4692,4773,5062,5346fd922399881a18cdac23727f1e91e34e1918
2009,6779,6779,6779,6779,6779,6779,6779,6779,6779,5346fd922399881a18cdac23727f1e91e34e1918
2010,7274,7274,7274,7274,7274,7274,7274,7274,7356,5346fd922399881a18cdac23727f1e91e34e1918
2011,7874,7629,7664,7727,7789,8002,8116,8363,8924,5346fd922399881a18cdac23727f1e91e34e1918
2012,6663,6663,6663,6663,6663,6663,6663,6663,6663,5346fd922399881a18cdac23727f1e91e34e1918
2013,8559,8529,8529,8537,8546,8569,8588,8626,8707,5346fd922399881a18cdac23727f1e91e34e1918
2014,6904,6880,6880,6885,6896,6915,6934,6979,7088,5346fd922399881a18cdac23727f1e91e34e1918
2015,5508,5495,5495,5500,5504,5522,5533,5562,5611,5346fd922399881a18cdac23727f1e91e34e1918
2016,5589,5589,5589,5589,5589,5591,5677,5865,6334,5346fd922399881a18cdac23727f1e91e34e1918
2017,6154,6154,6154,6154,6154,6154,6154,6154,6154,5346fd922399881a18cdac23727f1e91e34e1918
2018,4398,4398,4398,4398,4398,4398,4398,4398,4410,5346fd922399881a18cdac23727f1e91e34e1918
2019,4365,4330,4330,4330,4335,4412,4459,4686,4778,5346fd922399881a18cdac23727f1e91e34e1918
2020,3758,3729,3731,3741,3752,3772,3795,3849,3944,5346fd922399881a18cdac23727f1e91e34e1918
2021,5362,5333,5333,5340,5354,5378,5402,5476,5589,5346fd922399881a18cdac23727f1e91e34e1918
2022,4103,4103,4103,4103,4103,4103,4103,4103,4103,5346fd922399881a18cdac23727f1e91e34e1918
2023,1832,1801,1801,1813,1823,1850,1886,1967,1997,5346fd922399881a18cdac23727f1e91e34e1918
2024,2494,2354,2363,2408,2445,2576,2662,2880,3119,5346fd922399881a18cdac23727f1e91e34e1918
