winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1993,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
1994,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
1995,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
1996,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
1997,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
1998,4,4,4,4,4,4,4,4,4,d0dde81fbe66bb9826559567951c2011117c188d
1999,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
2000,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
2001,0,0,0,0,0,0,0,0,0,d0dde81fbe66bb9826559567951c2011117c188d
2002,3,3,3,3,3,3,3,3,3,d0dde81fbe66bb9826559567951c2011117c188d
2003,2,2,2,2,2,2,2,2,2,d0dde81fbe66bb9826559567951c2011117c188d
2004,4,4,4,4,4,4,4,4,4,d0dde81fbe66bb9826559567951c2011117c188d
2005,2,2,2,2,2,2,2,2,2,d0dde81fbe66bb9826559567951c2011117c188d
2006,17,17,17,17,17,17,17,17,17,d0dde81fbe66bb9826559567951c2011117c188d
2007,40,40,40,40,40,40,40,40,40,d0dde81fbe66bb9826559567951c2011117c188d
2008,37,37,37,37,37,37,37,37,37,d0dde81fbe66bb9826559567951c2011117c188d
2009,27,27,27,27,27,27,27,27,27,d0dde81fbe66bb9826559567951c2011117c188d
2010,14,14,14,14,14,14,14,14,14,d0dde81fbe66bb9826559567951c2011117c188d
2011,31,31,31,31,31,31,31,31,31,d0dde81fbe66bb9826559567951c2011117c188d
2012,109,109,109,109,109,109,109,109,109,d0dde81fbe66bb9826559567951c2011117c188d
2013,13,13,13,13,13,13,13,13,13,d0dde81fbe66bb9826559567951c2011117c188d
2014,43,43,43,43,43,43,43,43,43,d0dde81fbe66bb9826559567951c2011117c188d
2015,26,26,26,26,26,26,26,26,26,d0dde81fbe66bb9826559567951c2011117c188d
2016,46,46,46,46,46,46,46,46,46,d0dde81fbe66bb9826559567951c2011117c188d
2017,142,142,142,142,142,142,142,142,142,d0dde81fbe66bb9826559567951c2011117c188d
2018,73,73,73,73,73,73,73,73,73,d0dde81fbe66bb9826559567951c2011117c188d
2019,62,62,62,62,62,62,62,62,62,d0dde81fbe66bb9826559567951c2011117c188d
2020,87,87,87,87,87,87,87,87,87,d0dde81fbe66bb9826559567951c2011117c188d
2021,26,26,26,26,26,26,26,26,26,d0dde81fbe66bb9826559567951c2011117c188d
2022,33,33,33,33,33,33,33,33,33,d0dde81fbe66bb9826559567951c2011117c188d
2023,32,32,32,32,32,32,32,32,32,d0dde81fbe66bb9826559567951c2011117c188d
2024,34,34,34,34,34,34,34,34,34,d0dde81fbe66bb9826559567951c2011117c188d
