analysis,centre_winter,duration,estimate,se,lcl,ucl
3a5dfd551aea7ed7c938ef317e286895ff219092,1994,5,8.455,0.04385,8.369,8.54
3a5dfd551aea7ed7c938ef317e286895ff219092,1995,5,8.445,0.04454,8.357,8.532
3a5dfd551aea7ed7c938ef317e286895ff219092,1996,5,8.388,0.04708,8.295,8.48
3a5dfd551aea7ed7c938ef317e286895ff219092,1997,5,8.414,0.04713,8.322,8.507
3a5dfd551aea7ed7c938ef317e286895ff219092,1998,5,8.47,0.04617,8.38,8.561
3a5dfd551aea7ed7c938ef317e286895ff219092,1999,5,8.53,0.04436,8.443,8.617
3a5dfd551aea7ed7c938ef317e286895ff219092,2000,5,8.636,0.04034,8.557,8.715
3a5dfd551aea7ed7c938ef317e286895ff219092,2001,5,8.778,0.03849,8.703,8.853
3a5dfd551aea7ed7c938ef317e286895ff219092,2002,5,8.76,0.03776,8.686,8.834
3a5dfd551aea7ed7c938ef317e286895ff219092,2003,5,8.735,0.03684,8.663,8.807
3a5dfd551aea7ed7c938ef317e286895ff219092,2004,5,8.697,0.03665,8.626,8.769
3a5dfd551aea7ed7c938ef317e286895ff219092,2005,5,8.57,0.03682,8.498,8.642
3a5dfd551aea7ed7c938ef317e286895ff219092,2006,5,8.431,0.0383,8.355,8.506
3a5dfd551aea7ed7c938ef317e286895ff219092,2007,5,8.42,0.03737,8.347,8.493
3a5dfd551aea7ed7c938ef317e286895ff219092,2008,5,8.424,0.03775,8.35,8.498
3a5dfd551aea7ed7c938ef317e286895ff219092,2009,5,8.406,0.0386,8.33,8.482
3a5dfd551aea7ed7c938ef317e286895ff219092,2010,5,8.428,0.04029,8.349,8.507
3a5dfd551aea7ed7c938ef317e286895ff219092,2011,5,8.452,0.0415,8.37,8.533
3a5dfd551aea7ed7c938ef317e286895ff219092,2012,5,8.439,0.04309,8.355,8.524
3a5dfd551aea7ed7c938ef317e286895ff219092,2013,5,8.41,0.04458,8.322,8.497
3a5dfd551aea7ed7c938ef317e286895ff219092,2014,5,8.388,0.04535,8.299,8.477
3a5dfd551aea7ed7c938ef317e286895ff219092,2015,5,8.357,0.04548,8.267,8.446
3a5dfd551aea7ed7c938ef317e286895ff219092,2016,5,8.265,0.04481,8.177,8.353
3a5dfd551aea7ed7c938ef317e286895ff219092,2017,5,8.178,0.04217,8.096,8.261
3a5dfd551aea7ed7c938ef317e286895ff219092,2018,5,8.063,0.041,7.983,8.143
3a5dfd551aea7ed7c938ef317e286895ff219092,2019,5,7.984,0.03915,7.908,8.061
3a5dfd551aea7ed7c938ef317e286895ff219092,2020,5,7.905,0.03818,7.83,7.98
