winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1999,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2000,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2001,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2002,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2003,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2004,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2005,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2006,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2007,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2008,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2009,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2010,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2011,1,1,1,1,1,1,1,1,1,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2012,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2013,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2014,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2015,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2016,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2017,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2018,0,0,0,0,0,0,0,0,0,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
2019,1,1,1,1,1,1,1,1,1,f980bbdcc8a6801b2b6be8f32dd4943b0dcac206
