winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,218,24,46.8,105.4,151,301.4,417.6,666.4,1171,9c3a930870ee56261a989211b42b37a86cb8b130
1993,92,1,7,37.8,62.6,116.5,160,231.7,376,9c3a930870ee56261a989211b42b37a86cb8b130
1994,303,30,85.8,157.8,207.4,365.4,503.4,856.4,1742,9c3a930870ee56261a989211b42b37a86cb8b130
1995,7,7,7,7,7,7,7,7,7,9c3a930870ee56261a989211b42b37a86cb8b130
1996,431.5,124,150.1,219,313.5,519.2,687.8,1164,1580,9c3a930870ee56261a989211b42b37a86cb8b130
1997,46,46,46,46,46,46,46,46,46,9c3a930870ee56261a989211b42b37a86cb8b130
1998,79,79,79,79,79,79,79,79,79,9c3a930870ee56261a989211b42b37a86cb8b130
1999,116.5,71,71,74,100.9,140.4,193.4,320.6,497,9c3a930870ee56261a989211b42b37a86cb8b130
2000,277,187,187,187,207,462.6,584,892.1,1626,9c3a930870ee56261a989211b42b37a86cb8b130
2001,490.5,259,259,322.4,401.2,593.8,729.2,1113,1867,9c3a930870ee56261a989211b42b37a86cb8b130
2002,351,351,351,351,351,351,351,525,841,9c3a930870ee56261a989211b42b37a86cb8b130
2003,864.5,405,476,612,752.6,989.4,1182,1564,2846,9c3a930870ee56261a989211b42b37a86cb8b130
2004,277,250,251,256,266.3,305,355.6,585.1,1102,9c3a930870ee56261a989211b42b37a86cb8b130
2005,547.5,541,541,541,543,563,585.2,714.3,1692,9c3a930870ee56261a989211b42b37a86cb8b130
2006,749,646,649,670.8,706.6,835.7,931.4,1455,2365,9c3a930870ee56261a989211b42b37a86cb8b130
2007,597,556,556,560.8,575.6,627.4,718.4,1280,1854,9c3a930870ee56261a989211b42b37a86cb8b130
2008,828,806,806,806,812.6,885.4,938,1186,1553,9c3a930870ee56261a989211b42b37a86cb8b130
2009,1223,1223,1223,1223,1223,1223,1223,1223,1223,9c3a930870ee56261a989211b42b37a86cb8b130
2010,1020,1015,1015,1015,1015,1033,1077,1185,1393,9c3a930870ee56261a989211b42b37a86cb8b130
2011,730,730,730,730,730,733.3,750,798.1,879,9c3a930870ee56261a989211b42b37a86cb8b130
2012,287,287,287,287,287,287,287,287,303,9c3a930870ee56261a989211b42b37a86cb8b130
2013,424,424,424,424,424,424,424,424,424,9c3a930870ee56261a989211b42b37a86cb8b130
2014,291,291,291,291,291,291,326,451.6,637,9c3a930870ee56261a989211b42b37a86cb8b130
2015,470,470,470,470,470,470,470,470,470,9c3a930870ee56261a989211b42b37a86cb8b130
2016,144,144,144,144,144,144,144,201.8,735,9c3a930870ee56261a989211b42b37a86cb8b130
2017,134.5,118,118,118,120,158,190.2,295.3,534,9c3a930870ee56261a989211b42b37a86cb8b130
2018,318,317,317,317,317,321.4,333.2,369.5,625,9c3a930870ee56261a989211b42b37a86cb8b130
2019,225,225,225,225,225,225,225,310.2,623,9c3a930870ee56261a989211b42b37a86cb8b130
2020,96,74,74,74,74.65,118.4,171.4,323.2,662,9c3a930870ee56261a989211b42b37a86cb8b130
2021,166,162,162,162,162,193.4,227.2,335.7,659,9c3a930870ee56261a989211b42b37a86cb8b130
2022,137,137,137,137,137,137,137,154.1,208,9c3a930870ee56261a989211b42b37a86cb8b130
2023,144.5,73,73,84.2,96.3,202,252.8,531.5,958,9c3a930870ee56261a989211b42b37a86cb8b130
2024,87,87,87,87,87,113.4,250.2,856.9,1786,9c3a930870ee56261a989211b42b37a86cb8b130
