winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,January,41.5,0,0,4.8,14.3,72.4,138.8,322.7,693,30292faa1e74ced0ee51001055657c462a854288
1992,March,65,0,0,9.8,29.95,119,187.6,373.3,1144,30292faa1e74ced0ee51001055657c462a854288
1992,October,3,0,0,0,0,22.35,64.4,212.8,562,30292faa1e74ced0ee51001055657c462a854288
1992,November,38.5,0,0,0,14.65,71.35,144.2,454.1,1171,30292faa1e74ced0ee51001055657c462a854288
1992,December,16,0,0,1,5.65,41.1,105.6,228.1,665,30292faa1e74ced0ee51001055657c462a854288
1992,NA,46.5,0,0,5,15,86.05,169.4,376.1,741,30292faa1e74ced0ee51001055657c462a854288
1993,January,3,1,1,1,1,14.35,53,130.1,231,30292faa1e74ced0ee51001055657c462a854288
1993,March,1.5,0,0,0,0,10,30.2,119.2,312,30292faa1e74ced0ee51001055657c462a854288
1993,October,0,0,0,0,0,4.7,23.2,149.5,282,30292faa1e74ced0ee51001055657c462a854288
1993,November,13.5,0,0,0,4.65,36.35,63,143.5,228,30292faa1e74ced0ee51001055657c462a854288
1993,December,18.5,0,0,0,4.65,34.35,59.8,159.2,222,30292faa1e74ced0ee51001055657c462a854288
1993,NA,5,0,0,0,0,22.05,66.4,141.1,376,30292faa1e74ced0ee51001055657c462a854288
1994,January,42.5,0,0,2,15.6,80,166,383,841,30292faa1e74ced0ee51001055657c462a854288
1994,March,60,6,6,7,24.6,104.1,199,541.3,1206,30292faa1e74ced0ee51001055657c462a854288
1994,October,34,0,0,4,19,63.7,116.6,398.6,727,30292faa1e74ced0ee51001055657c462a854288
1994,November,21,2,2,2,9,38.7,97.8,659.8,1742,30292faa1e74ced0ee51001055657c462a854288
1994,December,31,11,11,11,15,81,164.4,320,1089,30292faa1e74ced0ee51001055657c462a854288
1994,NA,90,4,5.95,22.8,59.3,130,249.2,403.2,777,30292faa1e74ced0ee51001055657c462a854288
1995,January,7,7,7,7,7,7,7,7,7,30292faa1e74ced0ee51001055657c462a854288
1995,March,0,0,0,0,0,0,0,0,0,30292faa1e74ced0ee51001055657c462a854288
