winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,7,7,7,7,7,7,7,7,7,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2001,11,11,11,11,11,11,11,11,11,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2002,6,6,6,6,6,6,6,6,6,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2003,6,6,6,6,6,6,6,6,6,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2004,8,8,8,8,8,8,8,8,8,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2005,4,4,4,4,4,4,4,4,4,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2006,9,9,9,9,9,9,9,9,9,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2007,5,1,2,3,4,7,10.2,15.05,33,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2008,5,1,2,3,4,7,10,18.05,28,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2009,12,10,10,10,11,13,15,21.05,28,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2010,7,4,4,5,6,9,12,20,42,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2011,16,15,15,15,16,17,18,20.05,36,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2012,9,8,8,8,9,11,12.2,15.05,19,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2013,16,15,15,15,16,17,20,24,40,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2014,8,2,2,4,6,11.35,17,38.1,76,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2015,18.5,16,16,17,17,20,22.2,25.05,40,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2016,14.5,13,13,13,14,18.35,25.4,70.55,195,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2017,38,38,38,38,38,38,38,38,38,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2018,19,19,19,19,19,19,19,19,19,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2019,22,22,22,22,22,22,22,22,22,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2020,380,380,380,380,380,380,380,380,380,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2021,31,31,31,31,31,31,31,31,31,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2022,40,40,40,40,40,40,40,40,40,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2023,15,15,15,15,15,15,15,15,15,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
2024,15,15,15,15,15,15,15,15,15,73711c5f7227f3e3e3a4a15e52875e7c2f13b618
