analysis,winter,estimate,se,lcl,ucl
73b3187b9dcea46fdd00d4be39bbe052c750c349,1992,1.971,0.4284,1.132,2.811
73b3187b9dcea46fdd00d4be39bbe052c750c349,1993,1.829,0.3436,1.155,2.502
73b3187b9dcea46fdd00d4be39bbe052c750c349,1994,1.681,0.2965,1.1,2.262
73b3187b9dcea46fdd00d4be39bbe052c750c349,1995,1.54,0.2895,0.9723,2.107
73b3187b9dcea46fdd00d4be39bbe052c750c349,1996,1.412,0.3092,0.8057,2.018
73b3187b9dcea46fdd00d4be39bbe052c750c349,1997,1.307,0.3349,0.6503,1.963
73b3187b9dcea46fdd00d4be39bbe052c750c349,1998,1.231,0.3515,0.542,1.92
73b3187b9dcea46fdd00d4be39bbe052c750c349,1999,1.184,0.3549,0.4889,1.88
73b3187b9dcea46fdd00d4be39bbe052c750c349,2000,1.165,0.3455,0.4881,1.842
73b3187b9dcea46fdd00d4be39bbe052c750c349,2001,1.168,0.328,0.5247,1.81
73b3187b9dcea46fdd00d4be39bbe052c750c349,2002,1.187,0.3066,0.5859,1.788
73b3187b9dcea46fdd00d4be39bbe052c750c349,2003,1.214,0.2875,0.6507,1.778
73b3187b9dcea46fdd00d4be39bbe052c750c349,2004,1.251,0.2708,0.72,1.781
73b3187b9dcea46fdd00d4be39bbe052c750c349,2005,1.295,0.2581,0.7887,1.8
73b3187b9dcea46fdd00d4be39bbe052c750c349,2006,1.344,0.2524,0.8494,1.839
73b3187b9dcea46fdd00d4be39bbe052c750c349,2007,1.392,0.2569,0.8886,1.896
73b3187b9dcea46fdd00d4be39bbe052c750c349,2008,1.43,0.2705,0.8999,1.96
73b3187b9dcea46fdd00d4be39bbe052c750c349,2009,1.451,0.2879,0.8865,2.015
73b3187b9dcea46fdd00d4be39bbe052c750c349,2010,1.442,0.3004,0.8532,2.031
73b3187b9dcea46fdd00d4be39bbe052c750c349,2011,1.392,0.2998,0.8045,1.98
73b3187b9dcea46fdd00d4be39bbe052c750c349,2012,1.311,0.2914,0.7396,1.882
73b3187b9dcea46fdd00d4be39bbe052c750c349,2013,1.206,0.2816,0.6541,1.758
73b3187b9dcea46fdd00d4be39bbe052c750c349,2014,1.08,0.2761,0.5389,1.621
73b3187b9dcea46fdd00d4be39bbe052c750c349,2015,0.9439,0.2803,0.3945,1.493
73b3187b9dcea46fdd00d4be39bbe052c750c349,2016,0.8059,0.2933,0.2311,1.381
73b3187b9dcea46fdd00d4be39bbe052c750c349,2017,0.6711,0.3118,0.0599,1.282
73b3187b9dcea46fdd00d4be39bbe052c750c349,2018,0.5387,0.3353,-0.1186,1.196
73b3187b9dcea46fdd00d4be39bbe052c750c349,2019,0.4114,0.3629,-0.3,1.123
73b3187b9dcea46fdd00d4be39bbe052c750c349,2020,0.2903,0.3955,-0.4849,1.065
73b3187b9dcea46fdd00d4be39bbe052c750c349,2021,0.1784,0.4342,-0.6725,1.029
73b3187b9dcea46fdd00d4be39bbe052c750c349,2022,0.07502,0.4833,-0.8723,1.022
73b3187b9dcea46fdd00d4be39bbe052c750c349,2023,-0.02384,0.549,-1.1,1.052
73b3187b9dcea46fdd00d4be39bbe052c750c349,2024,-0.1223,0.6352,-1.367,1.123
777e4373030b99d25435012919599586af73035f,1992,-0.0422,0.496,-1.014,0.9298
777e4373030b99d25435012919599586af73035f,1993,0.01115,0.4552,-0.881,0.9033
777e4373030b99d25435012919599586af73035f,1994,-0.2333,0.4243,-1.065,0.5983
777e4373030b99d25435012919599586af73035f,1995,-0.3323,0.4013,-1.119,0.4541
777e4373030b99d25435012919599586af73035f,1996,-0.5732,0.4152,-1.387,0.2406
777e4373030b99d25435012919599586af73035f,1997,-0.8067,0.4674,-1.723,0.1093
777e4373030b99d25435012919599586af73035f,1998,-0.9048,0.4728,-1.831,0.02186
777e4373030b99d25435012919599586af73035f,1999,-0.9872,0.485,-1.938,-0.03657
777e4373030b99d25435012919599586af73035f,2000,-0.9737,0.4606,-1.876,-0.07092
777e4373030b99d25435012919599586af73035f,2001,-0.9163,0.4366,-1.772,-0.06055
777e4373030b99d25435012919599586af73035f,2002,-0.773,0.3972,-1.551,0.005459
777e4373030b99d25435012919599586af73035f,2003,-0.884,0.4211,-1.709,-0.05873
777e4373030b99d25435012919599586af73035f,2004,-0.9073,0.426,-1.742,-0.07238
777e4373030b99d25435012919599586af73035f,2005,-0.9237,0.4363,-1.779,-0.0685
777e4373030b99d25435012919599586af73035f,2006,-0.8329,0.4147,-1.646,-0.02018
777e4373030b99d25435012919599586af73035f,2007,-0.7823,0.4101,-1.586,0.02149
777e4373030b99d25435012919599586af73035f,2008,-0.697,0.4058,-1.492,0.09838
777e4373030b99d25435012919599586af73035f,2009,-0.6358,0.4081,-1.436,0.164
777e4373030b99d25435012919599586af73035f,2010,-0.5121,0.4135,-1.323,0.2984
777e4373030b99d25435012919599586af73035f,2011,-0.5857,0.413,-1.395,0.2238
777e4373030b99d25435012919599586af73035f,2012,-0.7402,0.4135,-1.551,0.07012
777e4373030b99d25435012919599586af73035f,2013,-0.7822,0.4052,-1.576,0.01195
777e4373030b99d25435012919599586af73035f,2014,-0.987,0.422,-1.814,-0.1599
777e4373030b99d25435012919599586af73035f,2015,-1.145,0.4475,-2.022,-0.2677
777e4373030b99d25435012919599586af73035f,2016,-1.282,0.4609,-2.186,-0.3788
777e4373030b99d25435012919599586af73035f,2017,-1.305,0.4401,-2.168,-0.4427
777e4373030b99d25435012919599586af73035f,2018,-1.422,0.4605,-2.324,-0.5191
777e4373030b99d25435012919599586af73035f,2019,-1.556,0.4893,-2.516,-0.5974
777e4373030b99d25435012919599586af73035f,2020,-1.719,0.541,-2.779,-0.6583
777e4373030b99d25435012919599586af73035f,2021,-1.792,0.5617,-2.893,-0.6911
777e4373030b99d25435012919599586af73035f,2022,-1.781,0.5522,-2.863,-0.6986
