winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2006,0,0,0,0,0,0,0,0,0,786edc10d9ccc201c928a4b80797a468d2841db2
2007,0,0,0,0,0,0,0,0,0,786edc10d9ccc201c928a4b80797a468d2841db2
2008,0,0,0,0,0,0,0,0,0,786edc10d9ccc201c928a4b80797a468d2841db2
2009,1,1,1,1,1,1,1,1,1,786edc10d9ccc201c928a4b80797a468d2841db2
2010,0,0,0,0,0,0,0,0,0,786edc10d9ccc201c928a4b80797a468d2841db2
2011,2,2,2,2,2,2,2,2,2,786edc10d9ccc201c928a4b80797a468d2841db2
2012,0,0,0,0,0,0,0,0,0,786edc10d9ccc201c928a4b80797a468d2841db2
2013,0,0,0,0,0,0,0,0,0,786edc10d9ccc201c928a4b80797a468d2841db2
2014,0,0,0,0,0,0,0,0,0,786edc10d9ccc201c928a4b80797a468d2841db2
2015,1.5,1,1,1,1,2,2.2,4,6,786edc10d9ccc201c928a4b80797a468d2841db2
2016,1,1,1,1,1,1,1,1,1,786edc10d9ccc201c928a4b80797a468d2841db2
2017,1,1,1,1,1,1,1,1,1,786edc10d9ccc201c928a4b80797a468d2841db2
2018,1,1,1,1,1,1,1,1,1,786edc10d9ccc201c928a4b80797a468d2841db2
2019,1,1,1,1,1,1,1,1,1,786edc10d9ccc201c928a4b80797a468d2841db2
2020,2,2,2,2,2,2,2,2,2,786edc10d9ccc201c928a4b80797a468d2841db2
2021,2,2,2,2,2,2,2,2,2,786edc10d9ccc201c928a4b80797a468d2841db2
2022,7,7,7,7,7,7,7,7,7,786edc10d9ccc201c928a4b80797a468d2841db2
2023,4,4,4,4,4,4,4,4,4,786edc10d9ccc201c928a4b80797a468d2841db2
2024,4,4,4,4,4,4,4,4,4,786edc10d9ccc201c928a4b80797a468d2841db2
