winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1996,1,1,1,1,1,1,1,1,2,f5e540eccfac6beeb055322daff15997ea960554
1997,1,1,1,1,1,1,1,1,2,f5e540eccfac6beeb055322daff15997ea960554
1998,2,2,2,2,2,2,2,2,7,f5e540eccfac6beeb055322daff15997ea960554
1999,3,3,3,3,3,3,3,3,3,f5e540eccfac6beeb055322daff15997ea960554
2000,2,2,2,2,2,2,4,9,19,f5e540eccfac6beeb055322daff15997ea960554
2001,8,6,6,6,6.65,9.35,12,17.05,27,f5e540eccfac6beeb055322daff15997ea960554
2002,14,7,7,9,10.65,17,23,35.05,41,f5e540eccfac6beeb055322daff15997ea960554
2003,23.5,9,11,14,18,26,33,41.1,98,f5e540eccfac6beeb055322daff15997ea960554
2004,36.5,23,24,29,34,41.35,49,74,97,f5e540eccfac6beeb055322daff15997ea960554
2005,43.5,24,28.95,35,38.65,49,56,77.1,106,f5e540eccfac6beeb055322daff15997ea960554
2006,77,60,62,67.8,71.65,83,90.2,109,122,f5e540eccfac6beeb055322daff15997ea960554
2007,101,82,84,90,95,105.4,114.2,131.1,154,f5e540eccfac6beeb055322daff15997ea960554
2008,62,53,53,56,58,65.35,70,81.05,105,f5e540eccfac6beeb055322daff15997ea960554
2009,44,28,33.95,40,42,48,53,64.15,83,f5e540eccfac6beeb055322daff15997ea960554
2010,91.5,73,77,83,87,96.35,104.2,117.2,153,f5e540eccfac6beeb055322daff15997ea960554
2011,90,80,81,84.8,87,93,98.2,129.1,182,f5e540eccfac6beeb055322daff15997ea960554
2012,166,145,149,157,161,176.4,182.4,198.2,236,f5e540eccfac6beeb055322daff15997ea960554
2013,93,85,86.95,89,90.65,95,100,108,117,f5e540eccfac6beeb055322daff15997ea960554
2014,136,133,133,134,135,137,138,141,149,f5e540eccfac6beeb055322daff15997ea960554
2015,190,185,186,188,189,192,194,200.1,206,f5e540eccfac6beeb055322daff15997ea960554
2016,152,139,141,146,149,156,164.4,179.3,218,f5e540eccfac6beeb055322daff15997ea960554
2017,180,177,177,178,179,181,183,190,194,f5e540eccfac6beeb055322daff15997ea960554
2018,115,111,112,113,114,116.4,118,122,130,f5e540eccfac6beeb055322daff15997ea960554
2019,237,232,233,234,236,238,240,246,255,f5e540eccfac6beeb055322daff15997ea960554
2020,192.5,184,186,188,190,196,198.2,211,218,f5e540eccfac6beeb055322daff15997ea960554
2021,111,103,104,106,108,115,126.2,147,173,f5e540eccfac6beeb055322daff15997ea960554
2022,85,77,79,81.8,84,87.35,92.2,100,122,f5e540eccfac6beeb055322daff15997ea960554
2023,235,231,232,233,234,236,237,242,247,f5e540eccfac6beeb055322daff15997ea960554
2024,120.5,113,115,117,119,124,128,148.1,208,f5e540eccfac6beeb055322daff15997ea960554
