winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,69,69,69,69,69,69,69,69,69,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2001,96,96,96,96,96,96,96,96,96,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2002,13,13,13,13,13,13,13,13,13,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2003,6,6,6,6,6,6,6,6,6,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2004,79,79,79,79,79,79,79,79,79,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2005,82,82,82,82,82,82,82,82,82,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2006,0,0,0,0,0,0,0,0,0,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2007,0,0,0,0,0,0,0,0,0,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2008,2,2,2,2,2,2,2,2,2,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2009,375,375,375,375,375,375,375,375,375,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2010,0,0,0,0,0,0,4.8,54.6,422,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2011,54,54,54,54,54,54,54,54,54,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2012,7,7,7,7,7,7,7,7,7,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2013,163,163,163,163,163,163,163,163,163,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2014,499,499,499,499,499,499,499,499,499,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2015,360,360,360,360,360,360,360,360,360,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2016,16,16,16,16,16,16,16,16,16,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2017,227,227,227,227,227,227,227,227,227,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2018,133,133,133,133,133,133,133,133,133,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2019,27,27,27,27,27,27,27,27,27,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2020,1,1,1,1,1,1,1,1,1,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2021,48,48,48,48,48,48,48,48,48,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2022,41,41,41,41,41,41,41,41,41,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2023,18,18,18,18,18,18,18,18,18,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
2024,1,1,1,1,1,1,1,1,1,1cd775b7af3a4b88e1b3f3d6bdbde106308a7936
