analysis,winter,estimate,se,lcl,ucl
39b81711c41f76467af91457826d1680ebb1c596,1992,5.938,0.1329,5.677,6.198
39b81711c41f76467af91457826d1680ebb1c596,1993,5.962,0.1306,5.706,6.218
39b81711c41f76467af91457826d1680ebb1c596,1994,6.012,0.1053,5.805,6.218
39b81711c41f76467af91457826d1680ebb1c596,1995,6.111,0.1194,5.877,6.345
39b81711c41f76467af91457826d1680ebb1c596,1996,5.798,0.1287,5.546,6.05
39b81711c41f76467af91457826d1680ebb1c596,1997,5.682,0.1351,5.417,5.946
39b81711c41f76467af91457826d1680ebb1c596,1998,5.889,0.09551,5.702,6.076
39b81711c41f76467af91457826d1680ebb1c596,1999,6.019,0.1067,5.81,6.228
39b81711c41f76467af91457826d1680ebb1c596,2000,5.866,0.09848,5.673,6.059
39b81711c41f76467af91457826d1680ebb1c596,2001,5.849,0.09907,5.655,6.043
39b81711c41f76467af91457826d1680ebb1c596,2002,5.862,0.1147,5.637,6.086
39b81711c41f76467af91457826d1680ebb1c596,2003,5.866,0.1202,5.63,6.101
39b81711c41f76467af91457826d1680ebb1c596,2004,5.829,0.1174,5.599,6.059
39b81711c41f76467af91457826d1680ebb1c596,2005,5.509,0.1513,5.213,5.806
39b81711c41f76467af91457826d1680ebb1c596,2006,5.395,0.1869,5.029,5.762
39b81711c41f76467af91457826d1680ebb1c596,2007,5.72,0.1093,5.506,5.935
39b81711c41f76467af91457826d1680ebb1c596,2008,6.085,0.1101,5.869,6.301
39b81711c41f76467af91457826d1680ebb1c596,2009,6.075,0.09535,5.888,6.262
39b81711c41f76467af91457826d1680ebb1c596,2010,6.164,0.09666,5.974,6.353
39b81711c41f76467af91457826d1680ebb1c596,2011,6.385,0.1101,6.169,6.601
39b81711c41f76467af91457826d1680ebb1c596,2012,6.36,0.09976,6.164,6.555
39b81711c41f76467af91457826d1680ebb1c596,2013,6.319,0.1044,6.115,6.524
39b81711c41f76467af91457826d1680ebb1c596,2014,6.31,0.09868,6.117,6.504
39b81711c41f76467af91457826d1680ebb1c596,2015,6.281,0.1036,6.078,6.484
39b81711c41f76467af91457826d1680ebb1c596,2016,6.006,0.1052,5.8,6.213
39b81711c41f76467af91457826d1680ebb1c596,2017,5.947,0.09985,5.751,6.142
39b81711c41f76467af91457826d1680ebb1c596,2018,5.918,0.09869,5.725,6.112
39b81711c41f76467af91457826d1680ebb1c596,2019,5.959,0.09504,5.773,6.146
39b81711c41f76467af91457826d1680ebb1c596,2020,5.973,0.1013,5.774,6.171
39b81711c41f76467af91457826d1680ebb1c596,2021,5.735,0.1103,5.519,5.951
39b81711c41f76467af91457826d1680ebb1c596,2022,5.696,0.109,5.483,5.91
39b81711c41f76467af91457826d1680ebb1c596,2023,5.713,0.1104,5.497,5.93
39b81711c41f76467af91457826d1680ebb1c596,2024,5.907,0.1122,5.687,6.127
44333799a68953c34e180cdd6545ef3a65f9fcc1,1992,5.129,0.1408,4.853,5.405
44333799a68953c34e180cdd6545ef3a65f9fcc1,1993,5.126,0.1044,4.921,5.331
44333799a68953c34e180cdd6545ef3a65f9fcc1,1994,5.106,0.08683,4.936,5.276
44333799a68953c34e180cdd6545ef3a65f9fcc1,1995,5.075,0.08167,4.915,5.235
44333799a68953c34e180cdd6545ef3a65f9fcc1,1996,5.047,0.08304,4.884,5.209
44333799a68953c34e180cdd6545ef3a65f9fcc1,1997,5.033,0.08331,4.87,5.196
44333799a68953c34e180cdd6545ef3a65f9fcc1,1998,5.04,0.07953,4.885,5.196
44333799a68953c34e180cdd6545ef3a65f9fcc1,1999,5.054,0.07806,4.901,5.207
44333799a68953c34e180cdd6545ef3a65f9fcc1,2000,5.06,0.07917,4.905,5.215
44333799a68953c34e180cdd6545ef3a65f9fcc1,2001,5.052,0.07964,4.896,5.208
44333799a68953c34e180cdd6545ef3a65f9fcc1,2002,5.041,0.08012,4.884,5.198
44333799a68953c34e180cdd6545ef3a65f9fcc1,2003,5.029,0.08132,4.87,5.188
44333799a68953c34e180cdd6545ef3a65f9fcc1,2004,5.026,0.0832,4.863,5.189
44333799a68953c34e180cdd6545ef3a65f9fcc1,2005,5.036,0.08494,4.87,5.202
44333799a68953c34e180cdd6545ef3a65f9fcc1,2006,5.056,0.08869,4.882,5.23
44333799a68953c34e180cdd6545ef3a65f9fcc1,2007,5.102,0.08763,4.93,5.274
44333799a68953c34e180cdd6545ef3a65f9fcc1,2008,5.175,0.08087,5.016,5.333
44333799a68953c34e180cdd6545ef3a65f9fcc1,2009,5.251,0.0775,5.099,5.403
44333799a68953c34e180cdd6545ef3a65f9fcc1,2010,5.328,0.07616,5.178,5.477
44333799a68953c34e180cdd6545ef3a65f9fcc1,2011,5.397,0.07672,5.247,5.548
44333799a68953c34e180cdd6545ef3a65f9fcc1,2012,5.454,0.07845,5.3,5.608
44333799a68953c34e180cdd6545ef3a65f9fcc1,2013,5.49,0.07989,5.333,5.646
44333799a68953c34e180cdd6545ef3a65f9fcc1,2014,5.503,0.08052,5.346,5.661
44333799a68953c34e180cdd6545ef3a65f9fcc1,2015,5.495,0.08023,5.337,5.652
44333799a68953c34e180cdd6545ef3a65f9fcc1,2016,5.462,0.07914,5.307,5.617
44333799a68953c34e180cdd6545ef3a65f9fcc1,2017,5.41,0.07807,5.257,5.563
44333799a68953c34e180cdd6545ef3a65f9fcc1,2018,5.344,0.07722,5.193,5.495
44333799a68953c34e180cdd6545ef3a65f9fcc1,2019,5.259,0.07676,5.109,5.41
44333799a68953c34e180cdd6545ef3a65f9fcc1,2020,5.163,0.0776,5.011,5.315
44333799a68953c34e180cdd6545ef3a65f9fcc1,2021,5.059,0.08127,4.9,5.219
44333799a68953c34e180cdd6545ef3a65f9fcc1,2022,4.958,0.08818,4.785,5.131
44333799a68953c34e180cdd6545ef3a65f9fcc1,2023,4.868,0.1008,4.67,5.065
44333799a68953c34e180cdd6545ef3a65f9fcc1,2024,4.791,0.128,4.54,5.042
492835025ec14fce103b2e6e76c04ea5e6635a4e,1992,5.988,0.1632,5.668,6.308
492835025ec14fce103b2e6e76c04ea5e6635a4e,1993,5.98,0.1245,5.736,6.224
492835025ec14fce103b2e6e76c04ea5e6635a4e,1994,5.969,0.1044,5.764,6.174
492835025ec14fce103b2e6e76c04ea5e6635a4e,1995,5.95,0.09608,5.762,6.139
492835025ec14fce103b2e6e76c04ea5e6635a4e,1996,5.922,0.09387,5.738,6.106
492835025ec14fce103b2e6e76c04ea5e6635a4e,1997,5.899,0.09316,5.717,6.082
492835025ec14fce103b2e6e76c04ea5e6635a4e,1998,5.89,0.09089,5.712,6.068
492835025ec14fce103b2e6e76c04ea5e6635a4e,1999,5.882,0.09039,5.705,6.059
492835025ec14fce103b2e6e76c04ea5e6635a4e,2000,5.865,0.09124,5.686,6.044
492835025ec14fce103b2e6e76c04ea5e6635a4e,2001,5.845,0.09325,5.662,6.028
492835025ec14fce103b2e6e76c04ea5e6635a4e,2002,5.823,0.097,5.633,6.013
492835025ec14fce103b2e6e76c04ea5e6635a4e,2003,5.801,0.1035,5.598,6.004
