winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,367.5,334,336,344,352.6,379.4,399,454,478,3589b406a7794b13209da0003530e12100528630
1993,365.5,335,336,343.6,352,394,430,480.2,567,3589b406a7794b13209da0003530e12100528630
1994,397,382,382,385,390,404.4,421.2,454.4,488,3589b406a7794b13209da0003530e12100528630
1995,507,494,494,498,502.6,515,528.8,555.1,592,3589b406a7794b13209da0003530e12100528630
1996,298,268,271,279,288.6,306,323.4,348.7,530,3589b406a7794b13209da0003530e12100528630
1997,253,253,253,253,253,253,253,253,264,3589b406a7794b13209da0003530e12100528630
1998,368,368,368,368,368,368,368,368,368,3589b406a7794b13209da0003530e12100528630
1999,452,452,452,452,452,452,452,452,452,3589b406a7794b13209da0003530e12100528630
2000,337,337,337,337,337,337,337,337,337,3589b406a7794b13209da0003530e12100528630
2001,339,339,339,339,339,339,339,353.6,396,3589b406a7794b13209da0003530e12100528630
2002,341.5,326,326,329,333.6,350,364.4,431.6,506,3589b406a7794b13209da0003530e12100528630
2003,346,330,330,332,337.6,361.4,377.2,436.4,553,3589b406a7794b13209da0003530e12100528630
2004,364.5,343,343,344.8,351,377.4,388.6,460.5,599,3589b406a7794b13209da0003530e12100528630
2005,212,212,212,212,212,212,227,266.2,301,3589b406a7794b13209da0003530e12100528630
2006,174,174,174,174,174,174,174,174,174,3589b406a7794b13209da0003530e12100528630
2007,294,294,294,294,294,294,294,294,294,3589b406a7794b13209da0003530e12100528630
2008,494,494,494,494,494,494,494,494,494,3589b406a7794b13209da0003530e12100528630
2009,423,423,423,423,423,423,423,423,423,3589b406a7794b13209da0003530e12100528630
2010,457,457,457,457,457,457,457,457,457,3589b406a7794b13209da0003530e12100528630
2011,645,645,645,645,645,645,645,645,645,3589b406a7794b13209da0003530e12100528630
2012,589,589,589,589,589,589,589,589,589,3589b406a7794b13209da0003530e12100528630
2013,542,524,524,528.8,536,551.1,570,628.1,706,3589b406a7794b13209da0003530e12100528630
2014,557,557,557,557,557,557,557,574.5,612,3589b406a7794b13209da0003530e12100528630
2015,578,578,578,578,578,578,578,578,578,3589b406a7794b13209da0003530e12100528630
2016,375,375,375,375,375,375,375,375,375,3589b406a7794b13209da0003530e12100528630
2017,372,372,372,372,372,372,372,372,372,3589b406a7794b13209da0003530e12100528630
2018,360,360,360,360,360,360,360,360,360,3589b406a7794b13209da0003530e12100528630
2019,392,392,392,392,392,392,392,392,392,3589b406a7794b13209da0003530e12100528630
2020,425,425,425,425,425,425,425,425,425,3589b406a7794b13209da0003530e12100528630
2021,285,285,285,285,285,285,285,285,285,3589b406a7794b13209da0003530e12100528630
2022,285,285,285,285,285,285,285,285,285,3589b406a7794b13209da0003530e12100528630
2023,281,281,281,281,281,281,281,281,281,3589b406a7794b13209da0003530e12100528630
2024,393,393,393,393,393,393,393,393,393,3589b406a7794b13209da0003530e12100528630
