analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,1993,1,0.1277,0.05114,0.02748,0.2279
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,1994,1,0.205,0.06341,0.08077,0.3293
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,1995,1,0.29,0.07523,0.1426,0.4375
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,1996,1,0.3365,0.07978,0.1801,0.4929
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,1997,1,0.2736,0.07752,0.1217,0.4256
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,1998,1,0.3284,0.08159,0.1685,0.4883
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,1999,1,0.5507,0.08203,0.39,0.7115
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2000,1,0.6789,0.07818,0.5257,0.8321
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2001,1,0.8021,0.07687,0.6515,0.9528
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2002,1,0.877,0.07758,0.7249,1.029
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2003,1,0.9329,0.07558,0.7848,1.081
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2004,1,0.8757,0.07747,0.7239,1.028
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2005,1,0.9213,0.07636,0.7716,1.071
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2006,1,0.945,0.07487,0.7983,1.092
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2007,1,0.8591,0.07682,0.7085,1.01
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2008,1,0.7572,0.07637,0.6075,0.9068
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2009,1,0.6745,0.07679,0.524,0.825
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2010,1,0.6941,0.07577,0.5456,0.8426
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2011,1,0.662,0.07647,0.5121,0.8119
f089be3aa29ea86c20729538ee6f87dce1bf8d5d,1992,2012,1,0.6583,0.07649,0.5084,0.8083
