analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
2f121717c3913680922ae674193c638b999634dd,2000,2001,1,-0.1241,0.248,-0.6101,0.3619
2f121717c3913680922ae674193c638b999634dd,2000,2002,1,0.04908,0.2826,-0.5048,0.6029
2f121717c3913680922ae674193c638b999634dd,2000,2003,1,-0.01613,0.3116,-0.6269,0.5946
2f121717c3913680922ae674193c638b999634dd,2000,2004,1,0.1081,0.3151,-0.5095,0.7257
2f121717c3913680922ae674193c638b999634dd,2000,2005,1,0.2897,0.3211,-0.3396,0.919
2f121717c3913680922ae674193c638b999634dd,2000,2006,1,0.4482,0.3438,-0.2257,1.122
2f121717c3913680922ae674193c638b999634dd,2000,2007,1,0.2124,0.3306,-0.4356,0.8604
2f121717c3913680922ae674193c638b999634dd,2000,2008,1,-0.1178,0.3365,-0.7773,0.5417
2f121717c3913680922ae674193c638b999634dd,2000,2009,1,-0.3362,0.3403,-1.003,0.3308
2f121717c3913680922ae674193c638b999634dd,2000,2010,1,-0.6739,0.371,-1.401,0.05336
2f121717c3913680922ae674193c638b999634dd,2000,2011,1,-0.751,0.3689,-1.474,-0.02793
2f121717c3913680922ae674193c638b999634dd,2000,2012,1,-0.8285,0.3799,-1.573,-0.08387
2f121717c3913680922ae674193c638b999634dd,2000,2013,1,-0.9494,0.3806,-1.695,-0.2034
2f121717c3913680922ae674193c638b999634dd,2000,2014,1,-0.9884,0.3865,-1.746,-0.2308
2f121717c3913680922ae674193c638b999634dd,2000,2015,1,-1.058,0.4002,-1.843,-0.2738
2f121717c3913680922ae674193c638b999634dd,2000,2016,1,-1.024,0.3914,-1.791,-0.2565
2f121717c3913680922ae674193c638b999634dd,2000,2017,1,-0.8821,0.3881,-1.643,-0.1215
2f121717c3913680922ae674193c638b999634dd,2000,2018,1,-0.9846,0.3728,-1.715,-0.2539
2f121717c3913680922ae674193c638b999634dd,2000,2019,1,-1.083,0.3808,-1.829,-0.3366
2f121717c3913680922ae674193c638b999634dd,2000,2020,1,-1.001,0.3677,-1.722,-0.2803
2f121717c3913680922ae674193c638b999634dd,2000,2021,1,-1.002,0.37,-1.727,-0.2765
2f121717c3913680922ae674193c638b999634dd,2000,2022,1,-0.9345,0.3678,-1.655,-0.2136
2f121717c3913680922ae674193c638b999634dd,2000,2023,1,-0.695,0.3669,-1.414,0.02415
2f121717c3913680922ae674193c638b999634dd,2000,2024,1,-0.7431,0.3926,-1.512,0.02638
2f121717c3913680922ae674193c638b999634dd,2001,2002,1,0.1732,0.2423,-0.3018,0.6481
2f121717c3913680922ae674193c638b999634dd,2001,2003,1,0.1079,0.2755,-0.432,0.6478
2f121717c3913680922ae674193c638b999634dd,2001,2004,1,0.2321,0.2958,-0.3477,0.812
2f121717c3913680922ae674193c638b999634dd,2001,2005,1,0.4137,0.3199,-0.2133,1.041
2f121717c3913680922ae674193c638b999634dd,2001,2006,1,0.5722,0.3613,-0.1359,1.28
2f121717c3913680922ae674193c638b999634dd,2001,2007,1,0.3364,0.3352,-0.3207,0.9935
2f121717c3913680922ae674193c638b999634dd,2001,2008,1,0.006161,0.3239,-0.6286,0.6409
2f121717c3913680922ae674193c638b999634dd,2001,2009,1,-0.2122,0.3261,-0.8512,0.4269
2f121717c3913680922ae674193c638b999634dd,2001,2010,1,-0.5499,0.3375,-1.211,0.1116
2f121717c3913680922ae674193c638b999634dd,2001,2011,1,-0.627,0.3434,-1.3,0.04608
2f121717c3913680922ae674193c638b999634dd,2001,2012,1,-0.7045,0.3579,-1.406,-0.003044
2f121717c3913680922ae674193c638b999634dd,2001,2013,1,-0.8254,0.3545,-1.52,-0.1305
2f121717c3913680922ae674193c638b999634dd,2001,2014,1,-0.8644,0.3641,-1.578,-0.1508
2f121717c3913680922ae674193c638b999634dd,2001,2015,1,-0.9342,0.3731,-1.665,-0.2029
2f121717c3913680922ae674193c638b999634dd,2001,2016,1,-0.8996,0.3694,-1.624,-0.1757
2f121717c3913680922ae674193c638b999634dd,2001,2017,1,-0.7581,0.3833,-1.509,-0.00678
2f121717c3913680922ae674193c638b999634dd,2001,2018,1,-0.8606,0.3568,-1.56,-0.1613
2f121717c3913680922ae674193c638b999634dd,2001,2019,1,-0.959,0.3543,-1.653,-0.2646
2f121717c3913680922ae674193c638b999634dd,2001,2020,1,-0.877,0.35,-1.563,-0.1911
2f121717c3913680922ae674193c638b999634dd,2001,2021,1,-0.8777,0.3486,-1.561,-0.1945
2f121717c3913680922ae674193c638b999634dd,2001,2022,1,-0.8105,0.3484,-1.493,-0.1276
2f121717c3913680922ae674193c638b999634dd,2001,2023,1,-0.571,0.3702,-1.297,0.1546
2f121717c3913680922ae674193c638b999634dd,2001,2024,1,-0.6191,0.3872,-1.378,0.1399
2f121717c3913680922ae674193c638b999634dd,2002,2003,1,-0.06524,0.23,-0.516,0.3855
2f121717c3913680922ae674193c638b999634dd,2002,2004,1,0.05902,0.2609,-0.4523,0.5704
2f121717c3913680922ae674193c638b999634dd,2002,2005,1,0.2407,0.2755,-0.2993,0.7807
2f121717c3913680922ae674193c638b999634dd,2002,2006,1,0.3992,0.302,-0.1927,0.9911
2f121717c3913680922ae674193c638b999634dd,2002,2007,1,0.1634,0.2918,-0.4085,0.7353
