winter,month,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,January,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2000,December,6,6,6,6,6,6,6,6,6,308ae3d27eff94f843664e4ba56301ef5966a8fd
2000,NA,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2001,November,5,5,5,5,5,5,5,5,5,308ae3d27eff94f843664e4ba56301ef5966a8fd
2001,December,5,5,5,5,5,5,5,5,5,308ae3d27eff94f843664e4ba56301ef5966a8fd
2002,December,5,5,5,5,5,5,5,5,5,308ae3d27eff94f843664e4ba56301ef5966a8fd
2004,March,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2004,October,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2004,November,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2004,December,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2004,NA,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2005,January,5,5,5,5,5,5,5,5,5,308ae3d27eff94f843664e4ba56301ef5966a8fd
2005,March,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2005,November,5,5,5,5,5,5,5,5,5,308ae3d27eff94f843664e4ba56301ef5966a8fd
2005,NA,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2006,October,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2006,November,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2006,NA,2,2,2,2,2,2,2,2,2,308ae3d27eff94f843664e4ba56301ef5966a8fd
2011,January,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2011,October,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2011,December,12,12,12,12,12,12,12,12,12,308ae3d27eff94f843664e4ba56301ef5966a8fd
2012,October,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2013,March,70,70,70,70,70,70,70,70,70,308ae3d27eff94f843664e4ba56301ef5966a8fd
2013,December,5,5,5,5,5,5,5,5,5,308ae3d27eff94f843664e4ba56301ef5966a8fd
2013,NA,5,5,5,5,5,5,5,5,5,308ae3d27eff94f843664e4ba56301ef5966a8fd
2014,January,9,9,9,9,9,9,9,9,9,308ae3d27eff94f843664e4ba56301ef5966a8fd
2014,October,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2014,NA,4,4,4,4,4,4,4,4,4,308ae3d27eff94f843664e4ba56301ef5966a8fd
2015,November,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2015,December,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2016,January,9,9,9,9,9,9,9,9,9,308ae3d27eff94f843664e4ba56301ef5966a8fd
2016,March,7,7,7,7,7,7,7,7,7,308ae3d27eff94f843664e4ba56301ef5966a8fd
2016,October,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2016,NA,15,15,15,15,15,15,15,15,15,308ae3d27eff94f843664e4ba56301ef5966a8fd
2017,January,43,43,43,43,43,43,43,43,43,308ae3d27eff94f843664e4ba56301ef5966a8fd
2017,March,4,4,4,4,4,4,4,4,4,308ae3d27eff94f843664e4ba56301ef5966a8fd
2017,NA,2,2,2,2,2,2,2,2,2,308ae3d27eff94f843664e4ba56301ef5966a8fd
2018,January,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2019,January,97,97,97,97,97,97,97,97,97,308ae3d27eff94f843664e4ba56301ef5966a8fd
2019,March,2,2,2,2,2,2,2,2,2,308ae3d27eff94f843664e4ba56301ef5966a8fd
2019,November,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2019,December,1,1,1,1,1,1,1,1,1,308ae3d27eff94f843664e4ba56301ef5966a8fd
2020,January,205,205,205,205,205,205,205,205,205,308ae3d27eff94f843664e4ba56301ef5966a8fd
2020,March,88,88,88,88,88,88,88,88,88,308ae3d27eff94f843664e4ba56301ef5966a8fd
2020,November,35,35,35,35,35,35,35,35,35,308ae3d27eff94f843664e4ba56301ef5966a8fd
2020,December,57,57,57,57,57,57,57,57,57,308ae3d27eff94f843664e4ba56301ef5966a8fd
2020,NA,3,3,3,3,3,3,3,3,3,308ae3d27eff94f843664e4ba56301ef5966a8fd
2021,January,6,6,6,6,6,6,6,6,6,308ae3d27eff94f843664e4ba56301ef5966a8fd
2021,March,45,45,45,45,45,45,45,45,45,308ae3d27eff94f843664e4ba56301ef5966a8fd
2021,December,32,32,32,32,32,32,32,32,32,308ae3d27eff94f843664e4ba56301ef5966a8fd
2022,January,20,20,20,20,20,20,20,20,20,308ae3d27eff94f843664e4ba56301ef5966a8fd
2022,March,149,149,149,149,149,149,149,149,149,308ae3d27eff94f843664e4ba56301ef5966a8fd
2022,October,20,20,20,20,20,20,20,20,20,308ae3d27eff94f843664e4ba56301ef5966a8fd
2022,NA,82,82,82,82,82,82,82,82,82,308ae3d27eff94f843664e4ba56301ef5966a8fd
2023,March,98,98,98,98,98,98,98,98,98,308ae3d27eff94f843664e4ba56301ef5966a8fd
2023,November,7,7,7,7,7,7,7,7,7,308ae3d27eff94f843664e4ba56301ef5966a8fd
2023,NA,242,242,242,242,242,242,242,242,242,308ae3d27eff94f843664e4ba56301ef5966a8fd
2024,January,20,20,20,20,20,20,20,20,20,308ae3d27eff94f843664e4ba56301ef5966a8fd
2024,March,98,98,98,98,98,98,98,98,98,308ae3d27eff94f843664e4ba56301ef5966a8fd
2024,November,24,24,24,24,24,24,24,24,24,308ae3d27eff94f843664e4ba56301ef5966a8fd
2024,December,306,306,306,306,306,306,306,306,306,308ae3d27eff94f843664e4ba56301ef5966a8fd
2024,NA,26,26,26,26,26,26,26,26,26,308ae3d27eff94f843664e4ba56301ef5966a8fd
1992,January,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1992,March,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1992,October,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1992,November,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1992,December,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1992,NA,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1993,January,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1993,March,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1993,October,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1993,November,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1993,December,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1993,NA,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1994,January,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1994,March,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1994,October,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1994,November,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1994,December,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1994,NA,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1995,January,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1995,March,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1995,October,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1995,November,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1995,December,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1995,NA,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1996,January,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1996,March,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1996,October,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1996,November,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1996,December,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1996,NA,0,0,0,0,0,0,0,3.05,8,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1997,January,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1997,March,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1997,October,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1997,November,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1997,December,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1997,NA,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
1998,January,0,0,0,0,0,0,0,0,0,d40cc05f9b8290b96b825c630757ddbe4a519bb9
