winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
1993,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
1994,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
1995,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
1996,0,0,0,0,0,0,0,3.05,8,6abb325e08a253e8a9557be2eebff5ef39843c4e
1997,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
1998,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
1999,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
2000,6,6,6,6,6,6,6,6,6,6abb325e08a253e8a9557be2eebff5ef39843c4e
2001,5,5,5,5,5,5,5,5,5,6abb325e08a253e8a9557be2eebff5ef39843c4e
2002,5,5,5,5,5,5,5,5,5,6abb325e08a253e8a9557be2eebff5ef39843c4e
2003,0,0,0,0,0,0,0,0,0,6abb325e08a253e8a9557be2eebff5ef39843c4e
2004,3,3,3,3,3,3,3,3,3,6abb325e08a253e8a9557be2eebff5ef39843c4e
2005,5,5,5,5,5,5,5,5,5,6abb325e08a253e8a9557be2eebff5ef39843c4e
2006,3,3,3,3,3,3,3,3,3,6abb325e08a253e8a9557be2eebff5ef39843c4e
2007,6,0,1,2,4,8,12,17,27,6abb325e08a253e8a9557be2eebff5ef39843c4e
2008,7.5,0,1,3,5,10.35,13,22.05,41,6abb325e08a253e8a9557be2eebff5ef39843c4e
2009,8,0,0,3,5,10,16,31.1,70,6abb325e08a253e8a9557be2eebff5ef39843c4e
2010,7,0,1,3,5,12,17,27.1,100,6abb325e08a253e8a9557be2eebff5ef39843c4e
2011,12,12,12,12,12,12,12,27.1,55,6abb325e08a253e8a9557be2eebff5ef39843c4e
2012,1,1,1,1,1,3,5.2,13.1,29,6abb325e08a253e8a9557be2eebff5ef39843c4e
2013,70,70,70,70,70,71,74,87.3,142,6abb325e08a253e8a9557be2eebff5ef39843c4e
2014,12,9,9,9,9,15,21,30.05,64,6abb325e08a253e8a9557be2eebff5ef39843c4e
2015,7,1,1,2.8,3,11,18,47.1,114,6abb325e08a253e8a9557be2eebff5ef39843c4e
2016,15,15,15,15,15,15,15,15,15,6abb325e08a253e8a9557be2eebff5ef39843c4e
2017,43,43,43,43,43,43,43,43,43,6abb325e08a253e8a9557be2eebff5ef39843c4e
2018,1,1,1,1,1,1,1,1,1,6abb325e08a253e8a9557be2eebff5ef39843c4e
2019,97,97,97,97,97,97,97,97,97,6abb325e08a253e8a9557be2eebff5ef39843c4e
2020,205,205,205,205,205,205,205,205,205,6abb325e08a253e8a9557be2eebff5ef39843c4e
2021,45,45,45,45,45,45,45,45,45,6abb325e08a253e8a9557be2eebff5ef39843c4e
2022,149,149,149,149,149,149,149,149,149,6abb325e08a253e8a9557be2eebff5ef39843c4e
2023,242,242,242,242,242,242,242,247.1,346,6abb325e08a253e8a9557be2eebff5ef39843c4e
2024,306,306,306,306,306,306,306,306,306,6abb325e08a253e8a9557be2eebff5ef39843c4e
