winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,2591,2535,2535,2535,2536,2787,3081,4057,4519,cc23d422c90ef799f3df9559a1f6837edb2a0340
2001,980.5,842,842,852.6,883,1148,1317,1673,1984,cc23d422c90ef799f3df9559a1f6837edb2a0340
2002,694,485,485,512.2,583,838.8,1059,1382,1873,cc23d422c90ef799f3df9559a1f6837edb2a0340
2003,703,609,609,617,648.6,748.2,922.2,1300,3642,cc23d422c90ef799f3df9559a1f6837edb2a0340
2004,1792,1750,1750,1750,1754,1880,2161,2804,3188,cc23d422c90ef799f3df9559a1f6837edb2a0340
2005,1440,1362,1362,1362,1380,1544,1674,2060,2645,cc23d422c90ef799f3df9559a1f6837edb2a0340
2006,891.5,706,706,706,781.6,1072,1266,1785,2477,cc23d422c90ef799f3df9559a1f6837edb2a0340
2007,1130,1029,1029,1029,1060,1231,1549,1892,2693,cc23d422c90ef799f3df9559a1f6837edb2a0340
2008,2044,2010,2010,2010,2010,2095,2252,2613,3391,cc23d422c90ef799f3df9559a1f6837edb2a0340
2009,1566,1550,1550,1550,1550,1650,1853,2198,4016,cc23d422c90ef799f3df9559a1f6837edb2a0340
2010,561,373,373,412.2,486.3,731.4,922.6,1402,2596,cc23d422c90ef799f3df9559a1f6837edb2a0340
2011,901,733,733,733,824,961.2,1087,1621,3553,cc23d422c90ef799f3df9559a1f6837edb2a0340
2012,1428,1371,1371,1371,1375,1505,1638,2188,2834,cc23d422c90ef799f3df9559a1f6837edb2a0340
2013,1154,1048,1048,1048,1095,1236,1419,1894,2483,cc23d422c90ef799f3df9559a1f6837edb2a0340
2014,2969,2969,2969,2969,2969,2969,2969,2969,2969,cc23d422c90ef799f3df9559a1f6837edb2a0340
2015,2495,2495,2495,2495,2495,2495,2495,2495,2495,cc23d422c90ef799f3df9559a1f6837edb2a0340
2016,2130,2130,2130,2130,2130,2130,2130,2130,2130,cc23d422c90ef799f3df9559a1f6837edb2a0340
2017,1762,1762,1762,1762,1762,1762,1762,1762,1762,cc23d422c90ef799f3df9559a1f6837edb2a0340
2018,2092,2092,2092,2092,2092,2092,2092,2092,2092,cc23d422c90ef799f3df9559a1f6837edb2a0340
2019,909,906,906,906,906,965.9,1049,1260,1551,cc23d422c90ef799f3df9559a1f6837edb2a0340
2020,1274,1274,1274,1274,1274,1274,1333,1532,2631,cc23d422c90ef799f3df9559a1f6837edb2a0340
2021,1176,1176,1176,1176,1176,1176,1277,1685,2384,cc23d422c90ef799f3df9559a1f6837edb2a0340
2022,1518,1518,1518,1518,1518,1518,1518,1518,1804,cc23d422c90ef799f3df9559a1f6837edb2a0340
2023,1303,1303,1303,1303,1303,1303,1303,1303,1303,cc23d422c90ef799f3df9559a1f6837edb2a0340
2024,1536,1476,1476,1476,1499,1607,1741,2100,2725,cc23d422c90ef799f3df9559a1f6837edb2a0340
