winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
2000,2,2,2,2,2,2,2,2,2,613c5d6d53f6b57d5cd295f01770b2f09287084a
2001,2,2,2,2,2,2,4,13.05,35,613c5d6d53f6b57d5cd295f01770b2f09287084a
2002,1,1,1,1,1,1,1,1,1,613c5d6d53f6b57d5cd295f01770b2f09287084a
2003,2,2,2,2,2,2,2,3,9,613c5d6d53f6b57d5cd295f01770b2f09287084a
2004,1,1,1,1,1,1,1,4.05,8,613c5d6d53f6b57d5cd295f01770b2f09287084a
2005,1,1,1,1,1,1,1,3,9,613c5d6d53f6b57d5cd295f01770b2f09287084a
2006,0,0,0,0,0,0,0,0,0,613c5d6d53f6b57d5cd295f01770b2f09287084a
2007,2,2,2,2,2,2,2,8,16,613c5d6d53f6b57d5cd295f01770b2f09287084a
2008,2,2,2,2,2,2,4,5.05,9,613c5d6d53f6b57d5cd295f01770b2f09287084a
2009,2,2,2,2,2,2,2,2,3,613c5d6d53f6b57d5cd295f01770b2f09287084a
2010,17,17,17,17,17,17,17,17,17,613c5d6d53f6b57d5cd295f01770b2f09287084a
2011,6,6,6,6,6,6,6,6,6,613c5d6d53f6b57d5cd295f01770b2f09287084a
2012,4,3,3,3,3,5,7.2,15.1,41,613c5d6d53f6b57d5cd295f01770b2f09287084a
2013,7,7,7,7,7,7,7,10.05,20,613c5d6d53f6b57d5cd295f01770b2f09287084a
2014,4,2,2,2,3,4,7,12.25,24,613c5d6d53f6b57d5cd295f01770b2f09287084a
2015,3,3,3,3,3,4,5.2,10.05,43,613c5d6d53f6b57d5cd295f01770b2f09287084a
2016,3,3,3,3,3,4,5,8,12,613c5d6d53f6b57d5cd295f01770b2f09287084a
2017,5,5,5,5,5,5,6,12,26,613c5d6d53f6b57d5cd295f01770b2f09287084a
2018,4,4,4,4,4,4,5,9.2,25,613c5d6d53f6b57d5cd295f01770b2f09287084a
2019,4,4,4,4,4,6,11.2,21,24,613c5d6d53f6b57d5cd295f01770b2f09287084a
2020,7,7,7,7,7,7,7,14.15,24,613c5d6d53f6b57d5cd295f01770b2f09287084a
2021,19,19,19,19,19,19,19,19,22,613c5d6d53f6b57d5cd295f01770b2f09287084a
2022,8,8,8,8,8,8,8,11.1,21,613c5d6d53f6b57d5cd295f01770b2f09287084a
2023,3,3,3,3,3,4,5,11,26,613c5d6d53f6b57d5cd295f01770b2f09287084a
2024,10,10,10,10,10,10,10,15.1,22,613c5d6d53f6b57d5cd295f01770b2f09287084a
