winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
1993,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
1994,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
1995,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
1996,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
1997,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
1998,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
1999,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2000,17,17,17,17,17,17,17,17,17,358e6d77473d7403bd1655e4bd623c7a91147c88
2001,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2002,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2003,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2004,0,0,0,0,0,0,2,17.15,46,358e6d77473d7403bd1655e4bd623c7a91147c88
2005,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2006,0,0,0,0,0,1,3.2,15.05,64,358e6d77473d7403bd1655e4bd623c7a91147c88
2007,0,0,0,0,0,1,4.2,16.65,56,358e6d77473d7403bd1655e4bd623c7a91147c88
2008,0,0,0,0,0,3,10,26.2,65,358e6d77473d7403bd1655e4bd623c7a91147c88
2009,14,14,14,14,14,14,14,14,14,358e6d77473d7403bd1655e4bd623c7a91147c88
2010,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2011,1,1,1,1,1,1,1,11.05,20,358e6d77473d7403bd1655e4bd623c7a91147c88
2012,5,5,5,5,5,5,5,5,5,358e6d77473d7403bd1655e4bd623c7a91147c88
2013,2,2,2,2,2,2,2,2,2,358e6d77473d7403bd1655e4bd623c7a91147c88
2014,1,1,1,1,1,1,1,1,1,358e6d77473d7403bd1655e4bd623c7a91147c88
2015,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2016,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2017,19,19,19,19,19,19,19,19,19,358e6d77473d7403bd1655e4bd623c7a91147c88
2018,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2019,1,1,1,1,1,1,1,1,1,358e6d77473d7403bd1655e4bd623c7a91147c88
2020,22,22,22,22,22,22,22,22,22,358e6d77473d7403bd1655e4bd623c7a91147c88
2021,0,0,0,0,0,0,0,0,0,358e6d77473d7403bd1655e4bd623c7a91147c88
2022,8,8,8,8,8,8,8,8,8,358e6d77473d7403bd1655e4bd623c7a91147c88
2023,8,8,8,8,8,8,8,8,8,358e6d77473d7403bd1655e4bd623c7a91147c88
2024,10,10,10,10,10,10,10,10,10,358e6d77473d7403bd1655e4bd623c7a91147c88
