winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,196,89,89,118,155.6,236.4,359.8,569.1,980,f646149fed8f168aec1672d002406b9ce286acde
1993,297.5,38,103.4,186,247.3,340.4,404,667.8,1423,f646149fed8f168aec1672d002406b9ce286acde
1994,252.5,29,105.9,158.8,211.2,314.9,480.8,660.7,1644,f646149fed8f168aec1672d002406b9ce286acde
1995,383,371,371,374,377,389.4,403,435.4,499,f646149fed8f168aec1672d002406b9ce286acde
1996,511.5,489,489,491,497.6,529.4,557,586.2,687,f646149fed8f168aec1672d002406b9ce286acde
1997,429.5,406,406,412,421.6,439.7,458.2,494,548,f646149fed8f168aec1672d002406b9ce286acde
1998,254,231,231,240,245.6,271.4,301,337.1,370,f646149fed8f168aec1672d002406b9ce286acde
1999,173.5,147,147,155.8,163.6,190,203.8,247,366,f646149fed8f168aec1672d002406b9ce286acde
2000,276,155,164,190.6,223.6,381.5,443.2,725.5,1165,f646149fed8f168aec1672d002406b9ce286acde
2001,262.5,205,211,227.4,242,273,307.2,349.3,387,f646149fed8f168aec1672d002406b9ce286acde
2002,232,206,206,214,225,246,274.2,346.4,507,f646149fed8f168aec1672d002406b9ce286acde
2003,932.5,889,895,902.8,921,947,975.2,1021,1228,f646149fed8f168aec1672d002406b9ce286acde
2004,379,331,337,360,371,399.4,423.6,488.4,569,f646149fed8f168aec1672d002406b9ce286acde
2005,663,625,628.9,639.8,650,672.4,697,782,883,f646149fed8f168aec1672d002406b9ce286acde
2006,511.5,508,508,508,509,515,520.2,540.1,584,f646149fed8f168aec1672d002406b9ce286acde
2007,535,532,532,532,533,538,543.2,559.6,611,f646149fed8f168aec1672d002406b9ce286acde
2008,400,400,400,400,400,400,400,403,404,f646149fed8f168aec1672d002406b9ce286acde
2009,798,786,786,786.8,790,810.3,822.2,865.2,931,f646149fed8f168aec1672d002406b9ce286acde
2010,463,443,443,446,453.6,477.4,498,539.2,583,f646149fed8f168aec1672d002406b9ce286acde
2011,708,696,696,696,701,719.7,743.4,786,981,f646149fed8f168aec1672d002406b9ce286acde
2012,612.5,599,599,600,608.6,620.4,639.2,679.2,744,f646149fed8f168aec1672d002406b9ce286acde
2013,818,816,816,816,816,823,827.2,836.2,856,f646149fed8f168aec1672d002406b9ce286acde
2014,397,378,378,382,389.6,411,429.4,493.7,678,f646149fed8f168aec1672d002406b9ce286acde
2015,1143,1142,1142,1142,1142,1144,1146,1151,1164,f646149fed8f168aec1672d002406b9ce286acde
2016,576.5,569,569,569.8,573,584,604.4,991.5,1581,f646149fed8f168aec1672d002406b9ce286acde
2017,295,295,295,295,295,296,298,303.2,324,f646149fed8f168aec1672d002406b9ce286acde
2018,596,590,590,590,592,601,613.4,637,673,f646149fed8f168aec1672d002406b9ce286acde
2019,435,435,435,435,435,435,439.4,454.2,475,f646149fed8f168aec1672d002406b9ce286acde
2020,450,450,450,450,450,450,450,450,450,f646149fed8f168aec1672d002406b9ce286acde
2021,683,679,679,679,680,686,691,703,742,f646149fed8f168aec1672d002406b9ce286acde
2022,1081,1081,1081,1081,1081,1081,1081,1081,1081,f646149fed8f168aec1672d002406b9ce286acde
2023,351.5,331,331,332,341.6,364,384.6,666.4,1410,f646149fed8f168aec1672d002406b9ce286acde
2024,858,838,839,844,849.6,865,879,913.3,998,f646149fed8f168aec1672d002406b9ce286acde
