analysis,centre_winter,duration,estimate,se,lcl,ucl
56bec996539ccf61715836e4ac81d671a11dfbcb,1994,5,4.547,0.1789,4.196,4.897
56bec996539ccf61715836e4ac81d671a11dfbcb,1995,5,4.573,0.1647,4.25,4.896
56bec996539ccf61715836e4ac81d671a11dfbcb,1996,5,4.597,0.1571,4.289,4.905
56bec996539ccf61715836e4ac81d671a11dfbcb,1997,5,4.613,0.1557,4.307,4.918
56bec996539ccf61715836e4ac81d671a11dfbcb,1998,5,4.585,0.1511,4.289,4.881
56bec996539ccf61715836e4ac81d671a11dfbcb,1999,5,4.535,0.1503,4.241,4.83
56bec996539ccf61715836e4ac81d671a11dfbcb,2000,5,4.499,0.1528,4.199,4.798
56bec996539ccf61715836e4ac81d671a11dfbcb,2001,5,4.473,0.1546,4.17,4.776
56bec996539ccf61715836e4ac81d671a11dfbcb,2002,5,4.431,0.1661,4.105,4.756
56bec996539ccf61715836e4ac81d671a11dfbcb,2003,5,4.403,0.176,4.058,4.748
56bec996539ccf61715836e4ac81d671a11dfbcb,2004,5,4.401,0.1758,4.057,4.746
56bec996539ccf61715836e4ac81d671a11dfbcb,2005,5,4.41,0.1744,4.068,4.752
56bec996539ccf61715836e4ac81d671a11dfbcb,2006,5,4.431,0.1704,4.097,4.765
56bec996539ccf61715836e4ac81d671a11dfbcb,2007,5,4.48,0.1561,4.174,4.786
56bec996539ccf61715836e4ac81d671a11dfbcb,2008,5,4.515,0.1519,4.217,4.813
56bec996539ccf61715836e4ac81d671a11dfbcb,2009,5,4.542,0.1518,4.244,4.839
56bec996539ccf61715836e4ac81d671a11dfbcb,2010,5,4.571,0.1515,4.274,4.868
56bec996539ccf61715836e4ac81d671a11dfbcb,2011,5,4.598,0.1512,4.302,4.894
56bec996539ccf61715836e4ac81d671a11dfbcb,2012,5,4.599,0.1534,4.298,4.9
56bec996539ccf61715836e4ac81d671a11dfbcb,2013,5,4.618,0.1514,4.321,4.915
56bec996539ccf61715836e4ac81d671a11dfbcb,2014,5,4.643,0.149,4.351,4.935
56bec996539ccf61715836e4ac81d671a11dfbcb,2015,5,4.662,0.1494,4.369,4.955
56bec996539ccf61715836e4ac81d671a11dfbcb,2016,5,4.674,0.1532,4.374,4.974
