winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1995,1,0,0,1,1,1,2,3,7,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
1996,1,0,0,1,1,1,2,3,4,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
1997,1,0,0,1,1,2,2,3,3,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
1998,1,0,0,1,1,1,2,2.05,4,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
1999,2,1,1,1,1,2,3,3.05,4,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2000,1,1,1,1,1,1.35,2,3,4,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2001,0,0,0,0,0,0,0,0,0,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2002,1,1,1,1,1,1,1,1,1,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2003,1,1,1,1,1,1,1,1,1,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2004,3,3,3,3,3,3,3,3,3,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2005,2,2,2,2,2,2,2,2,2,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2006,7,7,7,7,7,7,7,7,7,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2007,6,6,6,6,6,6,6,6,6,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2008,2,1,1,1.8,2,2,3,4,6,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2009,9,8,8,8,9,9,9.2,11,13,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2010,5,3,3,4,5,6,7,10,21,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2011,3,2,2,2,3,3.35,4,5.05,8,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2012,5,4,4,4,5,5,5.2,6.05,9,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2013,5,5,5,5,5,5,5,5,5,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2014,8,8,8,8,8,8,8,8,8,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2015,5,5,5,5,5,5,5,5,5,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2016,4,4,4,4,4,4,4,4,4,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2017,6,6,6,6,6,6,6,6,6,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2018,3,3,3,3,3,3,3,3,3,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2019,1,1,1,1,1,1,1,1,1,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2020,0,0,0,0,0,0,0,0,0,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2021,0,0,0,0,0,0.35,2,3.05,6,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2022,0,0,0,0,0,1,2,4,10,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2023,2,2,2,2,2,2,2,2,2,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
2024,0,0,0,0,0,0,0,0,0,4fcd3cd960e3a3ac82ff3c01b948e41c73a37f54
