winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,40,40,40,40,40,40,41,45,51,6cb78e050cacef74fc1c722fcce597f4c34eb08e
1993,36,36,36,36,36,36,36,36,36,6cb78e050cacef74fc1c722fcce597f4c34eb08e
1994,69,69,69,69,69,69,69,69,69,6cb78e050cacef74fc1c722fcce597f4c34eb08e
1995,69,69,69,69,69,69,69,69,69,6cb78e050cacef74fc1c722fcce597f4c34eb08e
1996,87,87,87,87,87,87,87,87,87,6cb78e050cacef74fc1c722fcce597f4c34eb08e
1997,79,79,79,79,79,79,79,79,79,6cb78e050cacef74fc1c722fcce597f4c34eb08e
1998,84,84,84,84,84,84,85,86.05,94,6cb78e050cacef74fc1c722fcce597f4c34eb08e
1999,57,57,57,57,57,57,57,60,64,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2000,96,96,96,96,96,96,97,99.05,101,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2001,108,108,108,108,108,108,109,111,114,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2002,36,36,36,36,36,36,36,38,40,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2003,34,34,34,34,34,34,35,38.05,42,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2004,119,119,119,119,119,119,119,119,119,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2005,46,46,46,46,46,46,46,46,46,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2006,35,35,35,35,35,35,35,35,37,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2007,40,40,40,40,40,40,40,40,40,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2008,45,45,45,45,45,45,45,45,45,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2009,46,46,46,46,46,46,46,46,46,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2010,165,165,165,165,165,165,165,165,165,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2011,171,171,171,171,171,171,171,171,171,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2012,94,94,94,94,94,94,94,94,94,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2013,49,47,47,47,48,51,55,69,93,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2014,104,101,101,101,103,106.4,109,114,118,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2015,142,142,142,142,142,142,142,142,142,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2016,113,113,113,113,113,113,113,113,113,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2017,41,41,41,41,41,41,41.2,45,49,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2018,57,57,57,57,57,57,57,57,57,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2019,26,26,26,26,26,26,26,26,26,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2020,68,68,68,68,68,68,68,68,68,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2021,51,51,51,51,51,51,52,55.05,59,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2022,110,110,110,110,110,110,110,110,110,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2023,33,33,33,33,33,33,33,33,33,6cb78e050cacef74fc1c722fcce597f4c34eb08e
2024,58,58,58,58,58,58,59,62,66,6cb78e050cacef74fc1c722fcce597f4c34eb08e
