winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,2,0,0,1,2,5,8,15.05,18,e420277e01be41879635de14263d983182188b53
1993,17,5,6,9.8,12.65,20,26,39.05,51,e420277e01be41879635de14263d983182188b53
1994,44,30,30,34,39,50,60,83.3,134,e420277e01be41879635de14263d983182188b53
1995,75,59,61,64,67.65,80,91,125,142,e420277e01be41879635de14263d983182188b53
1996,72,44,48.95,56,63,79.7,92.6,109.2,143,e420277e01be41879635de14263d983182188b53
1997,113.5,89,95.9,100,108.6,122.4,137,172.3,220,e420277e01be41879635de14263d983182188b53
1998,150.5,132,136,142,146,155,167.4,183,208,e420277e01be41879635de14263d983182188b53
1999,181.5,140,145.8,161.8,169,193.4,208.2,242.4,349,e420277e01be41879635de14263d983182188b53
2000,262,227,234,244.8,252,271.4,287,314.2,364,e420277e01be41879635de14263d983182188b53
2001,494,386,421.6,443.8,472,519.1,567.2,640.4,727,e420277e01be41879635de14263d983182188b53
2002,781,636,685.8,720.4,741,812.4,856.4,968,1149,e420277e01be41879635de14263d983182188b53
2003,878,736,777.8,811.6,845.6,915.4,946.8,1057,1269,e420277e01be41879635de14263d983182188b53
2004,527.5,451,473.8,492,516,556.4,593.4,662.4,763,e420277e01be41879635de14263d983182188b53
2005,843.5,754,765,804.8,821.6,869,908.8,1014,1184,e420277e01be41879635de14263d983182188b53
2006,989.5,866,875,909.4,954,1035,1077,1203,1304,e420277e01be41879635de14263d983182188b53
2007,793,697,723.8,753.6,769.6,813.7,854.4,925.8,1021,e420277e01be41879635de14263d983182188b53
2008,1411,1333,1362,1383,1396,1433,1465,1533,1617,e420277e01be41879635de14263d983182188b53
2009,778.5,707,720,751.8,767,806.4,841.4,890,1021,e420277e01be41879635de14263d983182188b53
2010,1753,1643,1680,1700,1729,1785,1830,1890,1988,e420277e01be41879635de14263d983182188b53
2011,1144,975,1011,1051,1088,1195,1293,1486,1627,e420277e01be41879635de14263d983182188b53
2012,1678,1406,1501,1559,1635,1750,1827,1958,2285,e420277e01be41879635de14263d983182188b53
2013,1272,1127,1147,1187,1228,1309,1375,1550,1715,e420277e01be41879635de14263d983182188b53
2014,1054,884,942.8,977.8,1010,1092,1158,1267,1643,e420277e01be41879635de14263d983182188b53
2015,1522,1354,1399,1430,1474,1567,1619,1724,2091,e420277e01be41879635de14263d983182188b53
2016,2169,2017,2046,2111,2133,2217,2268,2416,2626,e420277e01be41879635de14263d983182188b53
2017,1816,1616,1661,1732,1780,1853,1941,2089,2230,e420277e01be41879635de14263d983182188b53
2018,1638,1559,1577,1597,1624,1666,1698,1889,2258,e420277e01be41879635de14263d983182188b53
2019,1922,1857,1873,1885,1901,1948,1975,2030,2203,e420277e01be41879635de14263d983182188b53
2020,1654,1588,1596,1614,1630,1681,1709,1801,1864,e420277e01be41879635de14263d983182188b53
2021,2066,1992,2004,2021,2036,2099,2152,2233,2351,e420277e01be41879635de14263d983182188b53
2022,1730,1650,1670,1695,1709,1753,1774,1897,2345,e420277e01be41879635de14263d983182188b53
2023,1974,1899,1919,1941,1957,1997,2044,2161,2535,e420277e01be41879635de14263d983182188b53
2024,1858,1815,1824,1834,1847,1877,1907,1970,2044,e420277e01be41879635de14263d983182188b53
