winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1999,0,0,0,0,0,0,0,0,0,156a73fc91c9545dc9e14d7521feec31200b67db
2000,0,0,0,0,0,0,0,0,0,156a73fc91c9545dc9e14d7521feec31200b67db
2001,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2002,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2003,4,4,4,4,4,4,4,4,4,156a73fc91c9545dc9e14d7521feec31200b67db
2004,0,0,0,0,0,0,0,0,0,156a73fc91c9545dc9e14d7521feec31200b67db
2005,0,0,0,0,0,0,0,0,0,156a73fc91c9545dc9e14d7521feec31200b67db
2006,2,2,2,2,2,2,2,2,2,156a73fc91c9545dc9e14d7521feec31200b67db
2007,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2008,2,2,2,2,2,2,2,2,2,156a73fc91c9545dc9e14d7521feec31200b67db
2009,2,2,2,2,2,2,2,2,2,156a73fc91c9545dc9e14d7521feec31200b67db
2010,3,3,3,3,3,3,3,3,3,156a73fc91c9545dc9e14d7521feec31200b67db
2011,2,2,2,2,2,2,2,2,2,156a73fc91c9545dc9e14d7521feec31200b67db
2012,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2013,2,2,2,2,2,2,2,2,3,156a73fc91c9545dc9e14d7521feec31200b67db
2014,2,2,2,2,2,2,3,4,5,156a73fc91c9545dc9e14d7521feec31200b67db
2015,2,2,2,2,2,2,2,2,2,156a73fc91c9545dc9e14d7521feec31200b67db
2016,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2017,2,2,2,2,2,2,2,2,2,156a73fc91c9545dc9e14d7521feec31200b67db
2018,3,3,3,3,3,3,3,3,3,156a73fc91c9545dc9e14d7521feec31200b67db
2019,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2020,0,0,0,0,0,0,0,0,0,156a73fc91c9545dc9e14d7521feec31200b67db
2021,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2022,2,2,2,2,2,2,2,2,2,156a73fc91c9545dc9e14d7521feec31200b67db
2023,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
2024,1,1,1,1,1,1,1,1,1,156a73fc91c9545dc9e14d7521feec31200b67db
