winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
1993,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
1994,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
1995,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
1996,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
1997,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
1998,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
1999,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2000,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2001,5,5,5,5,5,5,5,5,5,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2002,5,5,5,5,5,5,5,5,5,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2003,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2004,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2005,2,2,2,2,2,2,2,2,2,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2006,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2007,4,4,4,4,4,4,4,4,4,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2008,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2009,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2010,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2011,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2012,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2013,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2014,1,1,1,1,1,1,1,1,1,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2015,2,2,2,2,2,2,2,2,2,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2016,1,1,1,1,1,1,1,1,1,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2017,4,4,4,4,4,4,4,4,4,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2018,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2019,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2020,2,2,2,2,2,2,2,2,2,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2021,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2022,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2023,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
2024,0,0,0,0,0,0,0,0,0,443c418e0295def6fa2c3bc9d7cf271a83c4697a
