analysis,centre_start,centre_end,duration,estimate,se,lcl,ucl
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,1993,1,-0.05763,0.09055,-0.2351,0.1199
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,1994,1,-0.06695,0.1131,-0.2886,0.1547
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,1995,1,-0.001829,0.1153,-0.2278,0.2241
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,1996,1,0.02536,0.1206,-0.211,0.2617
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,1997,1,0.04028,0.123,-0.2007,0.2813
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,1998,1,0.04962,0.1246,-0.1945,0.2938
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,1999,1,0.05903,0.1249,-0.1859,0.3039
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2000,1,0.03873,0.1265,-0.2092,0.2866
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2001,1,0.0338,0.1269,-0.2149,0.2825
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2002,1,0.03577,0.1269,-0.213,0.2845
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2003,1,0.01602,0.1288,-0.2365,0.2685
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2004,1,0.0597,0.1266,-0.1884,0.3078
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2005,1,0.04831,0.128,-0.2027,0.2993
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2006,1,-0.02716,0.1357,-0.293,0.2387
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2007,1,-0.08843,0.1351,-0.3533,0.1764
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2008,1,-0.1676,0.1407,-0.4434,0.1083
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2009,1,-0.1804,0.1294,-0.4341,0.07336
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2010,1,-0.2652,0.1313,-0.5226,-0.007836
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2011,1,-0.3811,0.1502,-0.6755,-0.08678
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2012,1,-0.3892,0.141,-0.6656,-0.1128
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2013,1,-0.3834,0.1376,-0.653,-0.1137
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2014,1,-0.358,0.1325,-0.6178,-0.09826
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2015,1,-0.3631,0.1346,-0.6269,-0.09941
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2016,1,-0.3673,0.1406,-0.6429,-0.09161
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2017,1,-0.3306,0.1395,-0.604,-0.05726
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2018,1,-0.2867,0.1311,-0.5436,-0.02983
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2019,1,-0.2693,0.1292,-0.5226,-0.01602
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2020,1,-0.2109,0.1302,-0.4661,0.04426
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2021,1,-0.293,0.1296,-0.547,-0.03905
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2022,1,-0.3597,0.1338,-0.622,-0.09746
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2023,1,-0.3747,0.1339,-0.6372,-0.1122
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1992,2024,1,-0.4356,0.1462,-0.7221,-0.149
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,1994,1,0.007834,0.1113,-0.2104,0.226
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,1995,1,0.121,0.138,-0.1493,0.3914
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,1996,1,0.0702,0.1481,-0.2201,0.3605
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,1997,1,0.0258,0.1614,-0.2905,0.3421
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,1998,1,0.1086,0.1592,-0.2035,0.4206
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,1999,1,0.2577,0.1624,-0.06061,0.5761
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2000,1,0.3669,0.1666,0.04028,0.6935
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2001,1,0.33,0.1627,0.01109,0.6488
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2002,1,0.271,0.1607,-0.04405,0.586
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2003,1,0.2566,0.16,-0.05708,0.5703
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2004,1,0.3014,0.1616,-0.01525,0.6182
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2005,1,0.3098,0.1631,-0.009942,0.6295
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2006,1,0.2985,0.165,-0.02488,0.6219
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2007,1,0.2269,0.1629,-0.09225,0.5461
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2008,1,0.07871,0.1603,-0.2356,0.393
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2009,1,-0.04012,0.1674,-0.3683,0.288
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2010,1,-0.05795,0.1604,-0.3724,0.2565
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2011,1,-0.07112,0.1603,-0.3854,0.2431
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2012,1,-0.04033,0.1596,-0.3532,0.2725
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2013,1,-0.0278,0.1613,-0.3439,0.2883
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2014,1,0.06084,0.1618,-0.2562,0.3779
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2015,1,0.08709,0.1633,-0.233,0.4072
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2016,1,0.0515,0.1613,-0.2646,0.3676
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2017,1,-0.07953,0.1657,-0.4044,0.2453
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2018,1,-0.1013,0.1681,-0.4308,0.2282
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2019,1,-0.07036,0.1683,-0.4003,0.2596
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2020,1,0.08864,0.1617,-0.2282,0.4055
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2021,1,0.1368,0.1623,-0.1814,0.4549
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2022,1,0.2013,0.1652,-0.1225,0.5251
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2023,1,0.2518,0.1688,-0.07904,0.5825
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1993,2024,1,0.2673,0.1798,-0.08514,0.6198
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,1995,1,0.1132,0.1117,-0.1057,0.3321
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,1996,1,0.06237,0.1317,-0.1957,0.3205
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,1997,1,0.01796,0.1492,-0.2744,0.3103
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,1998,1,0.1007,0.1481,-0.1896,0.3911
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,1999,1,0.2499,0.1523,-0.0485,0.5483
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,2000,1,0.3591,0.1569,0.05154,0.6666
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,2001,1,0.3221,0.153,0.02224,0.622
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,2002,1,0.2631,0.1509,-0.03267,0.559
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,2003,1,0.2488,0.15,-0.04531,0.5428
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,2004,1,0.2936,0.1519,-0.004162,0.5914
94d0937570d6a0aea8db4f80dd4d65ffd3a3455d,1994,2005,1,0.302,0.1536,0.0009134,0.603
