winter,median,min,q05,q20,q35,q65,q80,q95,max,analysis
1992,0,0,0,0,0,0,0,0,0,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
1993,0,0,0,0,0,0,0,0,0,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
1994,0,0,0,0,0,0,0,0,0,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
1995,0,0,0,0,0,0,0,0,0,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
1996,13,0,0,0,0,25.35,36.6,68.4,93,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
1997,0,0,0,0,0,8.35,18.2,34.05,139,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
1998,0,0,0,0,0,0,0,7.2,102,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
1999,0,0,0,0,0,0,17.8,56.15,88,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2000,223,124,158,187.8,206.6,241,272,361.4,614,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2001,184,107,125,148.6,169,206,233.4,307.7,519,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2002,182,102,128.7,148.8,163.6,202.4,223.6,305.7,434,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2003,186.5,108,133.8,163.8,174.3,202.4,225.4,301,412,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2004,196,127,140,167,182,208.7,229.2,275,466,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2005,206.5,148,156.8,171,191.6,219.4,239.4,277.2,342,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2006,200.5,131,153.9,164.4,185.3,218.4,241.2,297.5,376,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2007,148.5,99,110,123.8,138,166.4,184.4,204,310,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2008,172,111,125,142.8,157,185.7,203.6,258.1,357,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2009,166.5,144,147,152,158,172.4,183.2,210.2,228,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2010,135,99,107,116.8,127,144,154.2,170.3,228,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2011,109,82,91.7,98,104,118,125.2,147.3,204,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2012,90,62,67,77,86,96.35,105.2,119,157,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2013,97,72,80,87,90,105.4,114,130,138,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2014,93,93,93,93,93,93,93,93,97,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2015,151,151,151,151,151,151,151,151,160,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2016,114,114,114,114,114,114,114,115,125,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2017,147,143,143,143,144,151,157,166,174,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2018,166,166,166,166,166,166,166,166,166,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2019,126,126,126,126,126,126,126,129,133,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2020,100,100,100,100,100,100,101,106,110,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2021,108,108,108,108,108,108,108,108,112,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2022,87,87,87,87,87,87,87,87,93,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2023,115,115,115,115,115,115,115,115,115,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
2024,100,98,98,98,99,102,103,110,124,4b3ba4e5c8e038359d86ad4a4410dd5afe25c5d6
